weather_id,city,forecast_date,weather_condition,temperature,rainfall,humidity,wind_speed,visibility
de80e970-eefd-492b-ad98-3dc694dad0f1,Shenzhen,2025-01-14,Rain,20.24,15.64,45.28,24.18,5.73
2dc5435e-8706-436e-8a62-812a668615a2,Tokyo,2026-02-22,Cloudy,33.59,3.7,39.97,22.01,13.63
d644a819-272f-4295-9bc7-9d3e11427be7,Chennai,2025-11-10,Heavy Rain,10.27,47.04,68.97,9.38,3.53
1bafe7d7-78f2-43b8-bbf7-df6e475a7ce6,Busan,2025-09-14,Clear,27.56,0.0,46.7,20.74,5.43
8b856902-671d-4f6c-925d-0435f81ed545,Abu Dhabi,2025-02-09,Clear,28.89,0.0,38.19,16.99,7.53
b3fb9ede-4063-4ddf-a904-e1a21a0be8c8,Rotterdam,2026-05-23,Heavy Rain,17.75,57.42,62.9,26.53,1.82
9c2ae5bf-3926-4ea4-96f9-10854e0ed02f,Manchester,2026-03-20,Cloudy,31.86,3.45,72.21,14.11,7.05
04974094-4701-44fb-bbd4-354a2b2b9481,Seoul,2025-09-15,Cloudy,29.29,2.71,72.74,3.02,14.84
f8b5b858-9d43-41ab-8fef-b32c91201f9e,Ningbo,2026-05-18,Cloudy,33.8,1.06,34.27,24.91,13.77
610ac839-9ec7-49eb-a633-fd37fdc9a368,Los Angeles,2025-11-23,Clear,14.15,0.0,83.59,6.88,11.7
cb416a03-a57a-42d7-ab8e-84bfe558696a,Shenzhen,2025-09-17,Rain,33.18,27.67,84.55,6.43,8.15
7b31a89c-c05d-4cf1-b292-8b08bcded349,Shenzhen,2025-06-15,Clear,28.26,0.0,81.7,21.87,13.02
65de1b60-3697-420f-84a7-a8e827b04b49,Chennai,2025-06-14,Cloudy,11.21,2.26,68.27,4.15,9.42
9bd58d8d-c4d1-4e28-a122-2923e9af9818,Frankfurt,2025-07-22,Heavy Rain,10.46,64.51,35.07,34.63,2.21
f4e2385d-2fe1-4342-9858-ce2e09313332,Houston,2025-04-22,Fog,9.13,0.36,30.36,15.57,1.86
3de6be31-82c8-4f49-91ca-92f269acbedc,Ahmedabad,2025-06-30,Clear,22.06,0.0,86.27,14.09,7.21
c526e40c-ae1e-4c57-b815-5c842797b40b,Manchester,2025-04-03,Cloudy,35.29,3.25,88.6,14.49,9.06
1157b24a-c635-4e13-b795-a8da163ffc63,Yokohama,2025-05-02,Storm,28.8,88.62,92.82,70.95,2.91
ca018ff4-a3b9-490c-a955-339c2fd5d0ad,Chicago,2026-05-09,Cloudy,11.11,1.87,81.79,9.02,10.16
e366867b-704f-4d8c-817b-330278cf6106,Amsterdam,2025-11-10,Clear,34.44,0.0,83.07,10.28,7.65
add0a9e5-1e94-4748-8284-c983d70c5b0a,Hamburg,2026-02-19,Heavy Rain,29.27,52.92,64.16,11.7,3.12
0fd8af66-7f9d-43af-a939-2866b4a6c09c,Sharjah,2025-08-28,Clear,23.78,0.0,53.81,17.55,10.56
2112bf5f-fc53-4171-aa42-3a49e45a9798,Delhi,2025-04-03,Rain,14.58,21.57,68.46,26.39,12.14
2e11f0dc-321a-481a-9112-2e7e56834755,Houston,2026-02-20,Clear,11.69,0.0,89.54,30.97,8.86
65a257a9-3710-44eb-81a8-8fe8441408d0,Bengaluru,2025-03-20,Clear,34.16,0.0,31.84,22.96,14.16
918eeda0-e77e-446c-bf2b-3322d028c2e4,Hamburg,2025-01-29,Clear,29.19,0.0,34.67,7.06,9.92
ea6df86c-1512-4d01-b4ef-885287b79a28,Ningbo,2025-05-12,Clear,18.72,0.0,67.92,29.6,11.85
525f49af-00aa-4e5a-9bde-c082541f2266,Chicago,2026-02-09,Cloudy,23.3,3.52,71.79,26.22,9.79
856d49e5-f88e-428f-9dde-0a3273e4fd52,Amsterdam,2025-06-18,Cloudy,24.02,0.51,57.92,34.16,11.52
52d0fef2-d78a-4f36-880e-6eadf1de5c58,Shanghai,2026-06-16,Clear,34.72,0.0,65.38,13.75,8.41
a980c251-0799-42a1-ad90-9a56736ccb24,Shenzhen,2025-06-13,Clear,21.86,0.0,57.96,32.61,10.62
efafb9b2-30b5-4729-b020-5dfd59b9eba6,Guangzhou,2025-01-12,Fog,11.42,1.06,65.58,29.6,0.38
08c8baf5-33a8-4be2-9446-20cabcfb8e4f,Chennai,2025-11-20,Cloudy,20.15,2.69,79.18,4.1,6.7
485a96e5-be05-4950-9fde-8eaf60f45d34,Bengaluru,2025-09-06,Clear,33.18,0.0,57.44,22.2,8.12
208a26c8-d310-47bc-bf16-1b682bcc6cb3,Hyderabad,2025-04-28,Cloudy,11.11,0.06,79.82,31.07,5.09
78b03162-477d-4c1e-af09-92298e7e9cbd,Yokohama,2025-09-30,Fog,16.94,6.35,65.91,19.17,0.56
dfe1bbaf-6be6-4a0d-a31c-b10e7c3d61dc,Hyderabad,2025-04-14,Rain,20.77,24.13,71.81,4.29,9.91
956c11c4-bd52-4638-9b30-b855987371f5,London,2026-01-10,Rain,12.8,13.68,88.44,24.45,14.79
f9b3dc32-ec4a-4a8c-abd3-d8672c5ae699,Abu Dhabi,2025-02-25,Clear,28.22,0.0,79.68,11.51,7.45
f3e5b240-bd64-46e4-8b6b-b2b3482401af,Los Angeles,2025-12-11,Clear,22.28,0.0,68.51,26.53,6.41
f49c4947-f977-4735-ae18-7ee13c38903b,Sharjah,2025-06-23,Clear,33.41,0.0,81.15,17.99,7.21
d15f09a1-e8a8-45c0-a460-6d9dd5daa3de,Yokohama,2025-12-23,Heavy Rain,26.9,104.53,77.49,5.61,1.98
144b9c3a-a0e6-48f9-b949-b975cc36ec37,Mumbai,2025-05-09,Fog,16.35,0.17,47.16,5.21,1.45
8e39fc14-5b45-4f8b-af90-e30ca2af01b0,London,2026-01-21,Clear,22.29,0.0,39.04,29.41,11.92
4c481d4a-d7dd-4240-b1ab-a2aabcecb205,Sharjah,2025-04-22,Cloudy,22.27,0.79,75.71,17.64,6.1
5e1f54dc-1d81-4913-b847-149e64b25b64,Ningbo,2026-01-10,Clear,29.92,0.0,49.8,24.02,5.39
0f312ef4-0f09-458d-91a0-3f28bca71ccb,Ningbo,2025-09-19,Clear,20.37,0.0,61.8,6.55,11.39
edaac481-88f7-453f-89cc-fc99bcbbb619,Abu Dhabi,2025-01-11,Clear,30.04,0.0,75.99,23.57,12.39
63320737-d773-4412-8488-e3d195c8e3c5,Los Angeles,2025-07-21,Rain,13.32,33.65,60.61,5.79,12.68
ef7fe3e5-97ca-429b-9058-bb619a5a546f,Houston,2026-05-31,Clear,16.56,0.0,47.76,28.69,8.06
7be110ca-7a75-4044-82bd-c779f261815c,Amsterdam,2026-04-02,Rain,22.72,9.41,82.2,25.08,7.7
de558b21-f48f-4a82-81e5-b3789869e5d0,Kolkata,2025-12-19,Heavy Rain,12.93,53.09,50.3,6.75,3.16
118ee2c4-2646-4cd2-99ad-0ea270e075ef,London,2025-05-18,Clear,28.83,0.0,83.39,34.45,6.59
14e8e822-ac8e-4488-926f-923b32d7e3c4,Felixstowe,2025-03-17,Rain,31.43,33.27,36.41,22.92,8.54
7c3bcd83-0f14-4d45-98cc-c0191b9a8333,Bremen,2026-01-23,Heavy Rain,28.0,91.88,53.41,5.42,3.0
40d19153-3146-41be-9ce8-ba4149b0bc15,Frankfurt,2026-03-12,Heavy Rain,19.23,74.96,55.03,12.7,1.6
ebcc8ab1-fa1b-4adb-862c-163158856976,Sharjah,2025-05-23,Cloudy,15.42,1.6,82.71,25.34,10.84
f5c6581d-4d6b-446e-8ad4-53a88481a6a6,Osaka,2025-03-19,Cloudy,34.33,0.94,86.1,24.02,14.77
5ddcd26e-4fc9-4352-93ad-ea8afe4a1032,Dubai,2026-06-18,Heavy Rain,21.6,113.25,62.88,18.3,4.58
fb721b25-6e83-4ee2-b889-6391dedcb3c4,Shenzhen,2026-04-29,Clear,13.69,0.0,55.93,10.48,13.2
a240ccca-07a7-4993-ab9b-6d8dd3b41901,Mumbai,2025-10-03,Clear,32.1,0.0,31.5,32.53,7.11
c32c7007-137f-4fc7-9724-e6581e9ad459,Hyderabad,2026-05-28,Rain,28.12,16.89,73.35,22.14,9.88
59bfb346-865e-488f-8b53-3cbe9df81a17,Shanghai,2025-06-16,Fog,9.7,3.06,82.18,8.51,1.97
658c8a27-ac7e-4d85-adbe-31a8febed270,Osaka,2025-11-09,Clear,31.0,0.0,92.04,23.88,5.57
7b3da901-1c55-470b-9a06-02bd2fd5aedf,Ahmedabad,2025-09-11,Rain,16.3,25.56,73.01,17.73,11.29
38b17904-fbe2-48f2-ad28-a4ed2f7dd53a,Delhi,2025-08-22,Heatwave,36.13,9.48,52.99,5.55,5.29
3d0a1db2-394c-4d5a-a3a8-b096cd9c4b05,Incheon,2026-05-05,Clear,32.4,0.0,78.77,34.6,6.4
e2bcea1d-a3bc-4a5c-8916-d0d726223840,Bengaluru,2026-02-28,Clear,34.77,0.0,76.23,3.6,7.3
bfedb495-11cb-43f4-b588-8e8ad6038f72,Amsterdam,2026-02-22,Cloudy,14.47,3.86,69.98,23.32,14.53
fcb8e35c-6aeb-4064-92a7-60a08213f31e,New York,2025-07-30,Clear,23.09,0.0,46.31,33.58,14.58
43ac3a65-49ef-42d7-9da3-3a4d04a69603,Bengaluru,2025-11-22,Clear,14.13,0.0,60.4,5.14,7.36
be39e9d3-9284-4358-9174-575b2f70fa55,Bengaluru,2025-12-17,Fog,5.21,6.05,32.42,21.84,0.82
c2d75d9a-aadd-4572-82b7-7c9f8bd0e7b2,Osaka,2025-05-06,Clear,32.8,0.0,83.92,8.29,10.89
59a84862-fd42-49bf-9569-6241ea7d4f34,Delhi,2025-06-10,Cloudy,14.29,3.21,62.77,12.01,10.33
740d7746-b86b-4e22-af36-b71ae4b86823,Rotterdam,2025-12-25,Clear,22.16,0.0,43.45,28.5,12.75
a8985544-d976-475c-97c3-8e073cf2650b,Chicago,2025-09-05,Heavy Rain,23.26,119.46,42.15,28.77,1.58
36fca66a-4b8e-4ac2-9088-36959f07301b,Singapore,2026-04-01,Cloudy,19.08,0.27,68.16,3.98,12.88
ec13374a-67ae-4091-988d-0602540ebd48,Houston,2025-12-01,Heavy Rain,29.59,71.09,59.14,26.13,1.22
b9eeb19b-935f-4af0-b8cf-0db17fe9a8d8,Incheon,2025-03-13,Clear,35.87,0.0,50.28,10.15,12.87
bb5206f9-8287-4378-8bcf-559b9ad7eef0,Sharjah,2026-03-31,Storm,28.71,111.33,69.38,71.81,0.74
ee3e34e9-9cb5-4bff-ac7b-9e809257b5d4,Singapore,2026-05-18,Cloudy,33.47,0.19,78.07,14.38,14.97
ae3a041c-3571-496a-8c7e-f3ceff826390,Shenzhen,2026-03-08,Cloudy,21.51,3.52,54.65,17.45,7.34
b006f81a-9fab-41d8-b4a7-fc179b59e22f,Kolkata,2025-06-10,Storm,27.25,83.34,56.48,73.01,0.8
ffb1abb9-e68b-4487-87af-a2b18730610e,Tokyo,2026-04-30,Rain,30.66,31.6,75.06,33.55,8.93
1b7b6d64-e29e-493d-a17b-08b49d28a23a,Manchester,2026-06-16,Clear,32.07,0.0,54.53,20.05,10.74
e635b47a-8c47-4166-a44b-966a8c0a848b,Mumbai,2026-03-17,Rain,22.57,14.14,90.57,34.17,13.17
023b612f-3872-4da6-9ca6-dc89c6806776,Manchester,2026-02-07,Rain,26.07,33.04,84.11,3.06,11.31
749a6e4c-6fc0-4909-a178-1cae73ede584,Incheon,2025-08-25,Clear,23.02,0.0,55.41,21.3,14.75
4b06ed6c-d485-4921-934e-c3fbeee842ed,Dubai,2025-09-10,Rain,35.84,32.05,86.11,17.21,5.27
26732e7a-2526-4776-9ae2-5a75fe99985a,Manchester,2025-11-18,Heavy Rain,30.06,96.07,61.02,3.4,2.84
1a18c032-c30f-4a76-8c87-24bb3c1d9459,Amsterdam,2025-10-01,Clear,34.25,0.0,78.69,24.05,8.77
82df6a87-512b-4c6f-9102-681dcdd48a10,Busan,2025-07-13,Storm,25.33,63.99,87.34,74.5,2.7
09be599d-cdcb-4262-b1b8-9dfe06ea3d01,Osaka,2025-03-04,Cloudy,31.31,3.89,82.65,33.51,13.27
21d87479-af83-49c1-b728-44912da79dbd,Ahmedabad,2025-12-03,Heavy Rain,21.26,92.39,53.05,29.17,4.19
9e737246-c94b-4ff8-ad2c-77486f884b7d,Dubai,2025-08-16,Clear,23.95,0.0,46.18,8.66,5.95
38bea2ce-7519-4ce4-932f-4c09f2a6babc,Houston,2025-09-02,Clear,13.52,0.0,36.83,8.18,10.51
789dae5b-5eb1-4852-bf1c-c158b5c59498,Kolkata,2025-07-03,Clear,35.23,0.0,83.27,3.0,12.59
33a67e60-349a-440a-9c6e-c2eb200aa616,Ahmedabad,2026-03-25,Cloudy,14.07,0.52,58.99,8.07,5.65
9c046134-2542-49e3-9678-be20c715f227,Incheon,2025-06-21,Cloudy,10.46,2.49,73.93,14.73,12.48
54248a29-c121-4433-b668-bb396544b1c3,Tokyo,2026-02-21,Cloudy,17.91,0.42,75.53,32.71,8.01
36d05fe8-1cd0-4232-8b0e-5b3a24ae5c3d,Osaka,2025-01-31,Clear,31.33,0.0,48.49,7.85,12.87
287387b4-7864-41c8-b318-200b0dc918cb,Houston,2025-10-20,Cloudy,10.09,3.89,57.07,7.07,10.21
bab89766-7f1f-4f96-a7d5-1498f1c8a844,Shenzhen,2025-08-14,Clear,11.5,0.0,45.84,24.21,5.55
b3343112-1e88-4dd6-a833-ab5b64a149f8,Osaka,2025-04-02,Rain,11.78,28.73,47.69,26.93,9.3
cfffb71e-6971-45c9-9c61-a7e2f2ca1943,Dubai,2025-10-24,Clear,35.11,0.0,41.27,17.28,9.14
01d0e948-612a-4b2b-adc8-aa1a50da77a8,Busan,2025-11-07,Cloudy,22.08,0.26,36.98,3.57,5.38
aa7003a0-d4f6-44cc-8e43-bb5d40c89e04,New York,2026-01-31,Clear,12.98,0.0,53.76,18.73,5.28
ef9fd02a-7f6f-4d0c-9bc5-35a9a49f62d7,Chicago,2025-11-18,Clear,16.86,0.0,42.95,13.11,14.84
5cb7b950-98da-4bf6-917a-0686e01c1438,Abu Dhabi,2025-07-15,Rain,24.16,11.75,42.03,30.72,9.2
f1db314f-4469-4e77-8845-71c7294a8871,Ningbo,2026-02-13,Clear,29.45,0.0,36.75,27.37,10.85
5e56d7ff-0e6e-4d47-b0a9-9c291949cbf0,Frankfurt,2026-06-11,Rain,23.45,31.34,36.88,3.84,6.87
7df13fb4-bb70-44f8-b7a0-c99a2373fc0a,Guangzhou,2026-02-06,Cloudy,18.3,2.29,47.55,7.74,10.62
6db6ac02-97f8-42c1-85d7-5d48f4211956,Houston,2025-09-04,Fog,13.21,1.13,72.58,11.18,1.08
3e310d04-160f-464b-9081-4cced215e69f,Incheon,2025-01-19,Clear,11.73,0.0,92.29,21.58,11.45
7854ef83-8eeb-4d6e-9f29-10509107253e,Rotterdam,2026-05-16,Fog,12.4,9.07,74.07,16.39,1.29
6b4554f8-5f53-44b2-8949-a2a15425059f,London,2025-07-03,Cloudy,30.13,2.57,74.37,3.44,13.88
aa6f5ce1-2eb9-40cd-b451-6d7252a52f62,Houston,2025-11-11,Rain,35.38,9.05,33.32,9.37,5.27
720a3c4d-ee96-4d6c-8d69-27a4b43b85e9,Osaka,2025-12-12,Heavy Rain,23.49,44.16,52.17,26.49,4.5
1b0d2135-347c-49ab-941c-49be0270b28e,Osaka,2025-04-21,Cloudy,24.45,1.82,80.7,31.64,14.79
f195ed42-7802-44c1-b239-edd6c4952bd9,Amsterdam,2025-11-04,Rain,22.81,7.34,87.0,27.11,13.8
69ccb9d1-2bc8-446d-ac71-828609aaed20,Sharjah,2026-05-11,Rain,21.05,19.87,79.34,17.75,6.65
afc502fd-30eb-4f48-877d-5c9035cedc8c,Ningbo,2025-12-08,Clear,27.86,0.0,69.8,33.45,9.72
b41f8715-c8d9-466a-b270-3b86450fdbd1,Abu Dhabi,2025-05-15,Cloudy,34.08,2.54,70.76,5.26,13.91
52085317-805c-4ded-8b85-492ba4d0112f,Shenzhen,2025-09-18,Rain,25.67,7.56,64.96,27.59,13.2
db5c344b-463d-42da-b686-095a59819478,Felixstowe,2025-10-19,Clear,20.5,0.0,43.09,29.84,7.76
010bc203-4cb0-4573-924a-4fbe6df1af79,Hamburg,2025-02-24,Storm,18.24,144.04,77.55,93.89,2.79
f55890aa-b795-4380-82a2-7ef932d14147,Osaka,2026-04-23,Fog,14.93,5.27,38.21,5.46,1.44
46e57f98-9f00-45b0-942c-3dfeb19544d0,Bremen,2025-10-20,Rain,12.55,30.36,33.42,10.99,10.74
544c8014-32fe-452a-97dc-995632c686c3,Kolkata,2025-06-03,Clear,21.24,0.0,90.87,16.33,6.43
d1000bd2-8290-4820-9182-c2f56d165e48,Amsterdam,2025-08-31,Rain,29.53,18.74,85.32,7.65,12.84
0f12ce9c-f659-4e15-a426-8a4b5bf934fe,Felixstowe,2026-03-25,Clear,33.44,0.0,58.55,34.12,12.59
5b777925-5b6f-41be-acc6-5e7be1eaa219,Sharjah,2026-06-30,Clear,13.15,0.0,88.99,24.9,5.24
cf9364fd-f32b-48e7-b8f5-84085264e35e,London,2025-12-31,Clear,34.07,0.0,40.88,5.07,14.84
d4fa6114-e53f-4d2e-bee5-6b0cd27520f2,Los Angeles,2026-02-28,Cloudy,35.68,3.97,89.42,33.44,5.5
61fdc8e7-5ba9-49bf-959a-873a16155aab,Houston,2025-12-16,Clear,16.43,0.0,53.89,32.93,14.74
1314d1d6-44b9-449f-aaa4-806d5f0bb0b6,Tokyo,2025-04-14,Cloudy,26.91,0.65,79.44,31.8,6.5
7641a699-b5ee-42a3-ac91-d351163d47a4,Abu Dhabi,2026-03-29,Cloudy,24.28,0.85,36.59,16.81,11.17
72bcfb9a-598c-4dcf-ae6f-c793483feeef,Shanghai,2026-02-07,Clear,24.4,0.0,50.34,23.04,11.36
d02747b4-0984-4837-96c5-e97f5347e164,Yokohama,2025-08-04,Clear,29.02,0.0,78.33,26.76,10.33
437c78e6-3809-41ea-90c8-3e044ca84ead,Hyderabad,2025-08-31,Cloudy,26.93,2.6,50.61,27.59,11.52
79c124f1-ce2a-4ccd-a307-fee5ae9f8a25,Hyderabad,2025-03-22,Clear,10.15,0.0,61.72,7.72,12.48
17204387-bf35-440a-a10e-f0821de193e3,New York,2026-03-06,Storm,19.82,38.95,52.99,89.07,0.54
8b14d09f-595e-4faf-a790-03cd5de5b44b,Houston,2026-05-23,Clear,13.86,0.0,48.25,28.61,6.84
b33ef1ca-6600-4a6d-927e-e497ef0d2ae4,Guangzhou,2025-08-23,Cloudy,18.09,1.04,59.67,9.09,12.98
b70a6e5f-bf6b-4630-9333-267ff869547e,Bremen,2025-04-17,Heavy Rain,15.7,70.39,67.37,24.05,4.91
e7782a0e-0073-4315-80a7-9b233d17faad,New York,2025-05-28,Clear,33.25,0.0,89.09,8.82,7.18
66584f35-2b8e-4e47-a19a-066f26568ce8,Shenzhen,2025-12-02,Clear,11.81,0.0,75.51,21.18,12.48
423b2012-9cf3-4f5e-a600-65c10304f3e8,Ahmedabad,2026-04-14,Rain,25.89,16.61,90.81,20.89,5.67
a617fc65-404f-4c7d-803f-cec08c69c9b9,Guangzhou,2025-06-28,Clear,34.59,0.0,86.96,18.47,5.81
7164958e-878b-4b6f-bfb4-2c8978a3c529,Hamburg,2026-02-12,Rain,34.73,9.0,66.79,22.41,12.45
36fb775d-cea7-4dc0-bdc1-55bd311f4b3b,Felixstowe,2025-05-08,Clear,30.26,0.0,77.17,32.04,14.43
ec21c55f-06fd-437b-a4ef-19cb86ea4aba,Houston,2025-12-30,Rain,29.19,8.53,56.62,12.35,7.17
a2d5dbad-378d-4db5-b24a-4679e72db009,Frankfurt,2025-07-05,Storm,23.25,121.11,54.55,69.52,2.15
5b126ecf-5202-40a1-8b37-f16258811c97,Seoul,2025-07-03,Rain,31.97,14.86,33.42,25.99,11.72
e1a82bec-fee4-4d3a-ac03-2b9977fae676,Busan,2026-05-10,Rain,32.79,33.45,64.97,27.89,10.2
3f61edfa-be51-4612-9b58-c43c0f4e93a2,Kolkata,2025-08-06,Rain,25.84,33.56,60.88,4.61,8.52
a2d38694-5cc0-427a-9039-2bce8a77c72f,Delhi,2025-06-06,High Wind,17.0,10.59,75.16,41.02,11.19
00d45fa0-cfd1-4e01-9106-647263a660c1,Shenzhen,2026-06-01,Cloudy,35.77,2.56,49.77,32.05,5.77
1501545b-eb8d-4924-bd3a-c3e8fa663ff1,Abu Dhabi,2026-03-31,Heavy Rain,14.56,60.63,54.26,10.26,3.0
0d781c02-a6f7-4775-807e-a1d46d2eba6d,Bremen,2025-04-05,Clear,23.5,0.0,58.34,8.89,13.11
c2586671-1125-4a05-899d-0c75e6a5fa1d,Ningbo,2025-03-25,High Wind,23.19,3.82,30.81,73.64,7.87
6d854d8e-bf05-4fc8-9a3b-fe300b38a122,Los Angeles,2025-12-29,High Wind,20.22,2.56,58.64,44.69,10.81
16b9bc07-d30f-45b0-b08b-ed9e5dd5642f,Yokohama,2025-02-16,Rain,11.85,24.67,72.97,5.16,12.08
1a16bbcb-e300-402b-83d3-974e8eec3d7d,New York,2026-05-30,Clear,19.88,0.0,68.84,25.4,14.5
b475c35e-dd5f-4201-a064-8cb04bda1a38,Los Angeles,2025-03-16,Clear,15.85,0.0,60.61,30.07,14.86
53183142-d4d2-494b-bae0-5bca21623c99,Manchester,2025-12-15,Cloudy,14.0,0.78,54.0,18.03,11.69
d4eda273-ab3a-4a41-b661-4e54b385f116,Guangzhou,2025-05-22,Clear,12.49,0.0,86.71,6.11,10.3
6c0bc75e-884e-4e65-84dd-8d412dd8fdd5,Abu Dhabi,2025-01-13,Rain,25.43,18.01,42.71,20.71,14.45
0f39e21a-c9f3-435c-8a33-7f377cd71d6c,Kolkata,2025-04-23,Clear,17.97,0.0,34.19,3.7,14.46
f9d74d0a-f2a1-4820-8092-3fa8a5fc6c83,Rotterdam,2026-05-07,Clear,28.52,0.0,50.61,21.33,6.59
b9d96871-d410-4a31-9a7b-31e4e03a6ce0,Amsterdam,2025-12-31,Rain,30.56,19.97,52.3,8.58,12.37
71971195-38c4-4068-9c67-63f5d40af016,Abu Dhabi,2026-04-16,Cloudy,34.33,1.44,77.15,6.54,8.57
4e286c6d-60d1-46c8-bca8-68477d09d362,Guangzhou,2025-03-15,Clear,28.68,0.0,79.39,5.36,8.39
56b2b38c-2b91-4ac4-a41f-2c2f404393f9,Seoul,2025-05-18,Fog,16.11,8.5,72.59,34.6,1.89
dda6bb6d-30f6-4d90-8949-353fa9d3b3cb,Singapore,2026-04-21,Cloudy,26.58,0.64,55.62,30.11,11.52
a4fc03b2-d2b1-4814-a63f-24aa6581abe9,Chennai,2025-01-03,High Wind,15.23,2.24,94.64,42.76,9.73
647351ee-84e9-44fc-b9b4-fa9830132434,Rotterdam,2026-06-13,Clear,23.54,0.0,94.1,8.87,10.08
2a3212eb-6383-4638-835b-eb68271347df,Houston,2026-06-21,Clear,32.79,0.0,90.06,32.84,13.0
9173ddf4-52c1-40c2-af99-85d0599a23e6,New York,2025-07-09,Cloudy,33.15,1.97,43.74,21.02,14.9
6b94e359-7ccc-4ac5-8df7-a0cfd324294b,Chennai,2026-06-16,Clear,28.36,0.0,78.31,7.99,7.94
fcfc06ca-9fdc-4b72-99b4-fa7695b00c29,Ahmedabad,2026-05-29,Cloudy,26.53,3.22,91.49,25.69,13.21
3876ff66-c6bf-4f46-8da3-532b3180745b,Delhi,2026-02-10,Clear,19.15,0.0,89.94,19.59,7.35
c4847ab8-a837-4f4a-9248-68df979c4b3e,Incheon,2025-11-04,Cloudy,18.2,2.45,38.73,22.76,13.86
875b669b-4269-475e-87e1-7b6465732d2e,Hyderabad,2025-12-08,Clear,16.3,0.0,47.26,26.57,14.08
35fb5f71-6380-437c-9dd9-542242a6c222,Abu Dhabi,2026-04-28,Clear,14.0,0.0,30.92,28.3,8.9
a1f39de2-090a-4db2-a583-aef25479716e,Osaka,2026-04-04,Clear,14.78,0.0,54.49,3.16,14.27
2eef12c3-f864-4883-b54b-7a9f03d23159,Rotterdam,2025-07-03,Cloudy,28.0,0.04,71.17,11.08,7.91
a08ad639-d110-4746-a2b9-8b83cb82c83c,Chennai,2025-06-30,Clear,28.61,0.0,83.92,6.66,10.04
4f31796f-7bab-4adc-a8ec-f1c912270dd4,New York,2026-02-09,Heavy Rain,28.21,51.24,54.78,20.7,1.26
1b73026e-489d-4683-8454-ceee9cec777f,Tokyo,2025-01-03,Rain,31.26,28.58,39.27,25.26,9.87
de6cdb01-feee-4481-bec4-558bae1b7a8d,Rotterdam,2025-04-15,Clear,31.97,0.0,53.63,19.16,10.21
1e7c891f-4c65-410b-bc02-dca010aee1c5,Incheon,2025-11-09,Cloudy,12.29,3.17,34.06,11.33,6.98
cd6f83b8-3a6c-41ec-96a4-420d9770f1cd,Osaka,2025-02-16,Cloudy,31.95,3.03,72.8,30.78,13.12
2964aa68-8f1f-4a7f-a846-0a9031efadd9,Dubai,2025-01-09,Clear,25.19,0.0,59.61,7.96,8.37
d6be43ad-ac11-4c69-a0b7-f52bbfd12cc3,Shanghai,2025-06-20,Cloudy,11.35,0.55,68.69,25.86,12.4
5d3a9372-9933-40d7-9f17-9e088df0eb4e,Sharjah,2026-02-23,Heavy Rain,30.92,68.94,61.82,20.96,3.03
ecf9b2be-3dd8-4944-afda-2969dc9ccd38,Sharjah,2025-06-21,Clear,24.48,0.0,51.68,22.51,12.19
9fcce93e-bb6b-4957-9fe6-c7a32d55f177,Chennai,2025-10-21,Rain,28.71,24.31,62.86,23.09,8.15
b1d2235e-363c-4bfa-8744-c5a79c38612f,Dubai,2026-02-21,Clear,10.01,0.0,70.99,25.95,12.93
b995349d-6693-4352-aaf2-8d990c2dda46,Chicago,2025-12-08,Heavy Rain,20.26,78.34,71.31,18.01,2.74
504dd542-7193-4c93-9d64-26a29ce451a5,Amsterdam,2026-01-03,High Wind,25.75,1.79,33.36,56.78,14.93
d40ce0dd-2d90-4c20-b355-9874c40b1f41,Frankfurt,2025-08-14,Cloudy,22.41,2.14,62.38,33.92,5.1
ec19e60a-8aab-44d4-a8f7-7ace627cf111,Rotterdam,2026-03-30,Cloudy,30.75,3.02,67.69,29.35,6.83
7b459ae1-d949-4a75-8535-a8f244bf148b,Rotterdam,2025-03-27,Clear,11.1,0.0,38.95,31.48,11.48
54a66521-73de-42e4-8f2d-3cd30560004e,Hamburg,2025-02-15,Cloudy,31.7,1.31,94.12,31.59,11.87
15ec8c3b-9eba-4c9e-93e1-cc3bc18aca5a,Dubai,2025-10-18,Cloudy,19.42,3.59,43.62,7.63,13.39
8111651b-1a05-4682-839b-d850c08d8be4,Amsterdam,2025-10-31,Clear,13.91,0.0,33.58,13.31,5.41
8df7a0e7-83c7-4665-93fd-35c657f7c468,Los Angeles,2025-05-27,Clear,25.19,0.0,55.65,7.22,12.72
e4e7d519-7764-49b7-8985-709dc095e025,Singapore,2025-11-16,Rain,31.34,14.52,41.26,4.69,13.03
3e50de92-44cf-4ecc-a003-36e5e6a771b6,Mumbai,2026-05-19,Clear,29.45,0.0,66.6,26.12,8.27
0deea9c0-da34-4ff0-bed6-3471c8c155bd,Yokohama,2025-04-12,Heavy Rain,32.55,60.97,58.67,34.09,3.55
802423ce-cad1-43fa-9ed5-c6082bd0311a,Seoul,2026-03-20,Clear,17.85,0.0,56.66,21.54,9.85
3a29dad6-918f-4e43-a363-1db5d174a8d7,Houston,2026-01-01,Cloudy,29.87,1.72,72.45,3.91,5.8
2c1ee74b-8a03-4898-824b-0541a57fd8f2,Busan,2026-05-18,Clear,12.42,0.0,34.91,14.63,9.76
8a54fdea-8938-4f03-b600-46f2d7426d4e,Sharjah,2025-09-12,High Wind,35.07,3.03,44.28,62.37,7.18
