model_id,model_name,model_version,model_type,training_dataset_version,artifact_uri,deployment_status
6e488ce8-451d-4bcd-bacb-6c3007706203,risk-summary-llm,v2.7.8,Classifier,exim-ds-2025-04,s3://allcargo-exim-models/classifier/af9df90f0e24,Production
f006cf23-eeb3-4458-8f19-e658b7bb7991,delay-risk-classifier,v4.6.0,Anomaly,exim-ds-2024-10,s3://allcargo-exim-models/anomaly/bc4da34b36d2,Draft
c89cb786-396e-48ed-802d-d3eb89b8b968,delay-risk-classifier,v4.5.7,Classifier,exim-ds-2026-09,s3://allcargo-exim-models/classifier/9a096de02c12,Testing
b6f50fb1-5596-40e3-809e-a40e12c9f4d6,delay-risk-classifier,v2.0.4,Classifier,exim-ds-2026-09,s3://allcargo-exim-models/classifier/48cc4c1c77eb,Testing
5780fdb3-73bb-4dbf-a709-7f764b2958f7,delay-risk-classifier,v1.2.9,Anomaly,exim-ds-2024-03,s3://allcargo-exim-models/anomaly/0ec604291598,Production
a4b10cd9-74ee-413a-8f51-3507ab23fad0,risk-summary-llm,v3.8.0,Classifier,exim-ds-2026-11,s3://allcargo-exim-models/classifier/b4d1ecc0f54e,Testing
da338302-ef3a-4c73-bff8-3c60cefd0d04,document-intelligence,v3.1.9,Classifier,exim-ds-2026-04,s3://allcargo-exim-models/classifier/e30a0540defa,Draft
9750ec62-c690-4076-be99-375ecf6ba261,document-intelligence,v1.9.7,Classifier,exim-ds-2026-08,s3://allcargo-exim-models/classifier/5733130bd655,Draft
b8866988-dcd2-4aa8-a95d-9827dd73a7bf,risk-summary-llm,v1.7.9,NLP,exim-ds-2025-11,s3://allcargo-exim-models/nlp/5cc7ebdc75da,Production
93e909fe-144e-450e-92c0-9ffaaf86f233,document-intelligence,v4.5.8,Classifier,exim-ds-2025-05,s3://allcargo-exim-models/classifier/8ce12ec67f4c,Production
c7170600-f60d-4a3b-8d72-33bd076aa0d7,anomaly-detector,v2.3.3,NLP,exim-ds-2026-08,s3://allcargo-exim-models/nlp/d883c19074ed,Draft
6e928c41-6674-47ba-9467-b2ccde674af5,anomaly-detector,v2.8.3,NLP,exim-ds-2026-04,s3://allcargo-exim-models/nlp/ab87b5588c1d,Draft
5f80909b-e0f5-488e-b2a9-108c9e782846,eta-regressor,v4.6.7,Regressor,exim-ds-2026-11,s3://allcargo-exim-models/regressor/8b6fb1391325,Production
cf9e8f1f-0ba8-4fe3-b287-15fa55843016,document-intelligence,v3.0.2,Regressor,exim-ds-2024-05,s3://allcargo-exim-models/regressor/73af24bf5152,Production
acbb6af2-9d13-4067-bdd4-d1c68eaff667,risk-summary-llm,v3.8.5,Classifier,exim-ds-2024-04,s3://allcargo-exim-models/classifier/ccc411a90439,Production
47d67c14-7f25-4d37-9462-65628ae75c05,risk-summary-llm,v2.2.9,LLM,exim-ds-2024-08,s3://allcargo-exim-models/llm/8265bb2b72ec,Draft
a0f9505d-8cc9-41df-a642-7b7e8a838c63,anomaly-detector,v4.6.7,Classifier,exim-ds-2026-12,s3://allcargo-exim-models/classifier/1b1e0ea0071a,Production
9c91ab30-bad9-4a45-82c3-3ca46d3c87cf,eta-regressor,v4.6.4,Classifier,exim-ds-2025-06,s3://allcargo-exim-models/classifier/1190609756f5,Draft
d4198053-997f-4e5a-b1a6-666c168fcff8,anomaly-detector,v1.9.9,Anomaly,exim-ds-2026-11,s3://allcargo-exim-models/anomaly/299cc62f9e72,Retired
ea9829cf-b7df-465a-82ca-ee69d4cc4927,delay-risk-classifier,v2.8.9,Classifier,exim-ds-2026-09,s3://allcargo-exim-models/classifier/e39ec2337745,Testing
e517102c-e04a-48d8-921a-9356dc9d653c,delay-risk-classifier,v1.6.3,Anomaly,exim-ds-2025-08,s3://allcargo-exim-models/anomaly/f9b419864ef0,Production
9d2ba93b-c15c-4d92-a581-ecc27af3e68a,anomaly-detector,v4.2.5,NLP,exim-ds-2025-10,s3://allcargo-exim-models/nlp/0ccb9c2502f8,Production
40f26f73-74f4-4c08-b42e-b1c395cdf001,risk-summary-llm,v3.7.9,Classifier,exim-ds-2025-11,s3://allcargo-exim-models/classifier/17b7f6259fca,Production
863ade3d-1161-4924-8785-63e6971982e9,risk-summary-llm,v1.9.3,NLP,exim-ds-2025-12,s3://allcargo-exim-models/nlp/46827e2d468f,Retired
0039ed07-63b2-42ff-9e34-11373da11da1,risk-summary-llm,v3.1.8,Anomaly,exim-ds-2025-04,s3://allcargo-exim-models/anomaly/93bc76717833,Testing
87e1d260-a104-4d22-bb85-c08fee0966d6,delay-risk-classifier,v1.1.0,NLP,exim-ds-2025-12,s3://allcargo-exim-models/nlp/09c7f5c2d4eb,Production
a25790b8-414b-4915-8a8c-ff6d03a74b8b,anomaly-detector,v1.3.1,Regressor,exim-ds-2025-07,s3://allcargo-exim-models/regressor/2cc10183f551,Production
36a5d027-5171-4cf9-9969-b61d94a4d853,delay-risk-classifier,v4.4.0,LLM,exim-ds-2025-02,s3://allcargo-exim-models/llm/09216947a0c5,Retired
556b7257-7e8e-4d4c-b13e-0821d769a4d0,delay-risk-classifier,v2.8.1,NLP,exim-ds-2025-11,s3://allcargo-exim-models/nlp/6f2c47b8f46a,Production
38a43c38-71e2-499c-8e43-375f02a8dd42,anomaly-detector,v4.9.5,NLP,exim-ds-2026-06,s3://allcargo-exim-models/nlp/9cd6aae67631,Production
34a32774-c66b-4ff4-9e06-4b868793edcc,document-intelligence,v3.1.4,Classifier,exim-ds-2025-12,s3://allcargo-exim-models/classifier/05a920bd10da,Production
8f715691-9643-4087-8a70-a3b8b11f6037,eta-regressor,v3.8.3,Regressor,exim-ds-2025-12,s3://allcargo-exim-models/regressor/6f54eb6a1bc5,Draft
2b144443-5801-467f-9ec8-e8993f793ab6,document-intelligence,v3.4.3,Regressor,exim-ds-2025-08,s3://allcargo-exim-models/regressor/c7c0e0e4651e,Production
6464a5fd-bf25-4b2a-b585-103de419c38d,delay-risk-classifier,v4.8.5,Anomaly,exim-ds-2024-01,s3://allcargo-exim-models/anomaly/d952b06c5a42,Retired
78b05f2b-cc24-4c92-b632-4c3ecad170a5,eta-regressor,v1.0.0,Classifier,exim-ds-2025-04,s3://allcargo-exim-models/classifier/ff2b865b379b,Testing
d0db38ae-60b8-4b54-bfb1-ce6dc55d8b92,document-intelligence,v1.5.8,Classifier,exim-ds-2024-01,s3://allcargo-exim-models/classifier/1e7d5bb4f4f5,Production
7ea0131b-76c5-4d83-93d3-98e7550947b0,anomaly-detector,v2.4.1,Classifier,exim-ds-2024-08,s3://allcargo-exim-models/classifier/a9f848cfe6a6,Production
05e58319-09bb-472d-8c5a-f000242d91cc,document-intelligence,v3.3.8,LLM,exim-ds-2024-02,s3://allcargo-exim-models/llm/db8e24c7f4a4,Testing
27f67001-be01-471f-b328-a8bb9c41b0f7,eta-regressor,v4.6.6,Classifier,exim-ds-2024-12,s3://allcargo-exim-models/classifier/820ea5beccb5,Retired
11d3841d-bb3d-4eac-a8c6-90ccba20ea27,risk-summary-llm,v3.1.4,Classifier,exim-ds-2025-05,s3://allcargo-exim-models/classifier/a333077cbc9c,Testing
77117e3d-55bf-452f-8ede-8e83e775db9c,risk-summary-llm,v1.6.4,Anomaly,exim-ds-2024-01,s3://allcargo-exim-models/anomaly/fb0999426ceb,Testing
b0c37b54-4457-4adb-a78b-bf37cbb42148,delay-risk-classifier,v3.1.6,Classifier,exim-ds-2025-07,s3://allcargo-exim-models/classifier/1a5a53143e5a,Production
14e9e334-1d78-4a09-bbec-09bcaed3f75f,anomaly-detector,v2.5.9,Anomaly,exim-ds-2025-04,s3://allcargo-exim-models/anomaly/cd05d98ab6bc,Testing
773c458d-eda5-441b-8bde-e537dd0fd104,eta-regressor,v4.1.6,Classifier,exim-ds-2025-08,s3://allcargo-exim-models/classifier/ba6df268143f,Production
7fb50b5d-2ca2-495b-98d8-baec37151996,delay-risk-classifier,v2.0.2,LLM,exim-ds-2024-04,s3://allcargo-exim-models/llm/43e4df50d859,Retired
82092677-3bcd-460b-b268-3858d9742747,eta-regressor,v4.0.8,Regressor,exim-ds-2024-04,s3://allcargo-exim-models/regressor/138b723de6e4,Production
fdba39d6-e00a-4a4d-8bf5-74c21375398d,document-intelligence,v2.7.9,Classifier,exim-ds-2026-07,s3://allcargo-exim-models/classifier/33dbe64d1e17,Production
6a1ab59c-13c0-4222-a1b7-64486f796369,anomaly-detector,v4.5.5,Classifier,exim-ds-2026-08,s3://allcargo-exim-models/classifier/f78eaf842167,Retired
27e64a1a-34e1-4a30-a0d5-39da4ecdc453,anomaly-detector,v2.9.5,Regressor,exim-ds-2026-12,s3://allcargo-exim-models/regressor/b1df7289823a,Production
121aebef-0946-43f2-9523-a6837d1bdda2,document-intelligence,v1.5.9,LLM,exim-ds-2025-10,s3://allcargo-exim-models/llm/9e41065084f7,Draft
95937754-693d-4459-b40e-d0b3c7381836,delay-risk-classifier,v1.3.6,LLM,exim-ds-2026-09,s3://allcargo-exim-models/llm/299217ce7029,Production
1ff58f5d-3603-4fcd-ad9a-eedfa6a175e7,document-intelligence,v4.0.2,LLM,exim-ds-2025-06,s3://allcargo-exim-models/llm/704aff742242,Production
9ca8282a-dc03-4fb5-b72d-d5c0a7bbde1d,eta-regressor,v2.4.9,Classifier,exim-ds-2026-06,s3://allcargo-exim-models/classifier/c4c9c391c42d,Retired
6d0d74de-715e-4ea6-bc8a-f5df7fd0359a,eta-regressor,v1.0.9,Classifier,exim-ds-2025-07,s3://allcargo-exim-models/classifier/3098ea1bdc56,Production
035b3f41-bcc4-4368-a2a8-bd7858c1eba4,anomaly-detector,v1.4.6,NLP,exim-ds-2025-07,s3://allcargo-exim-models/nlp/0ce2f6bfa766,Testing
b80af980-2dd9-4c8f-a9db-e111c7bb9a05,risk-summary-llm,v1.9.1,Classifier,exim-ds-2024-01,s3://allcargo-exim-models/classifier/c7ce9fab42c4,Testing
9227b85f-0969-48b6-9c61-169666bd3c4b,risk-summary-llm,v2.0.1,Classifier,exim-ds-2026-01,s3://allcargo-exim-models/classifier/1d209e3861b1,Production
1fb05f52-0695-4d54-b5ad-7b32a8f1530a,document-intelligence,v4.3.1,Anomaly,exim-ds-2024-11,s3://allcargo-exim-models/anomaly/dcaae556d5f2,Retired
965b4359-1657-4ed8-a131-2659371d48c2,eta-regressor,v1.7.5,NLP,exim-ds-2024-12,s3://allcargo-exim-models/nlp/2aad5533672d,Testing
85248887-5b12-4750-9e55-f54629f2102a,delay-risk-classifier,v1.4.1,Classifier,exim-ds-2025-02,s3://allcargo-exim-models/classifier/cd8377193781,Retired
3ec7c491-aa87-4223-8ef7-b197ef3e6299,anomaly-detector,v3.1.2,Classifier,exim-ds-2025-07,s3://allcargo-exim-models/classifier/2a563cc124c2,Production
e44a45be-2838-4840-ad90-90d9fc967921,eta-regressor,v4.6.6,Classifier,exim-ds-2026-05,s3://allcargo-exim-models/classifier/59d86b44a7f8,Production
e1bfe239-def6-41c7-b90b-907f4c685284,anomaly-detector,v2.0.9,Regressor,exim-ds-2025-05,s3://allcargo-exim-models/regressor/46c80885d38c,Testing
57397d5f-0c09-46ca-be66-0ec4b9591cb7,anomaly-detector,v2.1.2,Anomaly,exim-ds-2026-12,s3://allcargo-exim-models/anomaly/fd452ef24e61,Draft
fc1a3215-0a61-481d-af1b-1d9752c7ca39,risk-summary-llm,v3.7.7,Classifier,exim-ds-2024-12,s3://allcargo-exim-models/classifier/caa8e6101f73,Testing
8e2593d6-98ed-4ffc-a95b-b0f9540b1f33,eta-regressor,v3.8.6,Classifier,exim-ds-2024-06,s3://allcargo-exim-models/classifier/7765aa563cf4,Production
ce73bffd-a19c-4e2c-8a56-eaf0eea76161,anomaly-detector,v4.8.5,NLP,exim-ds-2025-07,s3://allcargo-exim-models/nlp/e13a4e55f806,Draft
92c62150-4e19-4c26-b399-c9bc9c0ee629,document-intelligence,v1.1.9,Classifier,exim-ds-2024-01,s3://allcargo-exim-models/classifier/9b057a213e7f,Production
8a5b72a4-0fec-4edb-a701-4a2746e15641,delay-risk-classifier,v3.2.3,NLP,exim-ds-2024-11,s3://allcargo-exim-models/nlp/f555a0e5bea5,Testing
9b808eb7-ddc6-4a68-9cec-1d922e190d9d,eta-regressor,v1.8.7,Classifier,exim-ds-2026-06,s3://allcargo-exim-models/classifier/cf3d6ee0eef8,Production
3acec512-8a39-438c-b1cb-fcd5409b3582,eta-regressor,v2.6.3,LLM,exim-ds-2025-09,s3://allcargo-exim-models/llm/e45391ef688e,Production
38f052db-71b3-4445-9ab6-10e4856bfbd4,risk-summary-llm,v4.7.4,Classifier,exim-ds-2026-10,s3://allcargo-exim-models/classifier/8a975c0aefbe,Production
5e09e551-d2e8-4162-9232-2bd4aa0c967e,risk-summary-llm,v1.5.7,Classifier,exim-ds-2026-02,s3://allcargo-exim-models/classifier/b2b1500e66f0,Production
f9f6cac4-8f1c-4d4a-812a-a8e13e854c96,document-intelligence,v2.7.6,Classifier,exim-ds-2025-03,s3://allcargo-exim-models/classifier/1fa24fc84220,Production
8a9ee24f-ae72-4cc2-8504-faaf6f6e2fd7,document-intelligence,v4.2.3,Classifier,exim-ds-2026-08,s3://allcargo-exim-models/classifier/b6371a39ca44,Testing
23c1eae8-df3a-4130-8832-789e46fbd858,document-intelligence,v2.1.5,Regressor,exim-ds-2024-07,s3://allcargo-exim-models/regressor/40e7f89ac25f,Production
80344654-be41-4c1b-bd29-6db579896550,eta-regressor,v2.8.0,Classifier,exim-ds-2026-01,s3://allcargo-exim-models/classifier/cc264d67c380,Testing
a39ae488-2aed-486b-8cc2-98e554c5fc3d,anomaly-detector,v1.7.4,Classifier,exim-ds-2024-07,s3://allcargo-exim-models/classifier/32cd77a7a81e,Testing
7fcdbfa6-998d-4e94-b5c5-2e30811794ae,delay-risk-classifier,v1.2.3,Anomaly,exim-ds-2026-06,s3://allcargo-exim-models/anomaly/e3ae1a21868f,Production
ecc9b6f5-6a42-4444-9d53-30c6ba0bd81c,eta-regressor,v4.1.5,LLM,exim-ds-2025-02,s3://allcargo-exim-models/llm/e0fe0390e1fa,Production
a463f50a-2920-4844-8dde-d3d05abec49f,anomaly-detector,v3.8.1,Regressor,exim-ds-2024-09,s3://allcargo-exim-models/regressor/af12fe5abfcf,Testing
ecb2e240-03b5-477e-a3f3-51b729201a20,anomaly-detector,v4.9.2,Regressor,exim-ds-2026-06,s3://allcargo-exim-models/regressor/e57afa59c903,Production
ef3f30d0-e112-480e-9910-3b1c9da187d0,anomaly-detector,v3.8.3,Classifier,exim-ds-2025-03,s3://allcargo-exim-models/classifier/b53aaf3b1d92,Draft
35fd3136-7e96-4b98-a4f4-6ed100a86262,risk-summary-llm,v4.1.8,Classifier,exim-ds-2024-11,s3://allcargo-exim-models/classifier/c8600e4672c8,Draft
3364d44e-a0af-44ca-b216-a923df139ad3,anomaly-detector,v2.2.3,Classifier,exim-ds-2025-02,s3://allcargo-exim-models/classifier/632a34e64cf2,Production
a67fa878-fd81-465f-bcd7-7acfe4e8d00b,delay-risk-classifier,v2.7.9,Regressor,exim-ds-2024-07,s3://allcargo-exim-models/regressor/75d1c85a05ce,Production
c3f73172-1760-450c-9cfd-4cb0044884d7,document-intelligence,v4.6.0,NLP,exim-ds-2026-11,s3://allcargo-exim-models/nlp/d3b70261abce,Production
5d250e8e-ecd3-45bd-ad9e-4da80f2aead0,risk-summary-llm,v4.6.2,Regressor,exim-ds-2024-10,s3://allcargo-exim-models/regressor/bcc21b894847,Draft
d0a73a68-305a-487a-879f-e0b0afcf24ec,document-intelligence,v1.0.4,Classifier,exim-ds-2024-10,s3://allcargo-exim-models/classifier/05b68becbbd1,Production
4313da77-4728-4c57-acb5-c7d6566f8ee1,eta-regressor,v4.6.6,Classifier,exim-ds-2026-06,s3://allcargo-exim-models/classifier/293edc87190e,Draft
fd4b792e-a064-4789-bb24-1d22c718139c,anomaly-detector,v1.6.0,Classifier,exim-ds-2025-02,s3://allcargo-exim-models/classifier/3784cd369e16,Draft
bd5fd6ae-4673-48d2-b2e8-f91f52ca5d0f,risk-summary-llm,v3.5.5,Classifier,exim-ds-2024-02,s3://allcargo-exim-models/classifier/d923c40bcd69,Testing
c000f1aa-10bb-41fd-8951-84bc9ff5bce5,anomaly-detector,v2.1.7,Classifier,exim-ds-2026-06,s3://allcargo-exim-models/classifier/a796ee4a6c0c,Production
3dd4530b-d640-4648-a51d-e2707b9c1dea,delay-risk-classifier,v1.7.2,Classifier,exim-ds-2026-12,s3://allcargo-exim-models/classifier/4493a6b9e25c,Draft
97ad141e-3c48-4d56-8eb4-063f3f30c6d3,document-intelligence,v3.9.9,Classifier,exim-ds-2024-04,s3://allcargo-exim-models/classifier/772152fac44d,Draft
c3e348b5-a82c-4233-bc07-eaaf2dac2d3d,risk-summary-llm,v2.7.6,Classifier,exim-ds-2025-11,s3://allcargo-exim-models/classifier/1161aa593bf2,Testing
887bbb8f-5a95-4208-acb5-dbda08dfb40e,risk-summary-llm,v2.9.4,Regressor,exim-ds-2026-10,s3://allcargo-exim-models/regressor/de939e16389a,Testing
7773e6f0-db2e-4746-a88a-a77fc66d17ac,risk-summary-llm,v1.8.4,Classifier,exim-ds-2026-11,s3://allcargo-exim-models/classifier/be49b4df5325,Production
403158a4-777a-476c-939c-837444d4c640,eta-regressor,v3.0.2,Regressor,exim-ds-2025-08,s3://allcargo-exim-models/regressor/e72932f3bfcc,Production
5bd6bf71-f5bd-4a89-976e-0ec290d75a7d,document-intelligence,v1.8.1,NLP,exim-ds-2024-09,s3://allcargo-exim-models/nlp/5bead6a7ce90,Testing
47a472d5-b0d0-4a39-a11d-ae92576a1aa1,delay-risk-classifier,v2.4.4,NLP,exim-ds-2025-12,s3://allcargo-exim-models/nlp/a6e636877e42,Retired
6ea3a723-f75b-41c5-b936-3aa31e96bba7,delay-risk-classifier,v3.3.4,NLP,exim-ds-2024-03,s3://allcargo-exim-models/nlp/4ecffa9e0b93,Testing
a358bd71-24e2-45ab-b3b0-fca6122b7513,risk-summary-llm,v3.0.4,LLM,exim-ds-2024-03,s3://allcargo-exim-models/llm/ef48ca48dda2,Production
bbccdd4a-7fc5-4107-8fc4-f5fca6ca1d33,delay-risk-classifier,v4.5.2,Classifier,exim-ds-2026-08,s3://allcargo-exim-models/classifier/7de2dae80321,Production
0abc96b9-4605-406b-a868-867ef0319c82,eta-regressor,v1.5.1,Anomaly,exim-ds-2026-05,s3://allcargo-exim-models/anomaly/07e3de849e31,Production
ff0af345-230e-4806-a750-650b8ccb075d,anomaly-detector,v1.2.6,Classifier,exim-ds-2026-01,s3://allcargo-exim-models/classifier/4344bb54847f,Production
13d8c7b2-9128-4872-adfc-498f8e08975c,delay-risk-classifier,v1.9.5,Regressor,exim-ds-2024-09,s3://allcargo-exim-models/regressor/08b6606dc5a2,Production
3a8383a4-727d-4912-8519-bb692ecdd2f5,anomaly-detector,v2.8.4,NLP,exim-ds-2026-02,s3://allcargo-exim-models/nlp/0e81deedb256,Production
afe27702-0814-48f6-abc8-a658aca94add,delay-risk-classifier,v1.3.0,Anomaly,exim-ds-2025-10,s3://allcargo-exim-models/anomaly/df33bc812c8e,Testing
f926a700-cc9a-4fa8-af1c-f99df742ce4b,document-intelligence,v1.2.1,Classifier,exim-ds-2025-03,s3://allcargo-exim-models/classifier/f4c202a0e460,Retired
65e2f2ea-414a-43e7-ba41-c482a18a86ed,risk-summary-llm,v3.5.5,NLP,exim-ds-2025-08,s3://allcargo-exim-models/nlp/e72e10f99c95,Production
fa0eaf03-0bb7-434e-babf-44b0a093d590,eta-regressor,v3.0.8,Classifier,exim-ds-2024-06,s3://allcargo-exim-models/classifier/1890c0620d5e,Testing
641c7461-49a2-4fb3-935a-2853963886f0,risk-summary-llm,v4.2.8,Regressor,exim-ds-2024-02,s3://allcargo-exim-models/regressor/3331ec614ba2,Testing
71bea2f0-dc7f-4e4a-a85d-64c3bfd3bdb9,delay-risk-classifier,v2.5.0,Anomaly,exim-ds-2025-06,s3://allcargo-exim-models/anomaly/fc3e4f62cf70,Testing
acf3b9d3-e4d5-426d-91cc-d410f6e1aed7,eta-regressor,v2.5.5,Classifier,exim-ds-2025-08,s3://allcargo-exim-models/classifier/672b9ca24a66,Retired
75e4cdcd-4c37-4bb0-888b-92207995c51d,risk-summary-llm,v2.7.6,Classifier,exim-ds-2025-06,s3://allcargo-exim-models/classifier/b73f7bd39e37,Production
09247ae4-e9d2-4804-ab2c-21346ce689da,eta-regressor,v2.4.0,Classifier,exim-ds-2026-05,s3://allcargo-exim-models/classifier/64d10eca43b8,Draft
e9ac573f-6241-4b76-b31f-9a1ae44c7641,document-intelligence,v2.3.2,Classifier,exim-ds-2026-04,s3://allcargo-exim-models/classifier/29fd5400d35d,Retired
fee0c3dd-8570-464e-bec1-501f515cc130,delay-risk-classifier,v2.1.0,Anomaly,exim-ds-2025-12,s3://allcargo-exim-models/anomaly/defdc7579792,Draft
f339b065-02bc-42c1-b5be-8ba71161cf9b,delay-risk-classifier,v4.6.1,NLP,exim-ds-2025-05,s3://allcargo-exim-models/nlp/a6768e601810,Production
990c5e42-4c5f-4426-a1d3-755b75f0aa82,document-intelligence,v4.2.1,Classifier,exim-ds-2026-10,s3://allcargo-exim-models/classifier/d8edcd9d10e6,Production
9acdaac4-8d2a-48a6-a02b-d6feadbe5527,document-intelligence,v1.5.1,Classifier,exim-ds-2025-06,s3://allcargo-exim-models/classifier/868fcfdd9b4a,Testing
c191d325-2b66-4ba0-b374-b391d3f90fe8,eta-regressor,v4.3.0,Classifier,exim-ds-2025-12,s3://allcargo-exim-models/classifier/73fdde13c9b6,Testing
fd0eace2-0d26-4e5b-ab2a-394f6d03e123,delay-risk-classifier,v2.8.9,LLM,exim-ds-2024-03,s3://allcargo-exim-models/llm/35ff5b0526f4,Draft
c18e3f6b-84a4-45a0-8cca-1ec84c4e9841,delay-risk-classifier,v4.5.8,Regressor,exim-ds-2024-07,s3://allcargo-exim-models/regressor/9b4968c3e475,Draft
a827689d-6198-44d9-802d-b610e8775c93,document-intelligence,v2.9.4,Regressor,exim-ds-2025-09,s3://allcargo-exim-models/regressor/5d2513a69c30,Production
a5794e2b-6eb7-4d1c-8b79-d41c278b0533,document-intelligence,v1.9.2,Classifier,exim-ds-2024-02,s3://allcargo-exim-models/classifier/a2e6dbd99b5d,Production
83b11e96-877f-48b6-abbe-abdabbe7b678,risk-summary-llm,v2.7.7,Anomaly,exim-ds-2026-08,s3://allcargo-exim-models/anomaly/3f7d08a21dec,Testing
bc0b601c-e6ae-486e-8c30-bad1d5e8dceb,delay-risk-classifier,v1.1.4,Anomaly,exim-ds-2024-05,s3://allcargo-exim-models/anomaly/c991b2b814a2,Retired
2c8e73cd-5c02-44a9-a646-421a4840aa94,risk-summary-llm,v2.5.0,Anomaly,exim-ds-2025-02,s3://allcargo-exim-models/anomaly/470e30efe492,Production
eacfc80f-4a0a-42ea-8ab1-801b02a64ddd,delay-risk-classifier,v3.2.7,Anomaly,exim-ds-2025-09,s3://allcargo-exim-models/anomaly/95910ca9b15f,Production
75a91484-6db7-40a7-85b6-5409d8a15eee,anomaly-detector,v2.9.3,Classifier,exim-ds-2025-04,s3://allcargo-exim-models/classifier/35e5d9f32d87,Testing
5906d0c6-95e3-4cf8-8a4f-3efae466cce0,eta-regressor,v4.0.1,NLP,exim-ds-2025-01,s3://allcargo-exim-models/nlp/e925be201d81,Testing
5893e278-89e1-4922-bc1d-2b56a9c3bef1,document-intelligence,v1.0.2,NLP,exim-ds-2026-08,s3://allcargo-exim-models/nlp/062adbc6191e,Production
e77b7cfb-850d-448f-8560-a426457c9658,document-intelligence,v2.5.3,Regressor,exim-ds-2024-10,s3://allcargo-exim-models/regressor/75ec1bcac8b7,Draft
4384f2a3-577e-43a0-a9e6-404f14d66b04,eta-regressor,v4.4.4,Classifier,exim-ds-2026-10,s3://allcargo-exim-models/classifier/630046abbb3a,Retired
c94bf52f-dc56-469b-a45f-270ddb47aa5a,delay-risk-classifier,v2.9.8,LLM,exim-ds-2026-11,s3://allcargo-exim-models/llm/6fb6b40581f4,Testing
648a1434-f79d-48b7-8f62-3260db6fb476,anomaly-detector,v1.3.5,NLP,exim-ds-2024-07,s3://allcargo-exim-models/nlp/845692ae79fe,Draft
f3e006f9-b6df-4b8f-966f-63af92a1ae3c,delay-risk-classifier,v2.4.0,Classifier,exim-ds-2024-02,s3://allcargo-exim-models/classifier/122d6e159970,Production
e995f045-ac53-444b-acca-24269e421d96,anomaly-detector,v3.5.6,Classifier,exim-ds-2025-07,s3://allcargo-exim-models/classifier/1b4cc8a37aa4,Testing
24fc6a14-8e01-46f9-82a3-d8416b1de873,document-intelligence,v4.1.3,Anomaly,exim-ds-2026-12,s3://allcargo-exim-models/anomaly/3f7177a1c62a,Testing
99bcba99-1f01-41a3-bde0-3ab73df62b33,anomaly-detector,v4.2.5,Classifier,exim-ds-2025-09,s3://allcargo-exim-models/classifier/87424feff3e9,Draft
35d5cec1-a8a8-46d7-ab1a-ed58915594cb,eta-regressor,v3.3.1,Regressor,exim-ds-2024-10,s3://allcargo-exim-models/regressor/9fc10d739128,Production
526be11c-25e6-4b06-9685-69a1a3e4d1dd,document-intelligence,v2.9.8,Classifier,exim-ds-2026-05,s3://allcargo-exim-models/classifier/ce30a932737d,Retired
1aa1a86f-2871-49f2-89d8-57cb23f411cd,delay-risk-classifier,v1.0.5,Regressor,exim-ds-2025-03,s3://allcargo-exim-models/regressor/31f4815faa1c,Testing
0f0c20d6-ea7b-4cd8-8dd8-70719785549d,document-intelligence,v1.9.4,Anomaly,exim-ds-2024-11,s3://allcargo-exim-models/anomaly/56e2174e4800,Testing
e1fd04bb-0671-4dc4-a46a-31a172f647e2,risk-summary-llm,v1.6.1,Classifier,exim-ds-2024-10,s3://allcargo-exim-models/classifier/014be0634f6a,Production
adfa5968-05cc-479f-9e16-ee218aa6700b,risk-summary-llm,v2.2.0,Classifier,exim-ds-2024-02,s3://allcargo-exim-models/classifier/e9b4504f4525,Testing
c8db6efa-79e8-4098-93a0-1ee51532e238,document-intelligence,v4.0.6,LLM,exim-ds-2025-09,s3://allcargo-exim-models/llm/45c38a2f51a9,Draft
672085b5-fff1-431d-8a00-3752f7ba11e7,delay-risk-classifier,v2.0.7,Regressor,exim-ds-2026-09,s3://allcargo-exim-models/regressor/bacde98e4dd9,Production
606d9b80-e14c-42be-b293-6e66de3a1202,document-intelligence,v1.5.4,Anomaly,exim-ds-2024-11,s3://allcargo-exim-models/anomaly/acab6ca3655a,Testing
7e6d39fa-7a77-40b5-9c19-229ca376c7e3,eta-regressor,v2.7.4,Regressor,exim-ds-2025-06,s3://allcargo-exim-models/regressor/e2aa1c6c2842,Testing
2abd689c-fcbe-4e6c-a7a9-25ac9bcf79be,eta-regressor,v2.7.2,Anomaly,exim-ds-2026-04,s3://allcargo-exim-models/anomaly/bdd696221b83,Retired
8986afe6-622e-45db-b770-1a7a6af5b9c4,delay-risk-classifier,v2.9.6,NLP,exim-ds-2025-06,s3://allcargo-exim-models/nlp/12a23e44b9fa,Production
78cc06d3-e4cf-4731-ba58-cd10e4c6eab7,risk-summary-llm,v4.5.2,Classifier,exim-ds-2024-12,s3://allcargo-exim-models/classifier/7d210155b3a6,Draft
a2c1ef90-08d5-4214-acc0-fe16739b6b14,document-intelligence,v1.9.0,Regressor,exim-ds-2025-10,s3://allcargo-exim-models/regressor/a6517476d976,Retired
2609c3a7-5e00-4153-8798-539073dd9c08,eta-regressor,v3.1.5,Anomaly,exim-ds-2026-01,s3://allcargo-exim-models/anomaly/14516e7dda39,Production
d3870481-a164-4ed1-bbff-0b982ec07385,eta-regressor,v1.9.5,Anomaly,exim-ds-2024-07,s3://allcargo-exim-models/anomaly/ea9368b47475,Testing
