warehouse_id,warehouse_name,city,state,warehouse_capacity,current_utilization,warehouse_type
230afc33-2e9a-4203-80ce-f5df9dedeed9,Houston Bonded Warehouse 1518,Houston,Houston,85779,76.32,Bonded
3c3edbdb-c0aa-46d1-9d97-0c190634a062,Hamburg Distribution Center 1519,Hamburg,Hamburg,15887,70.12,Distribution
3bd14273-d387-4657-9224-820db6b836e1,Shenzhen Fulfilment Center 1520,Shenzhen,Shenzhen,39562,63.33,Distribution
d6de1eee-046e-4143-8859-2f19846f3ba5,Frankfurt Distribution Center 1521,Frankfurt,Frankfurt,85581,74.0,Bonded
06d42337-67d7-41d6-9dda-d78abdb24e28,Incheon Fulfilment Center 1522,Incheon,Incheon,52963,70.9,Bonded
125e3c51-f5e4-47cb-a219-ae7728b70885,Bengaluru Fulfilment Center 1523,Bengaluru,Gujarat,30015,90.43,Regional
2f53da45-ee61-4648-b955-a750bdd28c5b,London Fulfilment Center 1524,London,London,24866,67.7,Distribution
e856bae6-0fba-4e3b-beed-ab709d59511b,Singapore Regional Hub 1525,Singapore,Singapore,99719,80.37,Distribution
b0602cb0-6cb5-41e6-92dd-efc90f6bf16a,Manchester Fulfilment Center 1526,Manchester,Manchester,87904,66.17,Distribution
d1031cba-5a54-440b-a86a-4cb768326312,Singapore Regional Hub 1527,Singapore,Singapore,91935,78.71,Regional
d173eeac-e926-4768-a9f9-5fcc401bb475,Dubai Fulfilment Center 1528,Dubai,Dubai,96112,76.11,Distribution
3517b47e-3114-4e1f-9003-2a85fbf7878f,Shenzhen Fulfilment Center 1529,Shenzhen,Shenzhen,105353,72.53,Distribution
e47f51de-904d-4343-bf0b-b6fc9f784f77,Singapore Fulfilment Center 1530,Singapore,Singapore,115850,62.06,Bonded
05cda6c2-87c0-4bb8-935b-98e085b8fba5,Amsterdam Distribution Center 1531,Amsterdam,Amsterdam,106638,93.84,Regional
a6f1e759-e9bf-4c1d-b86a-d890d58a7e4b,Shanghai Bonded Warehouse 1532,Shanghai,Shanghai,34647,73.9,Distribution
0d11d99d-2480-4a38-9f7c-9b625b84ccf7,Dubai Bonded Warehouse 1533,Dubai,Dubai,69037,76.52,Distribution
9fb40e97-93b1-4dfe-bf52-79cd1933896c,Tokyo Distribution Center 1534,Tokyo,Tokyo,37589,72.44,Distribution
1c888d27-7134-4b0b-82b8-3ca107ddeeb0,Osaka Regional Hub 1535,Osaka,Osaka,75677,55.09,Distribution
afe6af65-52d3-4e70-b09b-22b75d0d4ad8,Chennai Distribution Center 1536,Chennai,Telangana,61708,70.73,Regional
ebdd8418-6949-43d6-a463-2ea2970ea4fd,Tokyo Bonded Warehouse 1537,Tokyo,Tokyo,100957,77.36,Bonded
932d19f7-71ae-4ebb-9208-39d0c62e4e25,Chicago Fulfilment Center 1538,Chicago,Chicago,5200,65.5,Bonded
5e62304d-3165-4249-9297-cd2624be8827,London Bonded Warehouse 1539,London,London,40961,66.94,Distribution
4878752c-3319-47db-888c-20712582a813,Shanghai Bonded Warehouse 1540,Shanghai,Shanghai,44966,67.24,Regional
48670cdb-3e02-47cb-ae46-327489ea62f2,Ahmedabad Distribution Center 1541,Ahmedabad,Delhi,104104,72.44,Bonded
b650bc99-e1b9-44dc-b94a-5dcef6cb86ac,Incheon Fulfilment Center 1542,Incheon,Incheon,96831,84.96,Distribution
d493e1c2-c8a7-4292-9be3-ac9ea7ec0d66,Bremen Fulfilment Center 1543,Bremen,Bremen,61553,84.67,Distribution
50d00aff-e429-486c-accc-81039094123f,Rotterdam Distribution Center 1544,Rotterdam,Rotterdam,93594,66.33,Distribution
e4606aa0-3617-4b94-a588-cf3380f76a1c,Incheon Distribution Center 1545,Incheon,Incheon,47454,58.94,Distribution
a6e83f62-8fc4-42b9-abb7-8940cf79aed4,Frankfurt Distribution Center 1546,Frankfurt,Frankfurt,82327,66.63,Distribution
119208e2-4d91-4e0e-b059-887e3d80f325,Felixstowe Regional Hub 1547,Felixstowe,Felixstowe,85292,78.42,Regional
9aa80936-06ac-46c5-b202-f681c78de2d8,Chicago Bonded Warehouse 1548,Chicago,Chicago,104739,68.4,Regional
2d0894d1-03e5-4427-9250-5bd3fd361bd5,Hamburg Fulfilment Center 1549,Hamburg,Hamburg,76518,57.29,Distribution
785842f4-9371-4d87-a1cc-12e88c9eae5e,Delhi Fulfilment Center 1550,Delhi,Maharashtra,90384,66.88,Bonded
78d49596-c0db-4cd8-84c1-01e8508bded5,Singapore Regional Hub 1551,Singapore,Singapore,15198,59.1,Regional
51719891-f28a-4450-802c-a465e0a788c2,Singapore Fulfilment Center 1552,Singapore,Singapore,76085,75.84,Distribution
876298bc-a18e-4e0b-a054-c615a5ef3dd7,Los Angeles Bonded Warehouse 1553,Los Angeles,Los Angeles,27384,85.72,Regional
774d3888-72e1-4d6f-9c10-58bfb3db2c62,Kolkata Distribution Center 1554,Kolkata,Maharashtra,48750,86.4,Distribution
403bf40d-1c58-4844-8db9-776e02b537e2,Singapore Fulfilment Center 1555,Singapore,Singapore,73520,79.58,Distribution
b8e1591e-d4ea-4fd7-b589-2e0c1a9bf229,Incheon Bonded Warehouse 1556,Incheon,Incheon,35184,78.19,Distribution
6bebe570-13de-4021-8c5e-6a2066e6ccf6,Yokohama Fulfilment Center 1557,Yokohama,Yokohama,63587,61.96,Distribution
39c025a4-e555-4981-9343-2d78c5d5c798,Shenzhen Fulfilment Center 1558,Shenzhen,Shenzhen,56357,76.8,Bonded
b7601d9e-baf0-42e0-a12e-60003b84358a,New York Bonded Warehouse 1559,New York,New York,62352,69.48,Distribution
b8efb2d8-d9d3-497d-af71-55f6397b4512,Sharjah Bonded Warehouse 1560,Sharjah,Sharjah,85791,86.06,Regional
437c6360-496e-484f-83cc-f01b8722e4f4,Felixstowe Fulfilment Center 1561,Felixstowe,Felixstowe,41636,78.36,Distribution
d5aaf447-66ac-403d-994e-a08a3e1cefee,Tokyo Regional Hub 1562,Tokyo,Tokyo,87985,74.47,Distribution
f0b8c536-da49-4db1-b78f-073abd11d649,Sharjah Distribution Center 1563,Sharjah,Sharjah,79642,71.82,Distribution
538a10e0-dc2b-43c3-bb76-f4460b3a5c49,Ningbo Fulfilment Center 1564,Ningbo,Ningbo,23734,76.42,Distribution
4cb6fb15-5230-4a90-9d2d-a53096f7e6bb,Singapore Regional Hub 1565,Singapore,Singapore,108633,82.3,Regional
46b33030-3f19-48b1-91a7-8ec20f6f4eb9,Ningbo Fulfilment Center 1566,Ningbo,Ningbo,48379,80.48,Distribution
1c439f7d-7d2a-4d7b-914b-e0aab4e9d7d9,Shenzhen Bonded Warehouse 1567,Shenzhen,Shenzhen,60053,65.6,Distribution
58803c86-e5aa-4e16-af43-c268c35f7f7c,Hamburg Fulfilment Center 1568,Hamburg,Hamburg,33437,89.73,Regional
cfd8845d-afbb-4dea-9f03-423b0caa4b3a,Bengaluru Bonded Warehouse 1569,Bengaluru,Karnataka,50756,66.78,Distribution
21a77259-1921-4627-9227-2451df502b3a,Rotterdam Distribution Center 1570,Rotterdam,Rotterdam,86862,79.88,Regional
a82dc8e4-42d7-4c85-9f2d-05be294e1391,Manchester Distribution Center 1571,Manchester,Manchester,84859,82.89,Regional
c89564dd-a211-42f7-ad4d-4465a291740d,Dubai Distribution Center 1572,Dubai,Dubai,10514,89.76,Bonded
d247ee69-5f23-4608-ab05-fa746235b3ba,Felixstowe Regional Hub 1573,Felixstowe,Felixstowe,88254,68.81,Distribution
35211a0c-500e-4897-bf8f-db7aad1662cf,Ningbo Distribution Center 1574,Ningbo,Ningbo,61217,55.26,Regional
50d2ba3a-9b99-4a00-88ab-73bc1ce2e0fe,Incheon Distribution Center 1575,Incheon,Incheon,14100,76.94,Regional
2cb2a766-8173-41f5-b211-4f211966978f,Hamburg Bonded Warehouse 1576,Hamburg,Hamburg,31473,61.77,Distribution
71a1b51f-8535-454d-a1a9-03e2b53f363f,Singapore Regional Hub 1577,Singapore,Singapore,29952,86.22,Distribution
3ac840bd-1a9d-4718-8e6f-35a1f8e7cfb0,Busan Distribution Center 1578,Busan,Busan,55580,66.78,Distribution
0e95edfa-0df2-48fd-b4dd-d80bec406369,Bengaluru Fulfilment Center 1579,Bengaluru,Delhi,92506,70.76,Distribution
ff92cb4e-944f-4590-a578-2e4b6db935cb,Chicago Bonded Warehouse 1580,Chicago,Chicago,91967,71.25,Distribution
17221332-1ea1-4857-9d81-2e0f750fe38d,Shanghai Regional Hub 1581,Shanghai,Shanghai,71144,64.84,Distribution
74c2f179-c239-43bf-a11e-874908d3c369,Singapore Regional Hub 1582,Singapore,Singapore,19580,85.29,Distribution
e14346c3-2db3-4628-b7ea-01c81c7c09c7,Manchester Fulfilment Center 1583,Manchester,Manchester,84134,48.17,Bonded
db04381c-5abf-45d3-9b84-8bf5c4c622b4,Guangzhou Regional Hub 1584,Guangzhou,Guangzhou,40593,57.76,Bonded
0fb3ed40-3d39-4663-afa2-bf3214d43f82,Felixstowe Bonded Warehouse 1585,Felixstowe,Felixstowe,96575,37.36,Distribution
debc0087-2e64-446c-bef1-e58740a0ec55,Bengaluru Distribution Center 1586,Bengaluru,West Bengal,35280,77.53,Bonded
6c4589cf-a085-4460-81fa-1be349b2da5d,Singapore Bonded Warehouse 1587,Singapore,Singapore,89911,75.93,Distribution
802eeaa5-3e21-4fc8-9416-f83ac5f10784,Los Angeles Fulfilment Center 1588,Los Angeles,Los Angeles,68380,72.76,Regional
9b4f2672-36d9-406d-9662-456d9afc1edd,Felixstowe Bonded Warehouse 1589,Felixstowe,Felixstowe,66555,55.44,Distribution
51f7ff21-8237-44e0-98ea-6ffe8ed7b741,Sharjah Bonded Warehouse 1590,Sharjah,Sharjah,90297,86.81,Distribution
061f49bd-0f16-42ed-b4e7-291963dd2237,Singapore Regional Hub 1591,Singapore,Singapore,105404,84.49,Regional
7ca45e0f-2483-48be-be46-0b065af434ff,Dubai Bonded Warehouse 1592,Dubai,Dubai,61817,69.33,Distribution
c26ee21b-dbcb-4950-a3bf-e3686778c425,Abu Dhabi Bonded Warehouse 1593,Abu Dhabi,Abu Dhabi,22150,84.26,Regional
7712559a-f350-477c-aa2a-d4c33fec74a2,Singapore Distribution Center 1594,Singapore,Singapore,11564,56.5,Regional
0387a411-de19-45fc-b0fb-bd41ee339398,Yokohama Distribution Center 1595,Yokohama,Yokohama,67319,67.77,Distribution
54133377-de47-44ec-9518-3effa51b9793,Frankfurt Fulfilment Center 1596,Frankfurt,Frankfurt,5998,80.04,Regional
612328b8-60db-4d0d-9826-739fe02e9d6b,Shenzhen Fulfilment Center 1597,Shenzhen,Shenzhen,68894,63.11,Distribution
4780acd0-5ee1-46e5-a0cb-72fc16301747,Singapore Regional Hub 1598,Singapore,Singapore,22287,70.61,Bonded
bfc60159-9a3d-4de9-a216-5814a1dec315,Bengaluru Regional Hub 1599,Bengaluru,Delhi,53896,63.42,Distribution
96dc9a18-10b9-49b1-8928-4428efa972fd,Yokohama Fulfilment Center 1600,Yokohama,Yokohama,50774,62.73,Regional
4b682e9d-abe0-44aa-850f-018340441080,Ningbo Regional Hub 1601,Ningbo,Ningbo,94921,68.25,Distribution
861389a7-5103-43b1-ad77-2193e5a8bdda,Abu Dhabi Bonded Warehouse 1602,Abu Dhabi,Abu Dhabi,15101,91.79,Distribution
b3dcab45-48ab-493e-930f-1e4adace38f3,Delhi Fulfilment Center 1603,Delhi,Karnataka,19186,55.8,Distribution
f69249d1-3016-4e8f-babb-c11bd81c2b98,Felixstowe Fulfilment Center 1604,Felixstowe,Felixstowe,33868,86.49,Distribution
53ce850b-d019-415c-83de-2720d178d0fd,Los Angeles Fulfilment Center 1605,Los Angeles,Los Angeles,15341,98.0,Distribution
8914cdb1-9c13-4ccb-8292-3dea9156486c,Singapore Regional Hub 1606,Singapore,Singapore,48991,78.98,Bonded
abbecac3-8e4c-4e29-9a49-9bfe078e8be6,Rotterdam Bonded Warehouse 1607,Rotterdam,Rotterdam,105125,77.22,Distribution
4fea51db-b734-4632-9693-a0c552d7b27e,Bremen Distribution Center 1608,Bremen,Bremen,83339,61.92,Bonded
a2550a1d-06bf-4d15-8d31-f89d5aef19bd,Busan Fulfilment Center 1609,Busan,Busan,47518,83.72,Distribution
9e9a046c-7cd0-4c7b-9ea6-32fb5923525c,Busan Distribution Center 1610,Busan,Busan,89172,81.16,Distribution
ed2c9022-3c7d-4763-85af-09a536722d1d,Incheon Bonded Warehouse 1611,Incheon,Incheon,50452,88.1,Bonded
e5585314-d85f-43b3-8825-b99c78b39433,Houston Bonded Warehouse 1612,Houston,Houston,37709,78.89,Regional
9ddee09c-d3a3-49ff-a846-4d56a80afff9,Tokyo Fulfilment Center 1613,Tokyo,Tokyo,49291,77.38,Regional
84baa346-8641-42ae-b6ee-23910a2f4c86,Incheon Regional Hub 1614,Incheon,Incheon,106221,44.9,Regional
1869d07e-50b6-433c-b181-2818a8b5835d,Rotterdam Regional Hub 1615,Rotterdam,Rotterdam,112774,56.88,Regional
4154750a-e074-47e1-bb8f-9a57cf88810d,Frankfurt Bonded Warehouse 1616,Frankfurt,Frankfurt,79351,89.67,Regional
f5c6d964-aba9-4695-9d24-d18b0637effc,Sharjah Fulfilment Center 1617,Sharjah,Sharjah,117589,83.98,Bonded
91c37f5c-8998-4681-9346-4fe9a0c40dd3,Yokohama Regional Hub 1618,Yokohama,Yokohama,105785,78.91,Regional
6104bd59-48b4-4ba2-93fc-7eccdb0fa27b,Amsterdam Regional Hub 1619,Amsterdam,Amsterdam,18338,67.65,Distribution
3186c90f-c2b7-46b9-b758-e59b73290273,Dubai Distribution Center 1620,Dubai,Dubai,10953,91.2,Regional
16df5cba-79b6-4246-b48a-86464a5c6727,Houston Fulfilment Center 1621,Houston,Houston,20792,71.46,Bonded
d5798be1-262f-489f-848d-8e040be1e9c8,Shanghai Distribution Center 1622,Shanghai,Shanghai,60207,84.86,Distribution
338cfe1c-4a70-4d1d-9cfb-e3c2fe4c5d32,Rotterdam Distribution Center 1623,Rotterdam,Rotterdam,106211,68.67,Distribution
0fb58b64-6ff2-4db8-896c-790648288baf,Rotterdam Distribution Center 1624,Rotterdam,Rotterdam,58557,79.56,Bonded
baad5d38-bd12-4574-956a-ce291261c7e2,Rotterdam Fulfilment Center 1625,Rotterdam,Rotterdam,93424,94.56,Regional
fa4a58e7-eab4-4714-891d-5e25da8e9614,Hamburg Distribution Center 1626,Hamburg,Hamburg,60059,72.51,Regional
a7ede293-ff43-47b4-95d9-bc63bbed481f,Delhi Fulfilment Center 1627,Delhi,Tamil Nadu,105894,89.79,Distribution
a1ca0be6-8bf1-4c3d-9829-7a8813291d8f,Seoul Regional Hub 1628,Seoul,Seoul,39084,87.15,Regional
1688e37e-843d-419f-85d6-15e3ad6dfcd8,Sharjah Regional Hub 1629,Sharjah,Sharjah,12216,69.7,Distribution
7b71665d-e549-4d2a-a814-3f79f2f9f41e,Kolkata Fulfilment Center 1630,Kolkata,Gujarat,94578,63.38,Distribution
46663832-0801-4f73-b0cd-00134ba785a7,Osaka Bonded Warehouse 1631,Osaka,Osaka,107616,77.11,Regional
2644668b-4f5e-4677-a6c9-fae11b927641,Amsterdam Regional Hub 1632,Amsterdam,Amsterdam,59071,80.41,Regional
babb94f1-cc6f-474d-a971-b45907295407,Sharjah Regional Hub 1633,Sharjah,Sharjah,47625,80.78,Distribution
c551e14d-c5fe-4c90-a083-51a0f57945f5,Manchester Regional Hub 1634,Manchester,Manchester,25587,49.58,Distribution
6629b048-eace-46c6-89db-ffa9a9f9e4bd,Houston Fulfilment Center 1635,Houston,Houston,72186,60.04,Regional
3f9659d4-b69c-419e-9246-06a6dd23e496,Shenzhen Distribution Center 1636,Shenzhen,Shenzhen,98381,91.58,Distribution
1d11c6b9-6775-4177-9d0b-1f548f88e061,Sharjah Fulfilment Center 1637,Sharjah,Sharjah,30149,66.22,Regional
f135813d-0ab7-47fa-aaae-13946cdef438,Busan Regional Hub 1638,Busan,Busan,39258,71.4,Distribution
937fb056-e4e4-4d3f-b409-a1033157295b,Singapore Regional Hub 1639,Singapore,Singapore,99715,71.31,Distribution
25f8b78d-2a10-49e4-886b-7083ee0d85eb,Dubai Fulfilment Center 1640,Dubai,Dubai,48194,85.77,Bonded
a88818a0-e21f-463e-bc4d-59ca233714a8,Mumbai Distribution Center 1641,Mumbai,Gujarat,81114,67.76,Bonded
69d37aec-c9e7-455b-bd42-1fb582b4a366,Amsterdam Bonded Warehouse 1642,Amsterdam,Amsterdam,75186,75.89,Distribution
a497419c-a9a7-4093-ab5d-ac1aaff14c51,Felixstowe Bonded Warehouse 1643,Felixstowe,Felixstowe,6700,66.48,Bonded
48ec72a3-c954-4822-abb9-e957339b824e,Manchester Bonded Warehouse 1644,Manchester,Manchester,88962,69.57,Distribution
1e3bad8a-1567-4c31-9376-e50c0917cc17,Shanghai Regional Hub 1645,Shanghai,Shanghai,105300,84.35,Distribution
b0b8bb01-f314-4c1e-904f-dfd7400ffaad,Singapore Bonded Warehouse 1646,Singapore,Singapore,39903,85.65,Distribution
b7d1a85b-b2e6-47cc-a90f-66ffc0c6864d,Los Angeles Bonded Warehouse 1647,Los Angeles,Los Angeles,75001,82.88,Regional
7b32c8ba-26e0-4422-9fb1-462e5fbb9192,Frankfurt Regional Hub 1648,Frankfurt,Frankfurt,99785,79.22,Distribution
f518a172-b6b5-498e-8da1-15f827db1140,Felixstowe Bonded Warehouse 1649,Felixstowe,Felixstowe,47329,80.37,Distribution
5d1bc3c2-ce31-4109-87e3-c649afad2b28,Los Angeles Bonded Warehouse 1650,Los Angeles,Los Angeles,72358,55.83,Distribution
86c4e463-fc83-4b71-b58a-116fa44ab5ce,Seoul Regional Hub 1651,Seoul,Seoul,56117,64.06,Distribution
7bed7172-926a-4320-85d7-0b83ee53941a,London Regional Hub 1652,London,London,94703,74.96,Distribution
653dcde5-2b64-4f47-bb5c-aa173d1740bb,Singapore Bonded Warehouse 1653,Singapore,Singapore,72709,68.29,Distribution
4437eed9-9a37-463b-86cc-3cdbb9367f25,Felixstowe Bonded Warehouse 1654,Felixstowe,Felixstowe,92086,74.44,Regional
fac04987-0f93-423f-a601-95eff9aca0bc,Singapore Distribution Center 1655,Singapore,Singapore,66324,59.19,Regional
cd8176fa-22df-4b20-ab75-745501b46a33,Amsterdam Fulfilment Center 1656,Amsterdam,Amsterdam,9162,74.23,Distribution
74e088e9-1987-4966-b699-9a6e5d30d312,Singapore Fulfilment Center 1657,Singapore,Singapore,78898,78.65,Bonded
72feb360-fce4-4175-bc99-ac70de8adee8,Manchester Bonded Warehouse 1658,Manchester,Manchester,51943,67.99,Distribution
31715d9b-0dae-4331-9a18-f819f1e29c0b,Shanghai Distribution Center 1659,Shanghai,Shanghai,24669,71.92,Distribution
a2e28136-3387-4de6-9461-fc385c7330d2,New York Fulfilment Center 1660,New York,New York,78662,87.68,Bonded
1505b4f7-eb56-48a1-9d02-acdfb068da2b,New York Bonded Warehouse 1661,New York,New York,13754,79.33,Regional
fc3c7a47-0ab1-43c6-b6b5-6e53e24c7037,Seoul Fulfilment Center 1662,Seoul,Seoul,21239,56.6,Bonded
9a0636a8-fb1e-4fbd-b329-0ab05838db9e,Tokyo Distribution Center 1663,Tokyo,Tokyo,53706,62.46,Regional
eae52741-4404-42dd-b924-aa9694f25f18,Felixstowe Fulfilment Center 1664,Felixstowe,Felixstowe,10137,61.76,Regional
2c97a91c-749e-402f-9514-b90fe8345094,Busan Bonded Warehouse 1665,Busan,Busan,72811,91.83,Distribution
7a26853a-3b0d-4658-87f2-542977df01b9,Singapore Fulfilment Center 1666,Singapore,Singapore,32635,70.47,Bonded
4be32418-3413-475b-afb1-d4ed912eb996,Rotterdam Regional Hub 1667,Rotterdam,Rotterdam,78151,55.87,Bonded
06319d7e-6839-406e-9bbe-c80316183aef,Ningbo Distribution Center 1668,Ningbo,Ningbo,87564,52.12,Distribution
3b12f508-eb6c-4606-802a-175e0ae354ae,Tokyo Fulfilment Center 1669,Tokyo,Tokyo,54321,86.8,Regional
0b1bccca-0e74-4398-92b1-b7f146d3113b,Guangzhou Distribution Center 1670,Guangzhou,Guangzhou,55272,81.94,Distribution
a42edc05-797c-441e-87e9-c2445b52f29f,Osaka Distribution Center 1671,Osaka,Osaka,16445,74.3,Distribution
2bbe9716-1552-4c69-9ec5-1d0118b2f856,Felixstowe Regional Hub 1672,Felixstowe,Felixstowe,59417,74.53,Distribution
ac94a7e9-e769-4f6f-875b-35b6512533da,Sharjah Fulfilment Center 1673,Sharjah,Sharjah,74393,63.15,Bonded
557098c3-cf02-4724-b342-5bcbbcfbd87a,Shanghai Distribution Center 1674,Shanghai,Shanghai,102934,69.19,Bonded
34b3de89-4b3e-4704-8426-729ee2669d5e,Guangzhou Bonded Warehouse 1675,Guangzhou,Guangzhou,116615,75.05,Distribution
8abfd819-49c9-417b-a59e-d7c72d8076bb,Singapore Bonded Warehouse 1676,Singapore,Singapore,19482,35.0,Regional
28c4ffce-bf82-4e3e-ac9a-f71521a70b3c,Singapore Distribution Center 1677,Singapore,Singapore,44542,73.42,Distribution
e4e137a0-adbb-4f5f-8b20-941c4d4b11f4,Manchester Fulfilment Center 1678,Manchester,Manchester,103304,62.13,Distribution
82ffbcd7-fccf-4746-a5da-b65d979981ec,Osaka Bonded Warehouse 1679,Osaka,Osaka,36652,60.96,Bonded
b6fc2829-8c94-4ceb-a4a9-97131fc9ec53,Shanghai Fulfilment Center 1680,Shanghai,Shanghai,73346,72.45,Regional
0a9f1262-81bb-412e-b8b3-74d944ad7fd1,Amsterdam Distribution Center 1681,Amsterdam,Amsterdam,24676,76.45,Distribution
f11e65a2-c518-4e9f-b04b-771a3549a4d6,Hyderabad Fulfilment Center 1682,Hyderabad,Tamil Nadu,34668,67.47,Distribution
f01ccae7-4d71-433d-a431-f3bbb14bf428,Los Angeles Distribution Center 1683,Los Angeles,Los Angeles,70394,46.89,Bonded
1fe337d5-19a2-483c-9a84-13795503b92f,Incheon Fulfilment Center 1684,Incheon,Incheon,35313,69.71,Regional
34793e59-7ec8-4ff8-bcf7-3eea500405d5,Mumbai Distribution Center 1685,Mumbai,Telangana,111126,70.6,Distribution
cf3ad1a5-0553-49f2-a5d6-7611f5e10e83,Yokohama Fulfilment Center 1686,Yokohama,Yokohama,114775,94.69,Bonded
c9c296f3-4aa9-4527-89ad-8f59a00866f3,Osaka Fulfilment Center 1687,Osaka,Osaka,52873,71.25,Bonded
90445ddc-02f6-463d-8bce-9c8b8d9f9e33,Singapore Regional Hub 1688,Singapore,Singapore,94119,75.35,Distribution
7cedb220-0b7d-40fe-a68d-b2c43c66494a,Tokyo Regional Hub 1689,Tokyo,Tokyo,109216,93.78,Bonded
e1fcfeea-7518-48d4-b9b9-c2be257f0e73,Abu Dhabi Regional Hub 1690,Abu Dhabi,Abu Dhabi,109514,85.3,Regional
29eefc53-d30e-4848-9281-3324e48be2a5,Kolkata Regional Hub 1691,Kolkata,Maharashtra,27977,66.17,Regional
41ec9c57-c9d1-4cd9-a2d6-627ac7065bfb,Rotterdam Regional Hub 1692,Rotterdam,Rotterdam,38131,69.72,Regional
ff3d0001-4e27-4dce-8c7c-58d43459249d,Yokohama Fulfilment Center 1693,Yokohama,Yokohama,78884,98.0,Regional
e31ca94b-4298-4af6-b240-0392fd5c16a3,Abu Dhabi Bonded Warehouse 1694,Abu Dhabi,Abu Dhabi,17546,74.85,Regional
4cb3862b-6b22-445b-892b-1886e7f4c786,Ahmedabad Fulfilment Center 1695,Ahmedabad,Delhi,96813,41.34,Distribution
8c81e989-3a63-40e0-ab21-335636eca615,Houston Regional Hub 1696,Houston,Houston,108889,37.18,Distribution
102b9221-eaab-49c2-a752-2ec78697125a,Frankfurt Bonded Warehouse 1697,Frankfurt,Frankfurt,83781,98.0,Regional
7a27a084-03e4-45fe-8a41-bd15ec27802c,Felixstowe Fulfilment Center 1698,Felixstowe,Felixstowe,61284,96.54,Regional
418e6a4d-3935-42b1-93e7-9c6b7ead0b5c,Felixstowe Fulfilment Center 1699,Felixstowe,Felixstowe,67970,83.84,Distribution
0f1d85f1-7152-47df-bca1-f28a16cc9b8f,Singapore Regional Hub 1700,Singapore,Singapore,5908,60.2,Distribution
765f350a-1f5f-415f-8a71-7798012430b9,Osaka Regional Hub 1701,Osaka,Osaka,63841,71.22,Distribution
99ac4fdf-9ec1-4b9b-bdb8-4c892c14f254,Houston Regional Hub 1702,Houston,Houston,27053,90.14,Distribution
f66a74aa-1976-4e20-bec1-fb21baba8569,Felixstowe Distribution Center 1703,Felixstowe,Felixstowe,107346,87.25,Regional
835e1752-ae6d-4034-96a1-4680c7b9afca,Dubai Regional Hub 1704,Dubai,Dubai,56357,58.22,Distribution
bbf81558-5efa-4a6b-baec-532b5ba2db64,Abu Dhabi Distribution Center 1705,Abu Dhabi,Abu Dhabi,60248,67.27,Regional
4e230e28-d67a-4f24-acf6-6ddfabfac056,Amsterdam Regional Hub 1706,Amsterdam,Amsterdam,82117,85.97,Distribution
33fa5991-abe4-40a7-b709-0f312f52d564,Rotterdam Bonded Warehouse 1707,Rotterdam,Rotterdam,116289,77.61,Distribution
00f05034-f715-436d-a190-593f9180bc91,Bremen Fulfilment Center 1708,Bremen,Bremen,11654,82.14,Regional
202f1358-b550-4f65-b178-08517ad50911,Houston Distribution Center 1709,Houston,Houston,95263,66.64,Regional
1c08ed57-4438-43b8-928e-471c272296bf,Manchester Bonded Warehouse 1710,Manchester,Manchester,96976,53.56,Distribution
74a22027-5598-4648-8a80-74d82f1d4def,Chennai Bonded Warehouse 1711,Chennai,Maharashtra,15822,64.36,Distribution
26759e1c-a121-49bf-90a1-7cb16082ce7c,Houston Bonded Warehouse 1712,Houston,Houston,64967,82.56,Regional
85eb4016-aa61-4c96-bb80-6405b6bd2b31,Manchester Regional Hub 1713,Manchester,Manchester,27661,56.58,Distribution
fbb4da86-3fe5-44a9-be79-d7c020780e05,Tokyo Fulfilment Center 1714,Tokyo,Tokyo,61355,93.69,Bonded
7ae5a2a7-4000-4121-858b-352de5fc9cbc,Singapore Bonded Warehouse 1715,Singapore,Singapore,69440,65.72,Distribution
64f6647f-e151-443f-8c39-e4a38c5a3868,London Fulfilment Center 1716,London,London,82403,72.43,Regional
1113bd4c-7ba2-4bc1-8a04-2550956d3458,Dubai Fulfilment Center 1717,Dubai,Dubai,85051,57.8,Bonded
fdbc8b81-2613-470d-b475-a50222e19b50,Ahmedabad Bonded Warehouse 1718,Ahmedabad,Karnataka,104393,81.3,Distribution
3b4e35c9-78b7-4c55-a3cc-11bc450f3fc6,Ningbo Bonded Warehouse 1719,Ningbo,Ningbo,42459,71.37,Regional
62586b06-45c1-4400-ae97-884b564a97f4,Osaka Regional Hub 1720,Osaka,Osaka,25111,79.96,Distribution
6170c02d-507e-4de3-ba6e-062808697ef5,Seoul Bonded Warehouse 1721,Seoul,Seoul,15896,64.76,Distribution
23666c0b-a8bf-44d8-908a-42d140726837,Chennai Fulfilment Center 1722,Chennai,West Bengal,10808,67.25,Distribution
9ed7aca0-1788-4fb6-9a92-080c076f9816,Busan Distribution Center 1723,Busan,Busan,90633,53.19,Regional
24fe2ddf-a582-45cb-ba59-6a69f2b88498,Guangzhou Regional Hub 1724,Guangzhou,Guangzhou,21247,81.51,Distribution
39475ff5-a616-4a7d-a2f5-ef4ec7ebe0e2,Rotterdam Fulfilment Center 1725,Rotterdam,Rotterdam,38793,75.18,Regional
3f0b2f9b-e970-4504-9cd5-3244d4f4ee93,Singapore Bonded Warehouse 1726,Singapore,Singapore,106120,93.55,Distribution
410a3872-34dd-4ad3-a3ee-82d63038e482,Los Angeles Distribution Center 1727,Los Angeles,Los Angeles,72991,85.28,Distribution
