customs_id,customs_required,documentation_complete,inspection_required,cargo_type,destination_country
f92bd686-b744-474c-a60b-d12ea6cb2a16,True,True,False,Textile,China
a3302704-28c2-4189-ac4b-4a046dc476a5,False,True,False,Hazardous,Japan
afb68427-dd86-479d-91da-e151decee1d3,True,True,True,General,China
93b2bd2e-d9ca-47d9-8aab-f9c58733846d,True,True,False,General,Japan
8f493aec-4228-4ae8-bf48-779e0eee71b2,True,True,False,Perishable,Germany
163e379c-0c6c-4f8f-8c76-962b8c27435c,True,True,False,Hazardous,Japan
57bcd6ee-6329-4c50-bc29-e0e5f63f34fe,True,True,False,Textile,UAE
f352011b-0133-4c4c-b09f-dd961ba87eef,True,True,True,Electronics,Netherlands
8b9dc21c-f141-47af-959f-a88dca036684,True,True,False,Electronics,Germany
dc295794-0b6e-416c-a48f-183640de39be,True,False,True,Perishable,South Korea
c317f4ee-fb80-48e3-9bd6-f317d3a49a4e,True,True,False,Electronics,Netherlands
51da774e-80ba-479e-a3c1-f896c55f8694,True,True,True,Chemical,UAE
53456cfa-a00b-4823-a3c3-07ee9d6eb1c5,True,True,False,Chemical,United Kingdom
b33ac1a8-0c6f-4227-8abe-2eeb1d82e949,False,True,False,Chemical,Netherlands
e4f570d5-9449-42a1-b5d2-f1f1e2b48aa2,True,False,False,General,United States
19f91880-95d9-4582-ac7a-fab879a8208d,True,True,False,Pharma,United Kingdom
8d36a874-5d78-40c8-bf32-3ca16d88e5b5,True,True,False,Pharma,South Korea
b64d1b4c-5640-4e48-b573-8fcafc602799,False,True,False,Chemical,South Korea
110d59df-7265-4163-a6f9-2a258896d240,True,True,False,Hazardous,India
945c1486-7db4-42f8-8f7d-a514fe094ec7,True,True,False,Machinery,Singapore
78d64d15-dbd8-4d0c-9a78-a28ffe4f1b1e,False,True,False,Chemical,Germany
250c4881-c87b-447c-8df1-e365c0f868ba,True,True,False,Textile,South Korea
6971d60a-3c07-486e-9dba-83f366499c71,True,True,False,Pharma,China
e1507115-ec7a-44b9-b593-e196840ba188,True,True,False,Perishable,United States
6d3aa96e-b8a2-42d1-b399-153b79987a9c,True,True,False,Perishable,Germany
3b017ce8-b8d0-4cec-b00a-19db42a39fd4,True,True,False,Hazardous,Singapore
db012378-990f-4934-85be-3dc866c2a315,True,True,False,Machinery,Singapore
ae5b0d50-5103-4977-99fa-44829e9fac2c,False,True,False,Perishable,United Kingdom
794fcb02-cddd-4f65-9a66-ef9d863ca024,True,True,False,Chemical,India
d23cd55d-1f32-40dc-931e-c66aa87d11f3,False,True,False,Hazardous,Germany
f707c8a3-fa16-45e1-b712-96db15a5c95e,False,True,False,Machinery,Netherlands
6c2bb5ca-3327-494c-a580-ddbd3e982826,False,True,False,Textile,United Kingdom
894f856d-0619-41f6-8f5f-ccbd38ea0fa6,True,True,False,General,South Korea
9020cdb1-4fcc-48c9-a1f1-63234ecaded6,True,True,True,Hazardous,UAE
a54ee626-ffb2-4a2d-b5d6-7701983a62fd,True,True,False,Electronics,United Kingdom
8fe44a39-88bd-4bc5-84a7-544fd8c725f9,True,True,False,Pharma,United States
e32583c6-c1eb-413f-b1ec-3109a79a7561,True,False,True,Perishable,UAE
fb4690e6-ea73-4b54-a04b-b9c1fe758e51,True,True,True,General,China
03dd58ac-71d6-41cf-b0e1-ce19b9bfa226,True,False,True,General,Japan
c5526c97-e047-4110-a963-2d68d3216622,True,True,True,Machinery,Japan
f2e16f23-7628-4848-93d0-8495fa9ca80f,True,True,False,Perishable,South Korea
467b2bc7-0752-4f7a-a278-458650a75023,True,True,False,General,China
9dae2490-534d-4796-b06f-d072eff7948b,True,False,False,Pharma,China
5c2ea1fb-569d-48b3-8e79-5061d4fb5d98,True,True,False,Textile,Netherlands
1ce8930d-d54c-4684-9a6e-3d97bed9de5e,False,True,False,Pharma,China
acc5246a-fd37-489f-b21b-7176f83a12c2,True,True,False,Hazardous,Netherlands
87aa12f7-9639-486b-9bed-c0f1f9cce69f,False,True,False,General,United States
b12706c3-4a24-4749-bc74-12b4105bd761,True,True,False,Pharma,China
3677f7e7-3af5-45b1-93f5-65c329d387dc,True,True,False,Textile,Singapore
59c11be0-fbf4-4ec0-b59f-0478f3e1755f,True,True,False,Textile,United States
0f4b3114-0410-49ab-ae21-683dbee784ee,True,True,True,Machinery,India
a5ccd6d0-3a57-452e-a3d5-3a2c66656ead,True,True,False,Hazardous,China
251d3b2a-1de5-4557-8304-86fa07142519,False,True,False,Electronics,United States
bea84c93-6fa7-43a4-8177-952c7cbf7566,False,True,False,Textile,South Korea
257612bd-fffd-4762-9477-a2dc25a83147,True,True,False,Pharma,Singapore
d5fea7d3-43a3-40a6-b3d2-ff7a4382f1e3,True,True,False,Perishable,China
2aeddeb6-859c-45da-96df-69713fd03e8a,False,True,False,Chemical,India
bd1810bd-a537-4054-9f13-d883cfb65ed6,True,True,False,Machinery,United Kingdom
1c441c2b-7e5f-4b03-b3b6-8e4019293f68,True,True,False,General,Netherlands
3fdcb176-1345-40f1-8859-9ce4641a3dd1,True,False,False,Machinery,Japan
a40ff94c-48f0-469d-81cc-454dee9c4d0d,False,True,False,Textile,Japan
0892526f-effe-44a7-a729-f63dd175e327,False,True,False,Pharma,United States
5873c024-b09b-409f-88bf-079dce478c89,True,True,False,Machinery,South Korea
8ad71f7f-b826-4411-8b45-3fdea740a2a3,True,True,False,Perishable,United States
060b101a-5ce2-4a0a-837e-4cdbef26d3f3,True,True,False,Hazardous,China
b7a2eb15-1900-4945-8379-05a2378f464a,False,True,False,Machinery,South Korea
ff2f7cfa-2498-4992-b61a-e8e2e22fb6e1,True,True,False,Chemical,United States
dd8e8781-e9bf-405e-935b-c72f50d614a0,False,True,False,Perishable,Germany
d37d318a-3f72-4863-9fe4-327f18f665a2,False,True,False,General,Netherlands
543263cb-b067-48b9-814c-bad14293c663,False,True,False,General,India
656963ac-0485-4a71-b453-ea9befb0a7c3,False,True,False,Chemical,Japan
b563a58c-3883-4a5f-83b3-0b507011e156,True,True,True,General,Japan
0bf9dfde-4ab1-4e58-8a78-e96c9e63d602,True,True,False,Electronics,Netherlands
882ceec3-4a08-46c7-aff5-9f5949d45694,True,True,False,Pharma,United States
6e004c79-eab0-432e-b7f6-af7b7acd159a,False,True,False,Textile,Germany
1c8466d5-3f07-4782-9582-41cc5c64b3db,True,True,False,Perishable,UAE
8cd76965-8b8f-488d-a3f6-7ce24e16aab9,False,True,False,Chemical,India
198964cd-8655-4c4e-93f0-386fcb8e3448,True,True,False,General,Germany
4d534bd2-f1c9-483a-a611-36a6ccb8aea5,True,True,False,Machinery,UAE
770e9048-c455-4ad7-ae50-130cd010dbea,False,True,False,Hazardous,Japan
f0fec74f-ca88-4e0b-bffe-dcff2296ae1b,False,True,False,Machinery,India
0de2577e-c3fb-4276-b30a-e0ac7e9e732f,False,True,False,Machinery,India
9ffa486c-557e-4d31-8cbe-4b954842e384,False,True,False,Textile,Japan
903f4621-c8c3-4c4a-b909-8f2c7259a1cd,True,True,False,Textile,UAE
9fedfaa3-101b-44d3-a978-880571872e56,True,True,False,Electronics,Netherlands
75067462-173b-4973-833d-7742501c3a14,True,True,False,Perishable,India
0d21a173-a76e-4746-be00-bfe7898c2cce,True,True,False,Perishable,South Korea
8ea70558-7c6a-45fe-97b9-4c59392f8453,True,True,False,Hazardous,UAE
9a824399-32bc-473e-a1a4-4a10beadace9,True,True,False,Pharma,Singapore
7d2e4fa7-b47b-40ee-9750-1d5815ea9e69,False,True,False,Textile,United Kingdom
1d4c5b14-84bb-42c6-8b83-7fc7b29e7f85,True,True,True,Chemical,South Korea
b643abb8-7bf2-4807-bcd0-3413309554b4,False,True,False,Perishable,Germany
65e31625-141f-4eda-822f-e4efeb04b15c,True,True,False,Hazardous,UAE
acd18eb0-d98f-4649-bee9-dd22ebd373ca,False,True,False,Electronics,UAE
dee936cb-0ccd-4e4e-a570-325018f46c6c,False,True,False,Pharma,UAE
2ff1299b-111e-4b80-85f3-e0ff97e89bab,True,True,False,Textile,UAE
c9e7bbf9-831c-489c-83cf-c391ff794387,True,True,False,Chemical,Singapore
93baaf00-ab4c-4cea-9559-dae858a1d80c,True,False,False,Perishable,South Korea
e2aac385-155d-4667-9f2a-6e933a4cb5f0,True,True,False,Hazardous,China
1d751ce4-0808-4801-b6a3-fc6b882512b5,False,True,False,Machinery,Germany
8d7d9e5c-f5d9-4c78-b0ba-21d86fa12055,False,True,False,Textile,Japan
2543b60e-1c14-4d0e-b530-b4fe091b04bf,True,True,False,Textile,Singapore
241a35e1-0169-4ed7-9c96-8ebbe0645c6a,False,True,False,Machinery,Singapore
7ac53564-bc59-4b9b-938d-5bd433294047,True,True,False,Textile,China
70371afe-3ab9-49b6-a4a0-28827c98a6bb,True,True,True,Perishable,United Kingdom
45c6b3d7-5534-4a01-b916-588cb8ddb7f8,True,True,False,Pharma,Netherlands
31db06be-e20b-46a2-b284-3de75a56d330,True,True,False,General,South Korea
0fb597cf-2bd3-4b37-84c9-857558fffc3d,True,True,False,Electronics,Singapore
34df8833-ae31-40c0-97ae-07f41c88bc9e,True,False,False,Pharma,UAE
89d68039-1947-489a-a8de-a5baee6f9135,True,True,False,Pharma,United States
919d1d98-f3dd-47b9-a283-d6c00c2bf321,True,True,True,Perishable,United Kingdom
fad95824-b640-4b4c-9a1b-8bca7c67b100,False,True,False,Machinery,South Korea
b7981172-bb4b-4079-8855-57ab26cbfbf7,True,True,False,Perishable,Germany
c13deaff-75b2-4aa3-be15-18b53cb7a5b7,False,True,False,Pharma,Japan
51269185-5860-4b8b-b008-56b686350478,True,True,False,Hazardous,India
f0b6dd22-ccc6-4099-add1-6d31ead800bf,False,True,False,Perishable,United Kingdom
39ec45a6-d489-4f4b-ada6-985aaf0f14b2,True,True,False,Perishable,UAE
04917736-4498-4111-abc0-5442c4dffa1a,True,True,False,Chemical,United Kingdom
af00a740-48a5-4495-bf27-25419d6e77d1,True,True,False,General,China
40efe335-b3c5-41a0-a24d-83e7f0e99ec6,True,True,False,Textile,South Korea
25b378b4-7691-4fd3-923c-5874d69dd74e,True,True,True,Electronics,Netherlands
bbc2ebfc-6d29-4950-b6b4-d719673b06b3,True,True,False,Pharma,Netherlands
139ffd93-1858-4166-b79e-d29c4c8c79aa,True,False,True,Electronics,China
e0a21683-0f46-47a3-839b-d765732fd113,False,True,False,Chemical,Germany
8c3641ac-0980-435c-8205-38b7f5fe6ee9,False,True,False,Pharma,UAE
83347fcd-40c4-4e86-a282-abb3bebfd3d8,True,False,False,Machinery,Singapore
5923282a-c4b0-431a-91cb-a9e8a2ede525,True,True,False,Hazardous,Netherlands
da97e5af-a1cb-4fac-a62f-3472c9b21f07,False,True,False,Electronics,UAE
3efced96-ed22-42fa-befb-d37eb49b30c6,True,True,False,Pharma,UAE
fba9da95-bcf2-4bd1-a992-7981b5031d84,False,True,False,Hazardous,Netherlands
8341848d-8361-4a5c-a9bd-60e5b7fcc64c,True,False,False,Perishable,India
b5dc90f0-d0b0-458b-aa79-da7fc3680bde,True,True,False,Textile,China
ff3face9-9a7d-4295-8d72-989c55b15d0a,True,True,False,General,United States
eae81a84-c4e6-441f-ab7a-345fab0c8154,True,True,False,Pharma,South Korea
cf30bdef-d996-490c-9b70-f967e9f5fa9b,True,True,False,Perishable,India
d2d3fd25-6257-4bc2-8612-d4340a254cd2,True,True,False,Hazardous,Singapore
e4856590-c361-45cb-9a80-a1d5a34154af,True,True,False,Electronics,United Kingdom
b288ba72-4975-4508-aea8-d3d1c8563103,True,False,False,Machinery,South Korea
6207d1ef-dca8-454b-9ac2-bfea84c89eff,False,True,False,Electronics,India
748bd0b0-2068-44e8-8c0b-5c6077bff643,True,True,False,Pharma,China
11e6fa88-d835-4f8f-90e7-77b960d2b2ec,True,True,False,Textile,United Kingdom
bf3856b7-24f4-4a66-89f0-ef73bada182f,False,True,False,Machinery,Japan
4149a26d-f799-4f67-8629-3f34c6d04cd4,False,True,False,Chemical,Japan
7d83628a-221c-4458-83e9-ad68a5d9e44c,True,False,False,Electronics,Japan
df8920bb-d20a-4b58-b211-dce5e8187111,False,True,False,Pharma,Germany
57d5275a-e60c-4bb3-bbdf-91d3bed392dc,True,True,True,Machinery,Singapore
c70f8e1b-41a3-4031-a10f-f1b631081470,True,True,False,Chemical,South Korea
ac482a37-f208-428f-b63b-67e8df7951d7,False,True,False,Hazardous,Singapore
e944e79d-bc56-4d59-a13d-a88cba71c854,True,False,False,General,Germany
2aca9d2f-5db7-418c-81a6-52eeb7a63565,True,True,False,Perishable,South Korea
715a01c5-199c-48f3-a093-f57b0a03a71b,False,True,False,Textile,China
fbfbd58f-0a4b-4508-9ada-092f623f0328,True,True,True,Hazardous,China
3bba6aec-ff31-49d3-b742-a5c3c6d9cc21,True,False,False,Perishable,South Korea
5617a38a-0449-4411-a86a-546ad17885b0,True,True,True,Chemical,UAE
922325c8-ef0f-45a4-83da-07700f780128,True,True,False,Chemical,India
71a592bf-d777-4fec-921b-5df02b32b952,True,True,False,Perishable,Japan
74ad4e97-b5cf-435b-87be-bf8edba61e77,True,True,False,General,South Korea
909f6c2d-89a8-4c88-a6a7-5f6b77d4471a,True,False,False,Chemical,Germany
a55bbfa2-f898-44ef-8253-e6c442c80b30,False,True,False,Perishable,China
d042bdfe-d64d-4bbd-8621-7dcf4373116a,True,True,False,Perishable,India
45e4f4c5-7181-4c74-b687-e10424f2e00d,False,True,False,Machinery,Netherlands
b814eaea-8b99-44f2-9c70-3048b8f8e9bc,True,True,False,General,China
b1b9b8c4-7685-46a5-ae1a-25fe33989d6f,True,True,False,Perishable,India
515c95b8-27bc-43f6-9211-e3f5554d439e,True,True,False,Hazardous,United Kingdom
2c16f5d2-e930-448e-bba6-2b026b5770e5,True,True,False,Textile,Netherlands
880687ac-4e09-41aa-9f38-64d93f46ff51,True,True,False,General,Singapore
6288000a-fbd6-4308-8768-a50f59e780f9,True,True,False,Pharma,Singapore
87fc32d1-7f21-4c22-8ccb-f53665209344,True,False,False,Machinery,Germany
d2e6bc2a-6927-48e8-a54b-fa5a2f6ade91,False,True,False,Pharma,Netherlands
f247dc45-0a43-45b6-8203-ca352838c521,True,True,True,Hazardous,United States
158679a3-d6d0-4077-a49b-c6ac6b505066,False,True,False,General,Germany
fa6d93f6-ce0d-4ba5-a1a8-ea58e861d000,True,False,False,Textile,Singapore
f92c1387-ef53-4d9a-8848-b4ec84801678,True,True,False,Hazardous,United Kingdom
d607b2a8-0c3d-4199-a232-395b2086b0bd,True,True,False,Perishable,United Kingdom
e2bddbbb-329e-46ef-89e0-84c5916fd491,False,True,False,Electronics,United States
98487a83-cd4d-4559-9fcc-a0cb3f035def,False,True,False,Textile,Singapore
36d4b435-d878-491a-8366-e72dd7595efe,True,True,False,Textile,United States
053ad017-a49c-4cc0-9c10-53ff44013f3a,False,True,False,Perishable,Germany
1d350306-8f02-4a57-af3f-8e0b339d4dba,True,True,False,Hazardous,India
15372ee0-8b0f-4527-af75-5da2d2eeb6e3,False,True,False,Pharma,Japan
38d8d4ab-4608-4d6b-a02a-ef441882030d,False,True,False,Machinery,UAE
d6e8d7c8-a1ff-493c-b3eb-c28e1210fd8b,False,True,False,Pharma,South Korea
bdfc4f11-5c4e-40ef-8a6d-6388a22a374a,False,True,False,Hazardous,United Kingdom
7d1b67ef-4113-4f46-b004-1ead24f6d8d6,True,True,False,Textile,United Kingdom
e7d22660-4194-4464-91fc-32fc65ad0b75,True,False,True,Hazardous,India
03ab70f1-ecd8-4989-b2e5-bc6e0920fe51,True,True,False,Electronics,United Kingdom
67e3068d-dc4e-45e6-a59b-65cd2fe40d68,False,True,False,Textile,South Korea
aac9ac56-1bd6-4905-b168-add48128cf10,True,True,False,General,South Korea
c12b35bb-2ec0-428c-a00f-2cab12059a69,True,True,False,Hazardous,Japan
531f48d5-bf2f-4685-b125-10bbc58ca7c5,True,True,False,General,South Korea
e06624a8-3e06-4825-b146-9a1ab81b8859,False,True,False,Hazardous,Japan
6cdd92d9-966b-4ca1-a087-910cf44ed19a,True,True,False,Hazardous,India
3a9cd5c8-29b4-4ebf-b029-fd5a876c3ed9,False,True,False,General,Singapore
e4d4f1e9-1e5b-47b0-b6f8-00b7ab2e1605,False,True,False,Perishable,Netherlands
062bc04d-5b15-41bd-a968-e6d1e56961c4,True,True,True,Chemical,China
02dc9f56-f838-4165-a3c2-b308e182f560,False,True,False,Chemical,United States
cdc38544-abef-48e4-a918-83ad98fc1861,False,True,False,Machinery,Singapore
583f62c3-b3a2-4b7a-8fcb-c0c810367c6f,True,True,False,Electronics,India
af48cb7b-9cb1-49e9-aa49-08ea1de2c15e,True,True,False,Hazardous,Germany
c2f78891-2532-47d9-b7f4-79e8aa7ee972,True,False,True,Pharma,United States
31c1667f-de2e-4b59-a555-252ebcf2b0a9,True,True,True,Pharma,United States
3c209632-3b7d-4a2e-9fb7-642d8b587a48,True,True,False,Hazardous,Germany
eb61caac-c2e0-42e2-81ed-3d351c35cd0e,False,True,False,Electronics,Japan
b4bcc33e-177b-4526-b60d-eca3f47327f0,True,True,False,Chemical,Japan
930edc46-7718-472e-aa1a-cb5c88e986a3,False,True,False,General,UAE
d843f9af-a602-437e-8c80-b108988d51ff,False,True,False,Machinery,Germany
e9cc95dc-29d0-4220-8f6e-d49ee8f070ff,True,True,True,Hazardous,India
dbf623aa-26f9-40dc-8ce1-1dc719c97400,False,True,False,General,United Kingdom
59d879b8-3ec7-41a6-a3ed-ebbdba1503a3,True,True,False,Textile,India
7a0a12d6-332f-4b5a-8de4-75d73784cdee,True,True,True,General,India
138b3497-b5d6-4713-a2fe-1350098e5f76,True,True,False,Textile,Singapore
2dc6ce7c-437a-4b87-ab0a-327a25229dab,True,True,False,Perishable,China
8bc9c9f0-00a5-4577-8cfe-59c2dc12deab,True,True,False,General,Japan
7539f413-47a6-45d5-b200-58f05dac078c,True,True,False,Hazardous,South Korea
ba4c50a9-4816-4db3-a683-f0af9619e76d,True,True,False,General,Germany
5a36f52e-dd79-4c9c-94ac-62e1a8f4401f,True,True,False,Hazardous,South Korea
9d429af3-fce6-48e1-a2ed-ea925f14f43b,True,True,True,Textile,UAE
2202efae-f457-4be7-a680-a849b82ff9d4,True,True,False,Electronics,Singapore
a126b254-4bb5-406b-bfae-1557e113546f,True,True,False,Perishable,Germany
622abcc1-4447-47eb-afd8-69fe25eb49f3,False,True,False,Hazardous,United Kingdom
ce5028c7-2ee8-4d43-a6ec-cbd4720cbbe6,True,True,False,General,Japan
d549fd62-7884-4324-b352-ac0e054b613d,True,True,False,General,Netherlands
54e75a88-1036-4dcc-8afb-aa89edadc6b4,True,True,False,Electronics,Japan
e5f32b52-ccee-4822-a53d-9c427e17a7b3,True,True,False,Electronics,China
4bd817e3-3a45-480e-8614-0294c79e919c,True,True,False,Electronics,UAE
38d5e430-c187-4d6b-8768-024a8b2a8560,False,True,False,Hazardous,UAE
81a956ab-e292-44e4-8bba-6ad18ed4a12f,False,True,False,Hazardous,China
2e0cc3ed-a189-4482-b5a0-7ff6b8976dd5,False,True,False,Machinery,China
9acd4b42-287d-41bc-9f17-a54b21e57a93,False,True,False,Chemical,Netherlands
4e9768df-4987-4910-b038-53666c2e1d38,True,True,False,Machinery,India
f25bbb80-3beb-4629-b841-bfd8184c5281,True,True,True,Machinery,Netherlands
6b41e31b-d2db-4e43-ac34-08603b9e4d8b,True,True,False,Hazardous,South Korea
1fc1199c-5b6a-432c-90d0-3664b728f231,False,True,False,General,Singapore
442ae72f-176b-4775-91ea-60d08dc0bdef,False,True,False,Machinery,UAE
12744042-101a-4a02-a6b1-e85390cabc7c,True,True,False,Perishable,UAE
b63a8832-3e7e-4af3-b4fb-bdaf385d1d0d,False,True,False,Perishable,Netherlands
dacc1425-78c4-4b71-835b-d27ca386389d,True,True,True,Chemical,South Korea
7a81ec15-ecca-4e0f-8acd-e9840cf7c11a,True,False,False,Electronics,United States
ecad926f-83cc-41e8-83d9-34174761d16f,True,False,True,Pharma,Japan
e591b3f6-6332-417d-86c1-3754aafc7834,False,True,False,General,UAE
ba0b2060-4684-4ecd-a056-ea10e3db3f31,True,True,False,Textile,Germany
3f173a42-3600-4071-812f-037344a64637,True,True,False,General,Japan
f53567b4-0925-4783-91ed-ec6e2a0ea72c,False,True,False,Pharma,United States
274e30f3-52ab-4fe2-b019-3da6c7a19e6a,True,False,False,Pharma,United States
dd617c5e-6f89-4e45-b3e1-10ab367ac280,True,False,True,Textile,Japan
aa54578c-c8ca-4c41-9dd5-eaf186c3c40e,False,True,False,Hazardous,United States
2741ba3e-a75b-42ff-adde-85ed5459bb41,True,True,False,Pharma,Japan
8ab630e5-99df-472e-ad42-38d41a6248bc,False,True,False,Electronics,Germany
46786f8f-8ca6-4865-a2a8-c8059051d453,True,False,True,General,South Korea
26304b82-fd19-485c-9588-3bb464893da2,True,True,True,Textile,Germany
9ff03d2b-341c-4bae-87b3-2d09fa74e733,False,True,False,Electronics,Germany
768d1d24-e537-459d-8673-fa19429d323e,True,True,True,Electronics,United States
26c437ce-d0b1-4bfc-b1ab-698128ca975c,True,False,False,Electronics,UAE
36c1430e-0bb2-4df6-90bc-66f80ebf7919,True,False,False,Hazardous,Japan
2c06ea8c-bc71-47bd-aa97-d114431151fd,True,False,False,Hazardous,India
1b2bb894-6f2a-41bf-a600-5cd7d364174f,True,True,False,Electronics,Netherlands
a9e8bfff-9cb3-4554-be9a-8ba6817fb3b7,True,True,True,Pharma,Netherlands
ebf1a553-70f8-465d-9552-2aea64bdad0c,True,True,False,Electronics,Japan
e86eafad-bc8a-4aaf-8683-b43a9ab0190f,True,True,False,Machinery,Netherlands
debd01df-5088-404a-af23-5135c0508532,True,True,False,General,South Korea
1d2c15b1-c40a-41b5-96c8-f9f6a7e6f581,True,False,True,Perishable,Japan
6d6c8c4d-7204-4d88-931d-f3fd0d1f1d9f,True,True,False,General,Japan
5abbf07d-49ac-408e-85a2-333eb3a02709,True,False,True,Pharma,Germany
793f5420-0a74-41c3-b675-06e1450e08ef,True,False,False,Perishable,Germany
e6644aea-ed87-4493-909c-85f12a5f8bf5,True,True,False,Perishable,Japan
8804407f-99f2-4374-a5d8-9160be8de1d6,False,True,False,Pharma,Singapore
ba47e968-9d2a-4e8e-a548-e589e8a1d36d,True,True,True,Electronics,South Korea
195b74fa-2a07-4de7-810e-b9c1d96efc7c,False,True,False,Textile,UAE
891f95ad-853b-41b0-b9a0-5b6c7783c339,True,True,False,Chemical,Singapore
fbe3b85c-9911-4660-8c44-9088759097a8,True,True,False,Hazardous,United States
87c0631c-cfcb-4271-af19-3c5629f69b01,True,True,False,General,India
2ca3f071-5397-475d-b18e-5ec90e66cfef,True,False,False,Perishable,Germany
0db2b1ec-206f-4888-9aa2-105b83e9894e,False,True,False,Perishable,United Kingdom
a15de538-f041-4779-a8fa-2e38d938b90f,True,False,False,Textile,Singapore
51971808-81fa-48ea-a511-fe9729652f98,False,True,False,Textile,United States
35fe80fa-762e-487f-85f4-8171bb97071f,True,True,False,Textile,South Korea
3565aa38-27c5-4cf7-8f99-eca64b6f91b6,True,True,False,General,United States
7790db8d-fe19-4394-b93b-186e558ac33d,True,True,False,Machinery,United Kingdom
a6c9253c-6168-4295-8cbc-f7e1658780ab,True,True,False,Hazardous,Netherlands
05310a30-53df-4fcc-a068-c2313bea4b3f,True,True,False,Hazardous,South Korea
e121b043-993a-4ed1-9fff-3f4b9fc85116,True,True,False,Perishable,Singapore
b1416b5b-35ae-4d9e-aa70-f99a6380a2b4,True,True,False,Electronics,Netherlands
e02c68d0-832b-466f-a268-1bdaa53ab009,True,False,False,Perishable,United States
faf8f889-045f-4f87-9dff-78327c8ce166,True,True,True,Hazardous,Netherlands
f68ea15e-dcd1-41c7-8708-4e1aea375605,False,True,False,Pharma,United States
87e4fddd-79af-4fef-a234-1cec224242f3,True,True,True,Chemical,Germany
0ca33332-b150-491b-be00-e04a49f68573,True,True,False,Pharma,China
00588c59-e912-4dc5-b3ec-fafe0ac28d84,True,False,False,Electronics,Japan
71df4252-bd11-4816-9e01-6d0afbf1a87f,True,True,False,Hazardous,China
b46f0d5d-99ae-42af-b1c8-388afad5cfe8,True,False,False,Electronics,Netherlands
2de6e4b5-82db-4f9e-bfb1-56fdaf99ebef,True,True,False,Electronics,UAE
59870e94-6cde-42ad-a9d1-5b69257802f8,False,True,False,Textile,Netherlands
2aefbcbd-5663-4b94-88d8-caa6a8309118,True,True,False,Hazardous,Singapore
b0bb68a5-abc1-4b61-8c46-05f66d61ce33,False,True,False,General,Germany
551dbd3c-0b74-451b-8c97-4263b03a0bf4,True,True,False,Perishable,UAE
0506210c-9c76-4a27-b22e-57f6de81e032,False,True,False,Textile,Singapore
851de955-c32d-4fc5-86fa-a6e8f0d09214,True,True,False,Electronics,UAE
5cd1aec3-0b38-44c5-ab1c-c9c043fcd924,False,True,False,Pharma,India
b8de3a6d-d9aa-4d78-869f-4797a8500186,True,True,True,Chemical,Japan
c0ec063c-c009-4430-8676-006224bf031e,True,False,True,Chemical,China
c9035fc1-c2ef-42c0-9fac-1d3707a6127d,True,True,False,Machinery,South Korea
4704d64d-824c-4bb3-8e66-0c8cded9d18b,True,True,False,Textile,UAE
e3eeb4b3-7a2d-4332-b6f7-8bb99fd2626e,False,True,False,Textile,Singapore
d7a6b8bf-3fe2-4c7a-95ae-e650effe2708,True,True,False,Electronics,India
c193d24a-8b52-4009-b417-95500e94dfd2,True,True,False,Textile,South Korea
eeb20893-51af-48c3-9b91-7c5f9dbe98a0,False,True,False,Chemical,Singapore
1eb4a260-33da-4ab7-a3da-780edc2350e6,True,True,False,Pharma,China
946ac8bb-2275-454a-86ae-8a5f8f513729,False,True,False,Pharma,South Korea
6112b8f9-c00a-496b-92a4-b5d172439a48,False,True,False,Hazardous,United Kingdom
8e082471-14a7-491e-a6ae-0574ceff192d,True,True,True,Textile,China
8e100bd0-6102-433c-9947-201be5bffa12,True,True,False,Electronics,Germany
db69c8f2-0670-4737-bfa6-62274d1f0cf2,True,True,True,Electronics,Netherlands
83e5f376-698b-4585-8c7b-7a0d3b08ce90,True,True,False,Perishable,UAE
43eb5607-c666-49d2-8435-0d75cea967f4,True,True,False,Electronics,India
d9e3ac6b-b3df-4207-9fa0-a9bf377743a4,True,True,False,General,South Korea
6c1e17ac-7939-41e5-b1eb-874043a47afc,True,True,False,Hazardous,China
b41d4278-bd11-4bb5-b878-76a92057ffed,False,True,False,Hazardous,China
8f7aea33-4e1e-4b4f-8f3d-69e34a55956e,True,True,False,Electronics,United States
6dda025d-71f3-49d2-ad5e-d4b886a1b60b,False,True,False,Perishable,India
2937b676-d42a-44e1-bbb7-729b47809fb5,True,True,True,Pharma,United States
5b3eaaa7-0439-43b8-8bf5-f77ea9897009,False,True,False,Machinery,United Kingdom
ac4ea2d6-7427-4451-afe7-b0ccd0ed16b0,True,True,False,Hazardous,Singapore
4d445400-eced-4965-8fbb-a6278e02457d,True,True,False,Machinery,Netherlands
afd2360b-67f0-4d26-a0f4-0632a99142e1,False,True,False,Pharma,Germany
a426b9f8-a18f-43ef-b0c4-ad9b0f0f9b0e,True,True,True,Electronics,India
f2d633cc-d1d8-455f-92a6-cd2fdde54839,True,True,False,Electronics,China
0a1c7587-9b73-4c8a-a15b-40f8d71717f4,False,True,False,Electronics,Netherlands
8b86f217-f09d-4b8c-a969-cb405c2b026e,True,True,False,Machinery,Germany
d66cb986-8ea8-4090-9c49-84fc8719dd29,True,True,True,Hazardous,Singapore
85e45533-043f-41c1-bec6-53e3ed6ac07e,True,True,False,Electronics,China
104f57b0-b568-4aa7-be37-834894af2262,False,True,False,Hazardous,UAE
8b2f444f-0319-4d57-a1c8-535ac21465b0,True,True,False,General,United Kingdom
