feature_record_id,shipment_id,feature_timestamp,route_delay_rate,carrier_reliability_score,weather_severity_score,feature_vector_json
e6654425-3e75-49b4-902f-48cc5dae3865,fff8ceb6-2ed5-4d05-ac9b-ca3e8908d72f,2026-01-07 18:45:00,31.88,56.2,5.0,"{""route_delay_rate"":31.88,""carrier_reliability_score"":56.2,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Urgent"",""shipping_mode"":""Sea""}"
d9c120e5-9717-4bfe-8411-d3c59dd99935,f7fe9973-566b-4058-910b-2a73780f7b5a,2025-03-30 17:30:00,71.29,89.04,5.0,"{""route_delay_rate"":71.29,""carrier_reliability_score"":89.04,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":false,""priority"":""Normal"",""shipping_mode"":""Sea""}"
75b740d8-aaa7-46f7-b558-0992f0e1b35f,be17fece-ac76-4f20-8ea8-60e3dcac114f,2025-07-22 17:30:00,48.53,73.05,5.0,"{""route_delay_rate"":48.53,""carrier_reliability_score"":73.05,""weather_severity_score"":5.0,""customs_required"":false,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
d2cbed95-a3b9-4bfe-b311-087b3a627200,7d5d1f75-25ce-4e0f-b0d8-c53c224bc2d9,2025-10-04 12:00:00,53.06,64.3,42.51,"{""route_delay_rate"":53.06,""carrier_reliability_score"":64.3,""weather_severity_score"":42.51,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Air""}"
8e461f1c-0bbb-4efa-93f7-a460602e3f14,e965e54c-29dd-478e-b9af-50cf7474ee2d,2025-10-19 16:30:00,20.69,87.45,5.0,"{""route_delay_rate"":20.69,""carrier_reliability_score"":87.45,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":false,""priority"":""Low"",""shipping_mode"":""Rail""}"
9fdbd0a0-cb15-4c46-bd07-26dfa8dbd260,ef9638e6-efb1-42e4-9524-ec28a9976c6d,2025-03-24 11:45:00,26.54,77.56,76.83,"{""route_delay_rate"":26.54,""carrier_reliability_score"":77.56,""weather_severity_score"":76.83,""customs_required"":true,""documentation_complete"":true,""priority"":""Low"",""shipping_mode"":""Road""}"
46004bdb-a7d7-4b0a-a7df-b6ead6689388,2251d97b-a04f-4eb1-8774-b9991659c606,2026-03-12 15:00:00,19.06,61.44,43.92,"{""route_delay_rate"":19.06,""carrier_reliability_score"":61.44,""weather_severity_score"":43.92,""customs_required"":true,""documentation_complete"":false,""priority"":""Normal"",""shipping_mode"":""Air""}"
eb7dbe51-8fb5-41ce-83da-2df63a654968,25aa00a2-b5eb-4ae8-88cb-51a58b53afdd,2026-02-01 13:00:00,36.92,68.3,44.21,"{""route_delay_rate"":36.92,""carrier_reliability_score"":68.3,""weather_severity_score"":44.21,""customs_required"":true,""documentation_complete"":false,""priority"":""High"",""shipping_mode"":""Sea""}"
d4ce651b-3b55-451c-952e-1ed6c20b3aea,62b2b624-1bd8-484d-9f71-40c682e31d14,2025-04-30 17:30:00,72.98,98.84,43.68,"{""route_delay_rate"":72.98,""carrier_reliability_score"":98.84,""weather_severity_score"":43.68,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
1a0328ce-b1e2-41e2-a624-2b6a5dd14284,41aeedad-1f57-4ab3-85d6-e7baa4ccf337,2025-09-29 18:00:00,43.48,64.19,5.0,"{""route_delay_rate"":43.48,""carrier_reliability_score"":64.19,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Sea""}"
4d10f9e5-34dd-463e-b525-26cdfffd83f3,2b785449-9a8b-48d3-81e1-a2daaf361c93,2025-06-24 12:30:00,71.0,71.05,18.0,"{""route_delay_rate"":71.0,""carrier_reliability_score"":71.05,""weather_severity_score"":18.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Rail""}"
f9d6c377-c286-43eb-8117-36b2e44f0628,24ebb1a0-674d-4a06-9c68-355009e036a4,2025-06-23 12:15:00,30.89,79.12,5.0,"{""route_delay_rate"":30.89,""carrier_reliability_score"":79.12,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Road""}"
84eb731a-a7f8-4035-b218-63e0716272fc,a0410637-3e74-461c-ba3e-809810c9694f,2025-01-08 10:45:00,23.77,87.76,72.7,"{""route_delay_rate"":23.77,""carrier_reliability_score"":87.76,""weather_severity_score"":72.7,""customs_required"":false,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
f124a314-b5c2-4b53-acf0-584d91a7a087,ef373b58-9f91-426d-a2f1-80405a6fafe0,2025-10-16 08:00:00,89.03,68.73,80.45,"{""route_delay_rate"":89.03,""carrier_reliability_score"":68.73,""weather_severity_score"":80.45,""customs_required"":true,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Road""}"
e3cc8452-9cc5-4c5e-869f-d81f0c2d18d4,0be9cb03-2788-44d6-8f33-115d2e77cbd8,2026-01-13 19:30:00,75.79,68.53,76.75,"{""route_delay_rate"":75.79,""carrier_reliability_score"":68.53,""weather_severity_score"":76.75,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Air""}"
d97a724c-6e7f-4f1e-a3c0-b5087c6077ad,19a3dcb2-3a0d-4f20-83bc-48680522e730,2025-06-08 10:00:00,30.78,98.16,43.5,"{""route_delay_rate"":30.78,""carrier_reliability_score"":98.16,""weather_severity_score"":43.5,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
3e415fb0-85c0-4e9e-891a-24ac266c00ce,d69447e0-e8eb-40c2-b28b-4bb828b0415a,2025-05-16 12:00:00,13.01,99.0,43.08,"{""route_delay_rate"":13.01,""carrier_reliability_score"":99,""weather_severity_score"":43.08,""customs_required"":false,""documentation_complete"":true,""priority"":""Low"",""shipping_mode"":""Air""}"
763841ec-59cd-4a82-83f9-11d93cd8aa89,09178971-7175-4d53-a7d0-7c4a51007787,2025-02-25 14:15:00,41.32,64.55,18.16,"{""route_delay_rate"":41.32,""carrier_reliability_score"":64.55,""weather_severity_score"":18.16,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Road""}"
1df58162-6e4a-44c1-926b-9ab83cf8df24,ed7dbd7c-d18b-4cee-86c1-5bd4f2de5245,2025-04-04 19:30:00,48.85,68.89,18.11,"{""route_delay_rate"":48.85,""carrier_reliability_score"":68.89,""weather_severity_score"":18.11,""customs_required"":false,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Road""}"
362dbb63-f970-4a01-9667-36e7a13b56de,188fb3d3-d949-41e2-b15d-b7fef7abff57,2025-03-05 19:30:00,40.4,71.94,5.0,"{""route_delay_rate"":40.4,""carrier_reliability_score"":71.94,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Low"",""shipping_mode"":""Rail""}"
7e0b360e-f2de-4bb1-abf3-d2ea3daf8707,05ed3ed7-7b70-4b68-8fda-7ce3216e4251,2026-03-11 20:00:00,47.74,95.18,43.5,"{""route_delay_rate"":47.74,""carrier_reliability_score"":95.18,""weather_severity_score"":43.5,""customs_required"":true,""documentation_complete"":true,""priority"":""Urgent"",""shipping_mode"":""Sea""}"
0218e94b-4d05-4242-bea0-27bcbbbad178,07631cab-e622-4485-889e-70ec363d9190,2025-09-23 20:30:00,16.42,79.62,18.29,"{""route_delay_rate"":16.42,""carrier_reliability_score"":79.62,""weather_severity_score"":18.29,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
069f24c8-f330-4be9-b212-f5ac717bb9b4,b5741a0b-8023-4f30-83fc-ae77ecdce55c,2026-02-08 14:00:00,24.11,75.63,70.64,"{""route_delay_rate"":24.11,""carrier_reliability_score"":75.63,""weather_severity_score"":70.64,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
87238605-c1ee-4d1d-aa82-b9b73f0ff03d,1952a01a-72ea-4e10-bdf9-69e76844b00b,2025-08-16 14:00:00,41.96,82.07,5.0,"{""route_delay_rate"":41.96,""carrier_reliability_score"":82.07,""weather_severity_score"":5.0,""customs_required"":false,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Road""}"
30193919-8c76-435a-80d5-35ad7c1e9f2e,d740fe26-1528-4796-88f1-8148e89e1261,2025-01-22 17:15:00,11.57,81.13,18.21,"{""route_delay_rate"":11.57,""carrier_reliability_score"":81.13,""weather_severity_score"":18.21,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Rail""}"
5d7480e3-1b18-46c4-aa9c-0741ab047984,78ca7a18-900b-4aa3-a88c-6581d587cb3d,2026-02-26 18:30:00,25.97,67.8,43.67,"{""route_delay_rate"":25.97,""carrier_reliability_score"":67.8,""weather_severity_score"":43.67,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Road""}"
a7a2ba30-24dd-4239-84ae-c097608605a2,8636f9a7-c98f-484f-ac22-84930f9d18cc,2026-01-26 10:00:00,27.72,97.53,18.01,"{""route_delay_rate"":27.72,""carrier_reliability_score"":97.53,""weather_severity_score"":18.01,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
ea81e1a0-447c-4ba1-945d-8cd1a15a2de1,3429e46b-0e82-40be-9dc7-38fa42841f16,2026-03-16 08:30:00,67.47,88.93,44.02,"{""route_delay_rate"":67.47,""carrier_reliability_score"":88.93,""weather_severity_score"":44.02,""customs_required"":false,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Air""}"
6e0c924c-45f8-4bba-93ae-29e095909c71,eda7744e-14cf-4e80-a804-a7853e1d9c63,2026-01-28 08:30:00,15.52,89.5,72.74,"{""route_delay_rate"":15.52,""carrier_reliability_score"":89.5,""weather_severity_score"":72.74,""customs_required"":false,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Air""}"
e449f2ce-d692-4bfe-90c4-a64773a48022,1c2c74ec-7952-4999-b244-d28225533ae3,2025-09-29 09:15:00,64.02,79.72,5.0,"{""route_delay_rate"":64.02,""carrier_reliability_score"":79.72,""weather_severity_score"":5.0,""customs_required"":false,""documentation_complete"":true,""priority"":""Low"",""shipping_mode"":""Sea""}"
de2eb477-0333-46c6-be86-65a76f7f1e90,f19577e7-cf65-4c23-99f7-26a9360f18d7,2025-12-15 16:30:00,53.74,69.86,81.04,"{""route_delay_rate"":53.74,""carrier_reliability_score"":69.86,""weather_severity_score"":81.04,""customs_required"":true,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Air""}"
0625b8c0-9e29-4209-8e3c-826d31feb8d6,dfc8447b-07a0-41e6-b3fc-b0708cdd823b,2025-03-29 11:15:00,32.02,82.15,43.27,"{""route_delay_rate"":32.02,""carrier_reliability_score"":82.15,""weather_severity_score"":43.27,""customs_required"":false,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
d4b5f679-662c-44e5-9ee2-f688a5d8200e,c6b2da4f-4edb-486e-83b3-c8496ffee76c,2026-03-25 12:45:00,32.54,89.38,5.0,"{""route_delay_rate"":32.54,""carrier_reliability_score"":89.38,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Road""}"
c6942f2f-131d-4fa8-bc8e-09c4fde9c2e9,5a19249f-7612-424e-9d21-a769fecf2b77,2025-03-23 08:30:00,28.93,60.45,100.0,"{""route_delay_rate"":28.93,""carrier_reliability_score"":60.45,""weather_severity_score"":100,""customs_required"":true,""documentation_complete"":true,""priority"":""Low"",""shipping_mode"":""Sea""}"
8fa03602-c681-429d-9564-f136e85bde95,66d5339d-b3f9-4678-a991-2a5191ec124a,2025-11-14 20:30:00,43.5,76.52,5.0,"{""route_delay_rate"":43.5,""carrier_reliability_score"":76.52,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Air""}"
e531f801-49aa-4a87-9e60-6f7ebf3a0482,ac3e3989-f1c0-4f05-b6ad-1c9d1f829b41,2025-08-25 10:15:00,47.22,83.12,43.0,"{""route_delay_rate"":47.22,""carrier_reliability_score"":83.12,""weather_severity_score"":43.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Low"",""shipping_mode"":""Sea""}"
6b67d36f-8648-4f74-bfd1-47dc81c772e8,6f11b644-21fa-4020-90d2-5f95dbd7c8c6,2025-11-29 16:45:00,46.47,89.89,72.71,"{""route_delay_rate"":46.47,""carrier_reliability_score"":89.89,""weather_severity_score"":72.71,""customs_required"":false,""documentation_complete"":true,""priority"":""Urgent"",""shipping_mode"":""Road""}"
acafef66-b537-435f-92c3-4b1b5d0ab339,7a6fce91-2295-4e62-aa3c-0adf81cf03f1,2026-01-07 17:00:00,69.87,77.21,18.13,"{""route_delay_rate"":69.87,""carrier_reliability_score"":77.21,""weather_severity_score"":18.13,""customs_required"":false,""documentation_complete"":true,""priority"":""Low"",""shipping_mode"":""Sea""}"
2b55183e-d5bd-48cd-b95f-80988d0ed803,a6658384-4220-48f8-afad-880b0eba7f44,2025-09-08 12:30:00,43.5,97.33,5.0,"{""route_delay_rate"":43.5,""carrier_reliability_score"":97.33,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
2812357e-634b-4fb1-9a22-932d9fb3d236,c0fc8438-ec87-48ba-9333-196c6f386a81,2025-12-10 15:15:00,40.8,80.72,5.0,"{""route_delay_rate"":40.8,""carrier_reliability_score"":80.72,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
02477fc7-615f-4ca8-be70-56e73264e6ca,c8dc8f0b-5448-46f1-a72e-2c60e603cdfe,2026-01-27 20:00:00,27.63,62.83,18.1,"{""route_delay_rate"":27.63,""carrier_reliability_score"":62.83,""weather_severity_score"":18.1,""customs_required"":true,""documentation_complete"":false,""priority"":""Normal"",""shipping_mode"":""Rail""}"
88d22d1b-14c1-4785-9e07-adb4c80d24ad,5db3772d-97e0-42a0-ac2a-c9e41b105131,2026-01-13 13:45:00,85.13,95.44,44.23,"{""route_delay_rate"":85.13,""carrier_reliability_score"":95.44,""weather_severity_score"":44.23,""customs_required"":false,""documentation_complete"":true,""priority"":""Low"",""shipping_mode"":""Air""}"
42e9c592-2de4-4950-920a-acd367932707,02bbf0d0-f498-4efc-8136-c79adeee8208,2026-01-18 11:30:00,10.76,79.62,5.0,"{""route_delay_rate"":10.76,""carrier_reliability_score"":79.62,""weather_severity_score"":5.0,""customs_required"":false,""documentation_complete"":true,""priority"":""Urgent"",""shipping_mode"":""Rail""}"
53f8a5fb-19f3-432c-9436-61d5f62e67bf,d1e291af-57ed-4b25-be22-77cbca825b51,2025-12-07 14:45:00,44.35,90.68,76.44,"{""route_delay_rate"":44.35,""carrier_reliability_score"":90.68,""weather_severity_score"":76.44,""customs_required"":false,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Sea""}"
bcda092b-f5a0-452f-b7ba-7e7da4e7acc1,006c832e-cdf9-4777-9f35-fbac0e67206e,2026-03-08 08:00:00,27.6,78.89,5.0,"{""route_delay_rate"":27.6,""carrier_reliability_score"":78.89,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Urgent"",""shipping_mode"":""Sea""}"
9c6dab2f-57ce-494b-a1f4-2d33deea2418,935f8e00-5eda-4fee-a4b6-5e0976b6bebd,2026-03-28 11:00:00,48.96,67.35,72.17,"{""route_delay_rate"":48.96,""carrier_reliability_score"":67.35,""weather_severity_score"":72.17,""customs_required"":false,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Road""}"
9768bfd9-11f9-4dd7-8740-96b071b266ad,082e220a-a890-427d-958d-d90613a158cf,2026-01-24 09:45:00,34.58,87.52,72.81,"{""route_delay_rate"":34.58,""carrier_reliability_score"":87.52,""weather_severity_score"":72.81,""customs_required"":false,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
1a432937-e973-4ade-baa9-f6b0a825a74d,d97416e9-a540-45b5-9ca8-324542ba0099,2026-03-06 09:00:00,19.23,72.22,18.29,"{""route_delay_rate"":19.23,""carrier_reliability_score"":72.22,""weather_severity_score"":18.29,""customs_required"":true,""documentation_complete"":false,""priority"":""Low"",""shipping_mode"":""Sea""}"
178434c8-e308-4bc4-9ce8-11c671e874ae,961e6010-da16-426f-b195-8e13d6408741,2025-04-20 18:15:00,62.51,72.98,43.43,"{""route_delay_rate"":62.51,""carrier_reliability_score"":72.98,""weather_severity_score"":43.43,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
41d8b9e9-65bd-40ab-a946-a74cdfb48463,1a64de43-0ea1-4e7a-b086-19d447cafa94,2025-07-06 20:15:00,47.78,94.06,5.0,"{""route_delay_rate"":47.78,""carrier_reliability_score"":94.06,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Urgent"",""shipping_mode"":""Rail""}"
8b9132b2-2606-450c-a795-d028baf4f477,91208978-800a-4553-b41c-3823f2db2ab6,2025-08-10 16:30:00,26.06,72.09,5.0,"{""route_delay_rate"":26.06,""carrier_reliability_score"":72.09,""weather_severity_score"":5.0,""customs_required"":false,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Rail""}"
524ab386-5137-433f-8fbe-f7b39e4fb040,0462012f-226e-4139-a9b1-c0fe8e22c8c7,2025-09-20 11:00:00,43.43,96.02,5.0,"{""route_delay_rate"":43.43,""carrier_reliability_score"":96.02,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":false,""priority"":""High"",""shipping_mode"":""Air""}"
d49a7a17-edc7-46e4-a7ea-4e149321020e,72939aae-038e-463b-aa77-d40044ea2688,2025-09-28 18:15:00,41.25,91.19,5.0,"{""route_delay_rate"":41.25,""carrier_reliability_score"":91.19,""weather_severity_score"":5.0,""customs_required"":false,""documentation_complete"":true,""priority"":""Low"",""shipping_mode"":""Road""}"
6bdd401b-4266-4554-87bc-fef393f50b40,dc96ae62-af3e-416b-a502-f5574790ed25,2025-01-17 09:30:00,11.89,84.34,5.0,"{""route_delay_rate"":11.89,""carrier_reliability_score"":84.34,""weather_severity_score"":5.0,""customs_required"":false,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Rail""}"
573a86be-e257-41f4-9cb4-c8c241b6e4d7,c6326d0e-2317-4f5f-89ba-d16e254d6ca8,2025-03-25 11:45:00,13.74,69.29,18.24,"{""route_delay_rate"":13.74,""carrier_reliability_score"":69.29,""weather_severity_score"":18.24,""customs_required"":true,""documentation_complete"":false,""priority"":""Low"",""shipping_mode"":""Air""}"
7af39bca-6797-4a85-b2bb-0dc33cbbf7c2,5bbf5639-79c7-49c9-ba00-567ebb0e05e2,2025-10-06 16:00:00,66.66,72.13,100.0,"{""route_delay_rate"":66.66,""carrier_reliability_score"":72.13,""weather_severity_score"":100,""customs_required"":true,""documentation_complete"":false,""priority"":""Normal"",""shipping_mode"":""Sea""}"
a20b4d0a-1028-47b7-86ef-ed24b1364fd1,15ef243a-8330-4724-81fa-b325b4c8cd2c,2025-12-31 19:15:00,38.38,75.19,72.48,"{""route_delay_rate"":38.38,""carrier_reliability_score"":75.19,""weather_severity_score"":72.48,""customs_required"":false,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
a540cd87-9906-4081-94ab-c4aea0f51416,d33d7aec-634f-4739-b28c-d556d8404e55,2025-12-18 14:30:00,18.05,88.79,5.0,"{""route_delay_rate"":18.05,""carrier_reliability_score"":88.79,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Air""}"
8f977142-b97c-4f8b-806b-ff106d3b64cc,bf0f4614-5c7f-4999-a67a-60eacbf40411,2025-08-30 18:45:00,23.32,70.85,18.19,"{""route_delay_rate"":23.32,""carrier_reliability_score"":70.85,""weather_severity_score"":18.19,""customs_required"":false,""documentation_complete"":true,""priority"":""Low"",""shipping_mode"":""Air""}"
cc0306d5-4614-4715-860c-d048e6c0583c,168bb250-1c3e-40c5-843e-cdb5e4a0ec6a,2026-03-03 20:15:00,61.68,98.39,42.87,"{""route_delay_rate"":61.68,""carrier_reliability_score"":98.39,""weather_severity_score"":42.87,""customs_required"":true,""documentation_complete"":false,""priority"":""Normal"",""shipping_mode"":""Sea""}"
500c28c2-b3d2-489f-b3ca-28ebe91cbf1b,1f90536c-5993-4223-b1ee-c89b684af32f,2025-08-27 15:30:00,20.48,77.24,5.0,"{""route_delay_rate"":20.48,""carrier_reliability_score"":77.24,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Air""}"
99d9d1d4-9863-405a-bb2b-53b21e35fc77,208dd2ea-6c3f-462f-aac9-ae2c14a38f48,2025-02-09 15:00:00,28.45,82.26,18.13,"{""route_delay_rate"":28.45,""carrier_reliability_score"":82.26,""weather_severity_score"":18.13,""customs_required"":true,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Road""}"
a5cf4e5b-5893-436f-9caa-246bb978526d,79127483-57de-427e-ba59-9a5c4446cf38,2026-02-08 13:00:00,49.15,73.17,42.44,"{""route_delay_rate"":49.15,""carrier_reliability_score"":73.17,""weather_severity_score"":42.44,""customs_required"":false,""documentation_complete"":true,""priority"":""Low"",""shipping_mode"":""Sea""}"
de154e97-6c69-4c20-bf3b-23de82c1bfd1,73560931-92b5-4761-adda-67afd2d01361,2025-02-12 09:30:00,21.18,59.18,83.12,"{""route_delay_rate"":21.18,""carrier_reliability_score"":59.18,""weather_severity_score"":83.12,""customs_required"":true,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Road""}"
6820a91f-85b0-4571-91de-6933c87630c1,647d0b1f-ae4e-4fb0-8c5d-2ea7db47af22,2025-04-26 20:00:00,20.32,53.31,18.18,"{""route_delay_rate"":20.32,""carrier_reliability_score"":53.31,""weather_severity_score"":18.18,""customs_required"":true,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Air""}"
29eb2748-6589-4f75-b821-d0b0e881ba05,37aa0353-e8c6-44c7-b7fa-d2ac5bb8449d,2025-10-20 08:00:00,19.12,90.47,5.0,"{""route_delay_rate"":19.12,""carrier_reliability_score"":90.47,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
6f811e27-0a1e-4f46-8f31-7a8b79a3af48,6249ced3-467a-4abf-bc2a-124fc7023d3f,2026-01-16 19:45:00,40.06,96.1,89.35,"{""route_delay_rate"":40.06,""carrier_reliability_score"":96.1,""weather_severity_score"":89.35,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Air""}"
e7761c3a-5437-453a-bf54-3395e740a98d,fedb65e7-7101-442f-a872-413efec3b121,2026-01-25 10:15:00,11.76,68.09,18.25,"{""route_delay_rate"":11.76,""carrier_reliability_score"":68.09,""weather_severity_score"":18.25,""customs_required"":true,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Road""}"
87af3652-0c76-4377-bd47-63dfe2b43ea2,146b523e-d847-40c1-84f2-a0d42b940c35,2025-01-21 11:00:00,26.14,78.79,18.25,"{""route_delay_rate"":26.14,""carrier_reliability_score"":78.79,""weather_severity_score"":18.25,""customs_required"":false,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Road""}"
bed19e48-0a9b-4254-a610-e92cffe02444,c9af5559-b1df-4d38-bb1e-4aaa7f85b7fc,2025-07-24 20:00:00,31.07,63.27,5.0,"{""route_delay_rate"":31.07,""carrier_reliability_score"":63.27,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Rail""}"
2379dad4-41eb-4431-9af3-e10dde553423,6106ece6-430d-4114-929a-7c661e20c584,2025-11-02 09:45:00,45.34,62.04,5.0,"{""route_delay_rate"":45.34,""carrier_reliability_score"":62.04,""weather_severity_score"":5.0,""customs_required"":false,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Rail""}"
3fae4feb-b1dc-4a82-b944-8b62fb8bd366,a3870bb7-0418-4504-a951-9b8499a21d1c,2025-10-12 18:30:00,67.08,96.48,100.0,"{""route_delay_rate"":67.08,""carrier_reliability_score"":96.48,""weather_severity_score"":100,""customs_required"":true,""documentation_complete"":false,""priority"":""Urgent"",""shipping_mode"":""Air""}"
bfa4193a-c00f-4566-8371-59da139178f1,e169e38d-1c07-41eb-bd12-0c96b04a72f0,2026-04-01 11:45:00,50.86,69.26,76.12,"{""route_delay_rate"":50.86,""carrier_reliability_score"":69.26,""weather_severity_score"":76.12,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Road""}"
2f6f536e-f8d0-4750-8e88-0d6749270442,4494dab2-9a2c-4695-a194-fa0fd22cf530,2026-02-19 18:30:00,43.81,85.34,100.0,"{""route_delay_rate"":43.81,""carrier_reliability_score"":85.34,""weather_severity_score"":100,""customs_required"":true,""documentation_complete"":false,""priority"":""High"",""shipping_mode"":""Rail""}"
50937d34-9425-432d-8433-a91e2cd09905,64f6ae8d-e1db-422e-af6d-3a07a7f74542,2025-11-10 11:15:00,30.19,80.99,18.15,"{""route_delay_rate"":30.19,""carrier_reliability_score"":80.99,""weather_severity_score"":18.15,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
052e5d44-51a9-4da4-86b7-db8e25c60932,de84947e-02eb-48e3-9cda-708a2b97961d,2025-01-04 11:30:00,17.16,85.97,18.21,"{""route_delay_rate"":17.16,""carrier_reliability_score"":85.97,""weather_severity_score"":18.21,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Road""}"
56b16c03-0583-4a8d-add3-c1d873c0599d,5d4eef92-bb59-437e-8443-974b614691e5,2025-07-12 09:15:00,35.5,99.0,18.03,"{""route_delay_rate"":35.5,""carrier_reliability_score"":99,""weather_severity_score"":18.03,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Sea""}"
25f8adb0-0a91-438c-85de-1df0fc8f802b,5f418e90-bec1-46e9-ad62-5e15104a7335,2025-04-06 16:45:00,25.64,65.24,78.9,"{""route_delay_rate"":25.64,""carrier_reliability_score"":65.24,""weather_severity_score"":78.9,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Rail""}"
dc3b5d58-328f-434b-b814-cb2948347902,abd91e48-de21-4c0f-9238-2fb9042baf93,2025-09-02 08:15:00,41.97,58.61,5.0,"{""route_delay_rate"":41.97,""carrier_reliability_score"":58.61,""weather_severity_score"":5.0,""customs_required"":false,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Rail""}"
52b3e7e7-d612-4267-955a-8c0611a53680,b5991e98-9343-4e54-b5de-34ee50bc4bf6,2025-10-06 16:15:00,56.44,76.71,18.16,"{""route_delay_rate"":56.44,""carrier_reliability_score"":76.71,""weather_severity_score"":18.16,""customs_required"":true,""documentation_complete"":true,""priority"":""Normal"",""shipping_mode"":""Rail""}"
509de2a4-85f2-459f-ac49-40e6a0d23ddd,0e6974fa-dba4-4763-958a-eaa2fb664ede,2025-12-02 14:00:00,13.5,67.96,5.0,"{""route_delay_rate"":13.5,""carrier_reliability_score"":67.96,""weather_severity_score"":5.0,""customs_required"":true,""documentation_complete"":true,""priority"":""High"",""shipping_mode"":""Sea""}"
