vehicle_id,vehicle_number,vehicle_type,capacity_kg,fuel_type,maintenance_status,vehicle_age
6b465a8a-9bd8-4bb9-9004-0d3594d7f989,TR-3001-1166,Truck,20907.66,Diesel,Under Maintenance,5
280590c5-99a3-4dda-adad-c2f0081b49ec,TR-5979-1167,Truck,21272.98,Diesel,Good,6
5532bf1b-7e43-47b3-9b4d-65d1faceb6c4,SH-3330-1168,Ship,9029309.75,Jet Fuel,Due Soon,4
ea7fd509-08e8-492b-8a6c-a63882012064,TR-8328-1169,Truck,10163.12,Diesel,Good,7
a0b9f3c8-b4fd-48d6-948c-946bac371eb2,SH-1684-1170,Ship,22272347.14,Electric,Good,14
9b04df12-9075-4543-92f3-a04b60ca7455,TR-1277-1171,Truck,17359.66,Marine Fuel,Good,5
98d64e65-5174-42cb-8f6b-7af7dadc9812,TR-8742-1172,Truck,26578.33,Diesel,Good,5
4279be55-c8a6-45f3-8e42-de54b48fda00,TR-6616-1173,Truck,12389.45,Diesel,Due Soon,11
f01f8782-4ba3-4c3b-8362-1460c37812a4,TR-5718-1174,Truck,16885.82,Diesel,Due Soon,2
8e02a2ad-17a0-49df-ae7d-7012b2083365,TR-1221-1175,Truck,18545.59,Electric,Due Soon,12
f5bcc637-a5c2-4fe6-8295-d59fecd75b2f,TR-1338-1176,Truck,14382.17,Marine Fuel,Due Soon,11
897f70e3-d1be-405a-bee8-cf628a856eac,SH-3792-1177,Ship,6426650.24,Diesel,Good,14
d70a0b10-d65c-4880-89b8-543c72048434,SH-7396-1178,Ship,8269327.82,Marine Fuel,Due Soon,12
fb779120-8787-41f3-b469-8e8a47e4e15a,TR-4435-1179,Truck,15928.72,Diesel,Good,1
2bdd509d-47c0-4266-8722-bd1e4f2a4bb1,SH-8131-1180,Ship,13128132.05,CNG,Good,2
de793ee8-a05c-4d98-a3b5-f1136d432e95,SH-4052-1181,Ship,18876199.65,Diesel,Good,9
7223abe5-a3db-4039-8640-c37c0aa72b41,TR-5669-1182,Truck,23891.98,Diesel,Good,1
feb57558-644f-4c89-9182-c880f8293102,SH-4209-1183,Ship,10443087.49,Marine Fuel,Good,15
ba5acb61-5745-4909-97ed-b30806b6b9e0,TR-6849-1184,Truck,9695.74,CNG,Good,12
661a67be-ddad-4e23-b2a9-44baa2c93a46,AI-5598-1185,Aircraft,12453.15,Marine Fuel,Under Maintenance,5
341b8e85-40e0-4aba-8ca4-0a33fcdbdd3c,SH-8551-1186,Ship,14119202.5,Electric,Good,12
e9ba8ae4-64af-4717-84de-bea46eeaa330,AI-6944-1187,Aircraft,41397.79,Marine Fuel,Due Soon,5
fa4d0042-cf80-4f57-8b08-c0fbc0981bd5,TR-7298-1188,Truck,21308.08,Marine Fuel,Good,16
2a28313b-f5ae-4332-bd32-efa7f1b5c848,RA-9287-1189,Rail,420336.46,CNG,Due Soon,11
a890318a-d2e2-4730-8f08-653643f73bb0,RA-3885-1190,Rail,501492.44,Marine Fuel,Due Soon,4
7d2a8388-bf63-4fa4-95af-a33cfb322923,SH-5257-1191,Ship,14086427.2,Jet Fuel,Good,15
a052e605-bfe6-4ddf-844b-b81edf72c0e9,TR-7173-1192,Truck,27650.14,Diesel,Good,2
6936646a-c91a-44e9-8b3c-4314161e4cb2,TR-9862-1193,Truck,11195.27,Diesel,Good,6
4e4adf9a-3cf0-43f9-98d3-da6bb2d0d7ba,SH-8045-1194,Ship,21749761.24,Electric,Good,1
b1b78d1f-a635-44fd-9f93-cf392d658d5d,SH-4651-1195,Ship,16869293.15,Diesel,Good,9
f5b3743a-7b53-421d-8d3a-4fbd62e513ac,SH-5355-1196,Ship,12058472.81,Marine Fuel,Good,7
1053b550-1348-400e-a6bf-bf689406747f,RA-3952-1197,Rail,267883.51,Diesel,Good,11
9ebd57de-7f0d-44cc-9294-8fb444d9e6a9,SH-8993-1198,Ship,18553012.9,Diesel,Under Maintenance,15
2cb49626-eb9f-4fe0-8378-772138f622a3,AI-9397-1199,Aircraft,93941.8,Diesel,Due Soon,6
c826abb1-ae80-4c0e-ad1f-4505449746b4,TR-1635-1200,Truck,23385.47,Electric,Good,6
06858d47-d33a-4f96-adab-1d8653325f87,AI-6978-1201,Aircraft,31095.51,Electric,Good,11
04f700af-3c70-4a94-ad39-3aa14b421d5b,SH-5258-1202,Ship,9197959.56,Diesel,Good,8
b5df39bb-ea72-4340-9863-24d44bd5266b,RA-4957-1203,Rail,661920.78,Diesel,Good,11
bebba5da-9367-493e-8e7e-3085aa24e182,TR-4267-1204,Truck,16411.31,Diesel,Good,11
dca33cf6-0009-42a3-b9d1-10ccf5649967,TR-9413-1205,Truck,14611.37,Marine Fuel,Good,6
fe154ea1-2e97-48e3-a1aa-15a9d3d28e41,SH-4543-1206,Ship,5714078.31,CNG,Under Maintenance,17
f0f09740-7b59-4cb7-bd9f-00fa3f10f8f2,TR-7576-1207,Truck,14512.93,Electric,Good,11
6299d06b-0b8a-4a6e-ba9d-32bdf51c3abb,TR-5558-1208,Truck,24687.52,Diesel,Good,8
d1e2b113-5ea0-4840-9e7c-ab45d89b468f,AI-8168-1209,Aircraft,43835.31,Jet Fuel,Good,11
2402a39c-71b9-4d28-bf13-ff14234624ce,SH-1433-1210,Ship,15359706.82,Diesel,Good,10
c6e3d882-4df0-43b0-adeb-0265b1d97c0e,TR-9494-1211,Truck,8899.82,Diesel,Due Soon,16
131843da-cab5-46c9-8ef8-40c029e944b2,RA-4886-1212,Rail,393456.36,Diesel,Good,6
d4fa52c6-9e16-44af-808b-318533672b11,SH-6415-1213,Ship,8306507.23,Diesel,Good,12
472f66ec-b943-4d86-a6a5-44bd3a39ca12,TR-2794-1214,Truck,24624.64,Diesel,Good,4
fc7099e5-4fa0-43fb-bf20-ff2f215a498b,TR-2959-1215,Truck,24439.78,Diesel,Good,17
6a9f92fb-0473-4983-834b-6461e15c3bd0,TR-8469-1216,Truck,15094.83,Marine Fuel,Under Maintenance,12
420ad175-7008-4a67-8b8b-27533488e933,TR-5479-1217,Truck,7486.62,Jet Fuel,Good,3
2abab78f-1f29-4734-a0d5-b4703cfc69c8,SH-9994-1218,Ship,11248897.79,Diesel,Due Soon,3
6c9796b7-f445-4193-9b13-204b8e78df81,RA-1051-1219,Rail,353091.81,Diesel,Due Soon,7
a7d72085-b4b7-47ae-9a9d-5657ffce7008,AI-4968-1220,Aircraft,136497.01,Diesel,Good,1
63b0a4ae-6332-42b1-b48b-438099bce95e,RA-9158-1221,Rail,193673.98,Diesel,Good,11
7627e37a-fd83-426a-9b3c-8bd746552e46,RA-9233-1222,Rail,167942.05,CNG,Good,4
3c48ab84-fe15-4d71-b4d9-bd1b61ba8fe1,AI-2175-1223,Aircraft,125783.64,Marine Fuel,Good,2
55aa1985-3017-4380-8d1f-f48a31c68414,SH-4521-1224,Ship,7984522.46,Diesel,Good,5
8908348f-55d2-4b26-bbd4-d0d13eb123c6,AI-6973-1225,Aircraft,70366.3,Jet Fuel,Good,10
a85149b0-bcfc-4d99-8145-3bf0b85b7d8c,AI-8787-1226,Aircraft,42984.27,Diesel,Due Soon,10
b54db42e-8285-4690-8036-7097c46402fc,TR-1197-1227,Truck,22928.21,Marine Fuel,Good,6
06c2f1b0-a86d-4792-8e98-e5cc37eb72c7,TR-5655-1228,Truck,21375.23,Electric,Good,2
1bce873f-6d13-4b93-83ca-59899d9d5432,TR-7798-1229,Truck,7498.33,Jet Fuel,Good,3
61273598-06c4-478f-9e3d-08fa79e71ad2,TR-4096-1230,Truck,19709.75,Marine Fuel,Good,8
159220e2-2a8b-4b31-911f-6e0fee0d35ca,TR-9181-1231,Truck,27515.47,CNG,Due Soon,11
8c3b347a-76be-4a0e-ba99-fba3e7c62b14,TR-7287-1232,Truck,7237.14,Diesel,Good,2
94ccb635-a8b5-485d-82b6-bbe33725a467,RA-9138-1233,Rail,629058.57,Diesel,Due Soon,18
513abc73-51dd-4e57-89ab-368a40af4c7a,AI-7623-1234,Aircraft,46351.97,Marine Fuel,Good,3
659074de-9f04-40ef-b2d2-25a3cdce944d,TR-4860-1235,Truck,4414.93,Jet Fuel,Good,2
d09c0ce7-ba2f-4e0d-9127-16005268af38,TR-1042-1236,Truck,6577.16,Diesel,Due Soon,11
bf71f9b2-414e-4ee7-9ceb-47456cdb75ee,SH-2420-1237,Ship,6249352.08,Electric,Due Soon,16
18dd781b-6c84-4cd6-9e65-5a0c43bb165c,AI-3914-1238,Aircraft,47472.96,Diesel,Good,16
06d43ce0-a3e7-4f90-8dbd-dd89ad6002e6,SH-2619-1239,Ship,16963668.71,Marine Fuel,Due Soon,5
d9949efd-0608-4646-9ff5-62fe4203f838,TR-1750-1240,Truck,25170.53,Marine Fuel,Under Maintenance,4
728d82cf-7daf-441e-b91f-207891a1ed12,TR-2481-1241,Truck,21375.37,Diesel,Good,16
82406984-164b-4fae-9589-dfd38ba880c2,SH-1943-1242,Ship,4311621.54,CNG,Due Soon,2
e13bc9b7-a57a-42ea-accb-e2afbfe26efa,TR-3541-1243,Truck,26909.14,Jet Fuel,Good,13
e1776dd7-998d-4450-b2c2-3781c9282336,TR-9419-1244,Truck,26326.2,Marine Fuel,Due Soon,14
1dd422f6-5b0c-4aeb-ab51-4090e9186771,TR-9705-1245,Truck,21343.47,Diesel,Good,8
f1b81321-1e5f-40d1-ad29-88f1592a24a6,AI-7461-1246,Aircraft,61515.43,Jet Fuel,Good,14
96bced56-61a8-46eb-ad13-b1476c32a99f,SH-7727-1247,Ship,10775442.61,Diesel,Good,18
bad069e3-7fc0-4048-a211-766396846755,AI-2038-1248,Aircraft,52160.9,Diesel,Good,5
39c842b3-d426-4299-9f89-0b445ab9690b,TR-7830-1249,Truck,4770.62,CNG,Under Maintenance,16
ccdbd44b-70ff-4a7e-b455-3b4e70406347,TR-8637-1250,Truck,11799.53,Diesel,Due Soon,14
d3124383-b20c-4c49-b649-0ffb5f63314f,TR-7638-1251,Truck,25043.05,Diesel,Good,16
36051322-1e31-4af1-9dee-3a5b07fb637f,TR-4542-1252,Truck,27759.3,Diesel,Good,6
bf074b09-5fba-46f3-a2ef-e5278045eb09,SH-1117-1253,Ship,10873405.18,CNG,Good,2
b95b879b-a294-4656-8770-a9d6fd4ad1ed,TR-7210-1254,Truck,19146.25,Diesel,Due Soon,6
4cf2df92-4ceb-4ce0-9720-0751a81b0b2b,SH-8659-1255,Ship,14874591.33,Jet Fuel,Good,8
2429bcc3-3850-4668-9a0b-384c1f1d5d45,TR-6262-1256,Truck,24636.08,Marine Fuel,Under Maintenance,14
0cdf64f0-b7d9-4e69-a328-ac3ba73ff1df,TR-9000-1257,Truck,16529.03,Jet Fuel,Under Maintenance,4
aeb20d0a-5679-4a04-aa96-885e101a593e,SH-8852-1258,Ship,4293006.37,Diesel,Good,17
a7b5d2f1-5631-42df-a2ca-ccb668ec1b6e,TR-7292-1259,Truck,19667.77,Diesel,Good,15
f088169a-7169-4a25-a55c-a7828c6cb691,SH-9532-1260,Ship,11752189.06,CNG,Good,3
7120618e-c3d9-4c36-89f9-703954828916,SH-6272-1261,Ship,14808158.11,Diesel,Due Soon,16
7a817d66-f027-4185-9222-d28329482c0a,SH-1574-1262,Ship,12086071.04,CNG,Due Soon,18
b42da5f0-93f0-40a7-9ae5-ab9052edf914,SH-7337-1263,Ship,12411080.89,Diesel,Due Soon,8
f85d6a84-84f9-4beb-9eb9-5812dc50e9e2,RA-1711-1264,Rail,73350.05,Marine Fuel,Good,15
95e5e43e-ee38-4ed1-8093-1b1de6154ff5,SH-8751-1265,Ship,842051.74,Marine Fuel,Good,6
969c4ef7-edde-4fd6-8e0e-cff2b50b241d,TR-1129-1266,Truck,5490.34,Marine Fuel,Good,16
44a63ec6-3270-485e-b005-7b210fdbf3e3,TR-2460-1267,Truck,8640.8,Diesel,Under Maintenance,7
2b5b72af-5792-49f6-a4fa-2a9cd73d65c4,SH-1619-1268,Ship,2333015.53,Marine Fuel,Good,4
5ab90057-80d8-4739-904b-bc082f97082f,SH-1721-1269,Ship,14996693.0,Diesel,Good,9
ea1a4a7d-8a3a-4606-b9fc-5a4e703a1f9d,SH-3838-1270,Ship,16383813.85,Marine Fuel,Due Soon,5
6866e236-b978-4d6b-a523-4ad1338ed46e,TR-6662-1271,Truck,18456.44,Diesel,Due Soon,9
acd1ec0f-3d8f-48f3-9b73-9d92a4e2d174,TR-4272-1272,Truck,16535.4,Marine Fuel,Good,18
f15dd2d7-c8b8-43b2-843f-677165cb6aea,TR-3291-1273,Truck,4201.33,Marine Fuel,Good,2
601dc337-6aa3-4c4e-af38-20f3b8dd770e,SH-9484-1274,Ship,13922758.7,Diesel,Good,7
564c0836-4912-4150-b5f6-815941a20479,TR-2694-1275,Truck,10009.37,Diesel,Good,17
c5fb032d-2db4-4c05-a422-184d08341c59,AI-8115-1276,Aircraft,86676.85,Jet Fuel,Good,16
b02f1c65-bbdf-460f-954c-fa5e11b4a083,TR-1295-1277,Truck,25579.35,CNG,Good,11
13f87dc9-f259-46fa-bdae-932e80a2ed92,TR-8172-1278,Truck,23014.46,Marine Fuel,Good,8
d4bb0e05-dc43-4616-9455-05706c1aeca2,SH-4251-1279,Ship,1431839.47,Diesel,Good,6
7bfe64ca-886d-4f29-865d-dd06f17e0186,RA-2182-1280,Rail,308669.08,Marine Fuel,Good,15
fa4671bd-559d-4d20-9a8a-20dc27f3d8e9,SH-4503-1281,Ship,1582552.67,Diesel,Due Soon,13
5f10153a-058b-4639-a6a4-39b062abd1b0,SH-5989-1282,Ship,3958518.8,Diesel,Due Soon,17
80553b7d-72b7-4010-a95f-8d76cdd4c287,TR-7663-1283,Truck,23329.68,Diesel,Good,11
26dc8d7c-0d51-43ad-94e3-8f945b6bf92e,TR-8038-1284,Truck,8449.19,Electric,Good,16
240652da-9ae9-47b6-82eb-63c451447717,AI-6694-1285,Aircraft,24286.5,Electric,Good,1
17677d5c-736d-4f2c-a409-581f8715e39d,TR-9933-1286,Truck,26900.01,Diesel,Good,2
9c4bae92-ffb3-4213-b84e-7396537a0a4f,AI-7993-1287,Aircraft,86743.99,Diesel,Due Soon,7
582b0a8b-71f0-4b88-bca1-cf9c88e0bb33,AI-3915-1288,Aircraft,138756.41,Diesel,Good,8
7dda97f9-1f03-4a9f-a95a-b337674644b8,TR-3496-1289,Truck,17757.02,Diesel,Due Soon,12
118ca5dd-540c-4f27-b109-fc8c3322f13a,TR-4065-1290,Truck,18193.66,Jet Fuel,Under Maintenance,16
0187279d-67c9-451b-91fa-e4c059afba39,TR-3636-1291,Truck,26372.44,Diesel,Good,9
dcf8f33c-7433-444f-a26d-f2eefec7a67f,SH-8338-1292,Ship,3458831.24,Diesel,Good,5
d53599df-6fe7-4171-bf85-62239cefd0a0,TR-2977-1293,Truck,25998.88,Diesel,Good,13
c734061f-cf5e-4ecd-a870-8f977560b8ba,TR-9313-1294,Truck,17571.39,Diesel,Good,17
d12b1d9c-d0b6-4566-9826-630956f32692,RA-3718-1295,Rail,649679.05,Jet Fuel,Due Soon,11
687cb136-0942-40fd-936a-fc6fc0b71c4e,TR-4928-1296,Truck,17612.46,Jet Fuel,Good,3
5ab56d0c-9f2e-46c6-825f-cfa0e56f4956,SH-9623-1297,Ship,17545568.55,Diesel,Good,1
2ba7072b-614b-406e-9bcf-47675ce1711a,SH-2096-1298,Ship,13457798.06,Diesel,Good,5
8dd5d489-9e79-49cd-bcd0-4893bca78460,SH-6892-1299,Ship,15347563.52,Diesel,Good,14
9a6d3105-7218-459b-aff3-29f4b0115b19,TR-9672-1300,Truck,20285.47,Marine Fuel,Due Soon,8
4d0ea37b-9468-48ea-b500-6e88c9a456ad,TR-5658-1301,Truck,7139.14,Marine Fuel,Due Soon,8
6781ad85-95a7-410a-addd-dea86be9eabc,TR-5403-1302,Truck,6859.25,Diesel,Good,3
0bbb35ec-b97d-49d7-a01a-97323325a9c4,TR-4525-1303,Truck,6190.34,Diesel,Good,9
c250e777-521c-49dd-9b46-903ef59c3deb,TR-5775-1304,Truck,8565.45,Marine Fuel,Under Maintenance,16
a7f91b7e-adb5-401a-9b75-d2ddb53da152,TR-3515-1305,Truck,12512.79,Diesel,Good,9
8c733ee0-9674-47df-a1e8-924fe197f912,SH-9010-1306,Ship,13236451.11,Marine Fuel,Good,5
4f26a1e1-c450-4d84-9fe4-8ea690d68373,TR-6761-1307,Truck,9369.91,Electric,Good,5
4102ecd3-1852-410e-8abd-cd58ebe0b3ca,TR-7612-1308,Truck,22404.19,CNG,Good,4
6dda0175-a242-412a-a1e7-3f3223e16d4d,TR-4846-1309,Truck,3461.59,Diesel,Good,10
b21f4e3d-19cd-4dbb-8e59-2faf1df5e7e6,RA-3009-1310,Rail,311368.85,Diesel,Due Soon,13
8d058fbd-a2d9-48e7-a711-c8afaf714976,TR-5248-1311,Truck,27353.27,Marine Fuel,Good,18
25f9f9f7-9c14-4e38-a8ef-802e87781a85,TR-4755-1312,Truck,11981.96,Diesel,Due Soon,1
2190e723-7cbc-42b8-b2f2-99085efde402,TR-4643-1313,Truck,27322.09,Jet Fuel,Good,3
12fb0ab5-212a-4443-8e09-2a08baea0bb5,SH-4905-1314,Ship,18326820.91,Diesel,Good,16
62b4c801-db3e-4505-85ef-3a80d5988632,TR-2063-1315,Truck,21138.77,Marine Fuel,Good,16
035b0f29-7368-4f18-90d3-571e1ecf4923,TR-1413-1316,Truck,10439.76,Diesel,Good,13
de0e8499-47e6-4689-b711-cab85f340fc7,TR-3780-1317,Truck,3716.6,Diesel,Good,3
11873176-5d92-4783-8314-2a5f428a3778,TR-1386-1318,Truck,27392.31,Diesel,Good,15
a2e6c1bb-6ec9-4954-be97-69175d0b1b5c,TR-7102-1319,Truck,10490.94,Electric,Good,15
f5ebcc36-8210-4ca8-9f82-b1cf024dfe18,TR-8161-1320,Truck,22185.7,Diesel,Good,17
5129eb28-4aa6-441e-9bbd-b82d7ea48ada,TR-3379-1321,Truck,12268.83,Diesel,Good,11
27e03541-7c45-4a0f-8481-0179dc02deed,TR-7285-1322,Truck,18893.67,Diesel,Good,1
ef5d1eea-8b35-42d8-89c3-9b9958617cdc,TR-9574-1323,Truck,17462.75,Diesel,Good,3
614b5cce-0938-4344-bd36-fb20448634ea,RA-4815-1324,Rail,695101.85,Electric,Good,10
3f63738b-e556-4636-8cc8-e3b56c8fa1ed,TR-1999-1325,Truck,22318.93,Diesel,Due Soon,6
9f3b357e-bbb2-475a-9fb9-e537559ac717,TR-7199-1326,Truck,17688.75,Marine Fuel,Good,4
900a34b0-d38c-43be-a570-ec40a1ea63b8,SH-2040-1327,Ship,17580064.37,Jet Fuel,Due Soon,15
da612a13-446e-4f83-9dd5-8c4595dbcb94,SH-4075-1328,Ship,15955349.43,Diesel,Due Soon,15
eea0b416-3939-4e1e-bafe-80a8803d7431,TR-8103-1329,Truck,14852.12,Jet Fuel,Good,1
20eb7f42-4c7a-4742-b451-6f5fee7e1475,TR-3223-1330,Truck,8358.95,Jet Fuel,Good,7
ba358e95-8643-4114-b59c-16ed4b31b1ed,TR-9334-1331,Truck,16272.02,Diesel,Due Soon,12
9aa2cdf6-a365-456e-b1be-84f5af7770a7,SH-6859-1332,Ship,1135967.84,Marine Fuel,Due Soon,17
d75d2085-9b0d-441d-9745-fc3b5a97b28b,SH-3266-1333,Ship,4634953.17,Marine Fuel,Good,11
f9d3792d-e9d4-4663-a8cc-416c9745e94a,TR-2416-1334,Truck,8026.02,Diesel,Good,1
5a7e6cda-ad99-4e09-a223-d059cb62cbd2,AI-8759-1335,Aircraft,93009.2,Jet Fuel,Good,11
649d838b-5088-4be8-be7f-671e56204c2b,AI-5406-1336,Aircraft,76997.87,CNG,Due Soon,2
57b0f3b1-b82b-4dad-aeb1-43773b286334,TR-3979-1337,Truck,4923.17,Electric,Good,9
83f1bd56-8d4e-4a5e-9ffa-cb36cb2db18c,RA-4078-1338,Rail,605907.82,CNG,Under Maintenance,17
446bcd33-73bd-4a6d-bb6f-9241a2175bd6,TR-3349-1339,Truck,19374.78,Diesel,Good,10
6c1bd82a-64bf-4a16-979f-9aee45cf53f4,AI-8711-1340,Aircraft,70058.25,Marine Fuel,Good,3
73bb8f18-5c6d-4bc3-80b9-dd8216ffd67e,TR-6126-1341,Truck,12101.51,Diesel,Under Maintenance,2
71254816-0714-4e90-a129-049de545cfc1,TR-1493-1342,Truck,22048.33,Marine Fuel,Due Soon,6
d251fde6-5a96-4993-97d9-ec98f769fc11,TR-6752-1343,Truck,23036.1,Diesel,Good,14
bc0ebccb-e227-4f69-92d4-83f519037bdf,SH-3307-1344,Ship,2068223.44,Diesel,Due Soon,11
e6ae208d-ffcf-4fe3-be8f-64b123002bc7,TR-9544-1345,Truck,21027.89,Diesel,Good,6
4d212924-9a93-4e82-ac0a-bc114f21d729,TR-5831-1346,Truck,16904.25,Diesel,Good,5
d13ac33f-69c9-41f8-8d13-4da03e74d39b,SH-8722-1347,Ship,10602917.13,Jet Fuel,Due Soon,18
f5fb1a24-e6f9-4555-a858-cc120fef5d73,SH-9490-1348,Ship,17776370.62,Diesel,Due Soon,15
4f71d101-7091-4da0-b4bf-a0b4f6c88d5d,SH-2222-1349,Ship,9493146.59,Diesel,Good,8
f995aa61-f5c0-4e62-b1c9-87ee02f357e8,TR-3458-1350,Truck,13995.92,Diesel,Good,10
60099125-9a9d-42e1-bcc4-ddc67309d994,SH-5499-1351,Ship,18654062.97,Diesel,Good,8
d01d2393-8634-4230-9f08-9fe7854e3212,TR-8430-1352,Truck,21346.89,Marine Fuel,Good,14
766cc545-f090-4e77-9fad-516e3fa0860a,RA-9439-1353,Rail,696530.21,Diesel,Good,2
36a84ceb-c888-4473-ae40-a8f5034a911a,TR-7067-1354,Truck,24416.84,Diesel,Good,9
6ce0f41f-a7af-463a-90f2-23239f205358,TR-7295-1355,Truck,13281.83,Diesel,Good,10
9920e1d0-3cc9-4524-a996-8d9f3efdffb6,SH-1758-1356,Ship,19843789.82,Marine Fuel,Good,5
fc06322c-3c95-4262-88f7-0ff4329af291,TR-6575-1357,Truck,8587.03,Diesel,Good,6
a2bd29b2-b76a-47ee-ac27-a73c535524aa,SH-3804-1358,Ship,9909940.11,Marine Fuel,Good,6
72f4d915-fb58-434c-bf56-e53c6766e709,SH-2007-1359,Ship,18331088.3,Diesel,Under Maintenance,13
9c7cdf32-10e0-4dfb-808b-3f91a72f9b78,TR-8858-1360,Truck,5216.68,Marine Fuel,Good,4
01e54061-3be1-434e-a519-577ecdcd728e,TR-4386-1361,Truck,23951.3,Diesel,Due Soon,17
05e95e29-3201-4b2f-ab21-19a74492296a,AI-4585-1362,Aircraft,46168.19,Marine Fuel,Due Soon,8
a7a69192-7d86-476d-af4e-e60e048e4cb0,TR-8903-1363,Truck,10876.13,Diesel,Good,12
17627d54-7773-467c-973e-6581de8396cf,TR-1409-1364,Truck,23117.55,Marine Fuel,Good,1
a8531ca6-d4ad-4193-b65b-078ab49638c6,SH-8863-1365,Ship,8643480.89,Diesel,Good,13
3474654c-9417-4f0f-bcf3-2ccc55a2c6b0,SH-9638-1366,Ship,24348314.55,Diesel,Good,11
2c683ca1-5b52-4a69-9350-6d5910baf3d4,TR-1915-1367,Truck,21677.7,Jet Fuel,Due Soon,5
ef8dd4ea-4001-46b8-9ba0-8c3fb633c08e,TR-5063-1368,Truck,21986.32,Marine Fuel,Due Soon,5
c260f57e-3494-4d7b-b604-50011c53bee4,TR-3354-1369,Truck,14830.66,Electric,Good,8
2cac0eb1-4d74-48a4-a365-6e21a196a81e,AI-3442-1370,Aircraft,146503.04,CNG,Good,15
a59d927d-4ca3-4a42-b06f-46e155f77443,TR-9462-1371,Truck,15461.44,Diesel,Good,8
e2a8422c-a0f2-48ec-8c87-488d5261435b,TR-8326-1372,Truck,7874.61,Diesel,Under Maintenance,14
c1c1a837-1635-4995-845f-f8cdbff6bd7a,AI-9137-1373,Aircraft,13265.18,Marine Fuel,Good,9
0f9b99b1-ee52-47ca-9eea-63c482c1b013,SH-2188-1374,Ship,6119045.7,Diesel,Under Maintenance,5
1eb7c564-88f5-426e-a023-2a54dcac6c16,TR-3579-1375,Truck,16760.55,Diesel,Due Soon,8
bf90dac1-373f-4479-92e9-d45ef3ed45e3,TR-6728-1376,Truck,7009.25,Electric,Good,13
453eb1ab-85ab-4f5b-b12e-bb0cbb81bda4,TR-8812-1377,Truck,6536.55,Diesel,Good,13
12f41fbc-f6b7-4aaf-936a-1a6aa6d41460,TR-5295-1378,Truck,12631.91,Diesel,Good,5
afd89856-ca16-40ad-8ab0-7ef8f58a25a8,TR-1703-1379,Truck,25785.7,Diesel,Good,10
c45312a2-30f5-4bdd-bf94-0b19a59ab79e,SH-2530-1380,Ship,23513013.55,Electric,Good,3
e9a50817-47c7-4d92-8042-e1c1b5fbe42b,TR-1247-1381,Truck,21004.8,Jet Fuel,Good,11
43360ae3-2b9b-4d17-ab67-21079c7be194,AI-4168-1382,Aircraft,20193.91,Jet Fuel,Good,14
52c826fc-371b-4822-99ed-3a0a9d372680,SH-2193-1383,Ship,15294821.23,Diesel,Good,10
d052a9ae-bd48-4240-95e5-504efbde68c5,TR-8522-1384,Truck,27213.34,Marine Fuel,Good,1
a1e53278-5268-47a2-a502-34fc77236caf,SH-3800-1385,Ship,5344943.5,Diesel,Due Soon,14
72f33c1d-58c1-4dfe-9907-a6cb062cd249,TR-1487-1386,Truck,6895.18,Diesel,Good,10
2c74f10b-a9f8-417e-b1be-5c2e9c5d53e8,TR-2605-1387,Truck,22113.13,Diesel,Due Soon,1
f0ac634f-f6b5-4036-8e96-cfd8996ee4f7,TR-4202-1388,Truck,5673.09,Diesel,Due Soon,3
cc699c0a-1a19-4187-b337-7c7a20407328,TR-9383-1389,Truck,22542.97,CNG,Good,12
a436c96f-e0c1-4bc5-99ca-69efd01227c2,SH-6693-1390,Ship,20392436.46,Marine Fuel,Under Maintenance,14
3ef5d60f-48f9-473b-80b9-2b84d4a33a26,TR-7921-1391,Truck,18688.1,Marine Fuel,Good,12
1f71739b-5c8b-4d8d-a5f3-3257c962e29b,SH-8505-1392,Ship,2224954.05,Diesel,Good,4
6467444d-99d6-4dd3-b502-6aa652fd984b,TR-7111-1393,Truck,26241.43,Diesel,Good,11
fab0f8d4-dc16-4da1-9a0d-9042d0a0391f,TR-7375-1394,Truck,6176.41,Diesel,Good,17
f26c9823-f73f-4f57-b7d2-a6b67fcd3d03,TR-5321-1395,Truck,3948.66,Diesel,Due Soon,2
9ba38e55-0ec9-4d36-a8e9-1261b7855e1d,TR-4118-1396,Truck,4783.64,Diesel,Good,18
8c7b3e14-436f-490b-baf5-24f2237572cc,TR-2790-1397,Truck,26421.78,Diesel,Good,8
f7a0509c-fc2b-40ff-89e0-e98f4bf57369,TR-1684-1398,Truck,9334.31,Marine Fuel,Due Soon,15
19949f6f-42e8-4821-9309-d58ff30bea19,TR-7497-1399,Truck,20889.78,Diesel,Good,15
00095dec-f00e-47df-a657-2b729a593260,SH-9980-1400,Ship,21855980.98,CNG,Good,4
a0973691-d49b-4d3f-a1fb-cc2139c2df3b,AI-5661-1401,Aircraft,142722.23,CNG,Good,15
afd4dd59-42e2-409e-88d6-2cc4fbdfc0ef,AI-3201-1402,Aircraft,146729.39,Diesel,Good,5
313a7024-673b-48b1-bfc1-d0e8dfa09275,AI-1954-1403,Aircraft,74888.08,Marine Fuel,Due Soon,14
5150fe1c-2e6e-4e5c-9166-fdd175b0160a,TR-6095-1404,Truck,27210.69,Marine Fuel,Good,10
1b6aeb60-4c75-4081-a1f0-75de58332795,TR-8213-1405,Truck,16558.67,Diesel,Due Soon,1
35c6de72-47a3-4fd3-bc07-f8a874765530,TR-1517-1406,Truck,18487.71,Diesel,Good,8
c82f3493-8f1f-4eb8-9133-a281e1238cc2,TR-1238-1407,Truck,14508.82,Electric,Due Soon,5
