alert_id,shipment_id,inference_id,alert_type,severity,recommended_action,alert_status
11b4710e-346e-4b28-9572-90d68d0b85f8,22462556-a231-4228-ab9b-48ead96c21c0,9424459e-7d33-470c-86f4-067b2fc8e4ac,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
99ec65d2-0b4f-415c-b9d3-3e9ddcf64373,0cb08e9e-983f-4be8-bc49-be8a928291ca,4774f5ec-8ff4-4e35-acb4-2c7acca994cb,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
d5f89b4f-d089-4662-b590-a72d5a519d69,9ff01039-2e0a-41e1-84c2-71349a6369ae,11970327-8a6f-4745-b190-30ca0de18544,Anomaly,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
9826d214-43e7-47fd-b159-ed4ca5567494,66ee6920-4632-4db3-b7f6-aafde7e251bc,5ec5c983-6f25-43ab-b7d7-1b161a53cd40,Anomaly,Medium,Monitor shipment status and refresh prediction after next tracking update.,Open
d0962d81-c779-4915-9151-0fafab9d5f40,f6006d4d-a014-4364-aaa8-cdbe9896ff08,e629cce2-6e3d-4a64-8301-50240073af88,Anomaly,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
4e2b85ab-ed11-4218-9f60-c0a433f6602e,3e5ffe00-7fa4-491b-9dcd-17369230d3ae,b6fddc8b-2a1b-401c-b118-7bfab49ad3ac,Customs escalation,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
13fccf60-f52d-4678-ba63-14f99057a6c2,bf529bed-1fd2-4810-b6cc-9b20eec5205d,caed78d3-93cc-4c22-9e6e-eeae1aba4599,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
082eb6e7-98bf-48d8-9d5d-7536c903fb0c,8b34af0c-888d-4438-b8be-bfacf2856ab2,5520201f-b4c6-433c-993b-0530b59221af,Customs escalation,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
fecdb744-8d0e-4086-baf9-4caf08bb6b65,64bed278-9c81-43c2-9e6f-6147b8fb0c59,1a98cca1-087a-4c37-bf57-57659e6c5ab8,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Open
96d368c1-e0fd-44e8-9db5-231946640dc0,a6571035-62ff-46b4-a707-7f3a336aa99f,61c28353-373e-4956-b344-abf9a2c2556c,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
1aec5c4c-e799-41f9-9519-3941a81ea0b6,49a37776-ebc8-48a9-ae90-6136ed0eeaf3,bf2f402d-f58d-4662-8db3-414771d50bf7,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
15ef4122-4d41-4fd0-9972-06219b59f2d6,39d4e909-f34c-4792-8c2e-4db14d5df519,67b0a883-00d1-41f1-b412-cb2f63474be9,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
9a5b0038-2b5b-4279-b293-b21aafbad4a7,11b23a92-68eb-4f79-bfae-b7f6257250a0,d32f8210-fa49-4ac7-8d63-9e50946459a9,Anomaly,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
0a2479d0-ddd0-4580-b19e-58b21ec4bdd2,683fce0c-5a0b-4721-b07d-f67baa5ac3b0,3f45fab1-4227-4218-a77c-f09a479989bb,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Open
f55dd879-2f51-4048-8ff6-3a277347f33d,6052c525-e12c-487d-804a-733a5590b4ba,f2a18478-5837-4a81-97c2-09fcf12cfc2d,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Resolved
f79c9685-8ce2-428c-ba67-18fd0862e711,2faa114f-0f5a-4113-9e80-d97bdaf8b3a6,0977bb9b-8db1-4375-bca3-75f0d6729728,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
8fbc86d0-9275-4f0a-a982-828dfe1d3ca7,c1189066-53ba-40a7-a3ab-27818101fa8a,c08f4830-2361-4cb4-b54b-90cc779943c9,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Open
6535443f-92e3-4a1e-ac83-f2a17a46c9aa,94e238b9-c55d-492c-b2d2-abfec4c7d6b9,87916936-44c5-4120-afa6-9c2370bc9f8d,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Resolved
eab3d488-a9ec-45f5-9b98-73ee10f96639,74bfa2fc-05b3-4b36-84ed-229414b46c76,1f838885-61a1-4b44-b324-109191492ee1,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Open
8f502461-48e6-48ce-a462-f9956145af37,0f69fecb-0f3d-4c01-b52b-026b9119b832,ba1e632c-600c-40c7-914f-ad6efbe53bb1,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Open
2b2e5e9a-4d6e-4708-b226-16e5af874671,22119053-476a-4e91-bd6c-6face2fd79cf,5ba7e176-1aeb-4195-a651-41c3527f9289,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Resolved
c73a6044-76ed-4969-a9ad-4ea4147e4249,e1befdee-3878-4e89-9713-917fb6f48f6b,29e03131-c319-492b-a552-59f4627d701e,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
5b87365a-285e-4fe6-8d00-bc566863e4f4,4e4204b2-6203-4b09-9b1e-7818af736d41,4a6a3cc2-9698-421f-826e-920f36d6e2e1,Customs escalation,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
3af278c5-d0f4-461a-80f1-ebb65f55ca7f,0bbde1d1-f665-4f68-9f3f-593277d257b3,5ab2df78-5248-4e8d-9a98-bb031f5bda86,Anomaly,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
05d8b48f-24a4-42f4-87a7-1ff86e1882b2,c96183c4-f2b8-4db1-a3a4-c2664dd5cd3e,12c76337-8718-413f-b65e-bacab2c4ec61,Document issue,Medium,"Request document review and confirm invoice, packing list, and customs fields.",Resolved
56f47f1c-3e45-485d-b195-534e278b94a5,e76349b1-a405-4b5e-8397-53f499a71bbd,901edef1-b869-4dec-a94c-49ee66e4f128,Model drift watch,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
db85f611-a66d-40cb-b42e-ab5ec1832599,8d0eaf9d-1eba-4e92-ab37-f4709ea281e9,232edf69-aee7-4a52-bbe9-ec713311f085,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
8df8b653-0c78-4c39-9a0d-11d02724b463,9cbc3ec5-a1aa-49f4-80e6-701b801c2790,14e56fc8-a95a-4c2c-958e-d13a909896c1,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
e4e0e8c4-ccef-4134-b53b-3529a356ac4d,d8e09209-03fc-49fe-b32e-550c81caab7d,f38fc71d-fea8-4d3e-a640-905060fc90f9,Delay risk,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Resolved
05e2b2ee-d702-4c81-8f82-be6b650441d6,ae34f8bf-b500-47ed-bfee-bb342be795ce,a1f8c899-3ceb-48c9-8133-0eba32e4456f,Customs escalation,Medium,Monitor shipment status and refresh prediction after next tracking update.,Resolved
935a081c-3f4b-4447-807d-ac33c38021b5,0dcfc194-a3c5-4435-a209-fcc12370570b,4740d875-c200-40de-9c8d-56e4966fc4da,Document issue,Medium,"Request document review and confirm invoice, packing list, and customs fields.",Acknowledged
10ab4288-5fb8-4b9a-a724-61db4dbf3aca,602e3ff8-1de9-44d3-ae7c-055058686a95,35534527-6b3f-4f7a-bd74-44194260d802,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
ae724324-a34c-4dcc-8158-ca56c115e8ec,53fc9cb2-3404-40a6-b54f-73cb36cf72e3,9d38a4c5-061f-4e9d-99e0-67c804567844,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Acknowledged
add982dd-9ccf-4c8e-8b83-3dc358131906,4587e21c-00f0-4867-a9fc-a58f117242f5,f124bfe7-87c1-47e7-9f6e-0aea6375d230,Delay risk,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Resolved
badbec9c-5145-45fb-b966-4c7e439f4a9e,4a677360-cb1b-490a-a79b-f241dcf442e4,6c5948bc-bdd9-4522-ad50-c24eb3677425,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
d268c05a-1c36-4b13-99ba-21dcbbd89cad,b412857a-97d5-479f-99a7-57b38cd71be1,c5539316-da2d-464b-a939-36cad5548d9a,Delay risk,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Acknowledged
e6435fae-3d8b-4513-a46e-06d604833318,5e401cb5-be1f-4d0e-b16e-72221aa57921,2d68dbca-9117-414f-b9bf-b8b8cf07f959,Customs escalation,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
6cc5bccf-d13a-49dd-acf4-778ba72086c2,7bafbdfa-d5ac-459f-8a77-6c40875e647f,b51f8284-22c0-48fb-a807-ec6a02b2417d,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Acknowledged
71b9ebfe-7709-4e3c-8ba5-3f63d62532b7,5c7cd891-6a80-43c3-a6a9-99a8b19b756c,93344c4f-4b7e-4b53-8948-4cbbd0306544,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
11809e2e-1a2e-4efd-8b03-cecc0fa96c07,75eb4c60-644f-44ad-b26a-2bd17765ccfd,0c43ca5c-a563-44e5-92a4-39171f1cca8e,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
9a5ab007-cdb8-4005-a110-08120dd940d8,825ae616-fd3f-4127-9239-ee57f7d74c6e,68d2aea1-dfa0-4d38-a290-fb2b897c4ed8,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
115b9e3a-1e1a-4e17-96c0-d518337f3259,bd70e779-5f94-4c7d-a5f6-5f2da8e27762,21592c26-ae62-441e-920e-16d63c7a7131,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Open
85e1aa07-ec3b-4af8-b7ac-131f339899b9,b7db764e-3a38-42a2-a524-91264de81adf,1b3474c3-e08c-4b07-8660-c21fda7bec48,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
c2637db5-1a13-4aa9-a2ce-a2e731ed23a1,5173a44f-58fb-4c13-9c69-6a8d8e9b411d,745c0eba-0df5-44d9-aec6-fb9467a717f4,Customs escalation,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
e118b789-f932-480f-afbf-3b0737a2807f,b7f340cb-a9fa-4869-8747-73e77dc1138d,b1f69c33-aa51-4cd1-b2af-0dcef33b8ad6,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
9401a4ea-bb44-471f-b607-b9eced996924,a78dbc19-4423-4bd5-8f44-0139aa389ac2,57b0472d-d943-414f-b61d-1561daa20343,Anomaly,Medium,Monitor shipment status and refresh prediction after next tracking update.,Resolved
097bc04b-5cfd-40ba-9642-a7de08af390c,ac48de09-1087-4155-a6c7-b6267dc2f82e,2b809c0a-0e25-49a6-8826-0581c975ecd5,Anomaly,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
60a7964c-0583-4885-947b-f194b4f36563,6f451b95-2ce4-414a-bd63-1ef232fdc059,0606d27e-df28-4b7c-adf1-27332a9537b3,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
5c902267-b00b-4859-a832-c2d0ba54be6a,d0672de2-ffc8-4e7c-bef6-d299f3117e9b,0f659c71-7079-4222-b4a8-af91278002f1,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Resolved
fa749a62-2888-4c16-9f03-bb36a9082e48,0a07c3b2-d7bd-4e02-b429-22acec857da2,c1ca1dba-febe-4528-ac9c-e0e952519dee,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
2e4108e1-4399-448b-a467-6a82ed024784,f2f49b65-9e71-48ff-86b5-b89c22fc4ca9,c6c14ac8-4d56-4812-af46-8ea8091dea58,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Acknowledged
2b18598d-59ef-4d09-a66d-774345ee1686,b30ae770-9f12-4fbe-9e63-ebc1546db6f8,76fdc615-7bc5-46a4-9611-52fc3e64a91f,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
455e6b96-a82c-4a49-9f62-87eb55d6a107,a3c4afa7-2529-420b-868d-3b092bf84d54,1dd9b3fe-931c-417b-979e-27cfa35270b8,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
3c9af431-2d35-43c9-85bd-da686319192e,84b2f879-a2a4-4f24-8692-78f2a01b4543,786fb3f6-7130-49fd-8656-0e2b2a3bfa2e,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
623cdc82-73f1-4751-8642-08c7c98b096d,7ddf6d64-ab62-4846-913f-156dd197c822,02bc4768-3ab8-4b41-9d14-0a03bf3493d0,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
ecb922f3-e7d7-4b1d-b2dd-0ed1fdbb9889,bb4952ac-ab3b-4f18-a9f9-85737c620092,f7ad06b1-2402-45b2-8b63-0faf04e4c0cc,Delay risk,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Open
ab819bff-1abd-460e-a65c-b3d31e71daf8,4a6d494a-d878-4699-9a89-00c3f89893b6,18c4c2d7-1c8d-4385-9511-464f93380ced,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
b3c58bbb-48a7-4ea6-adb7-8edcfa16fe33,45244baf-aa6f-4d6c-9163-f574baf6bf1d,0a5f61f0-71c8-4f5a-8471-f6c7931e46ac,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
a995e203-e27b-4143-8823-efdfbbe5c9c5,31fc9c84-48ac-45e4-8a4b-3708d526ceb2,1f60fa4e-2265-42a4-995c-aeae2e00f2b0,Delay risk,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Acknowledged
cc71eb0a-b394-43dd-9963-31fba0c1b1ae,33b33c19-9df7-4f26-9d1a-8580b8863bbd,b491a892-e057-4eed-b5ea-f4fd8095ac99,Customs escalation,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
b5519fa2-defb-4bf6-b770-fe6fb3f8a614,b4672059-76d2-4651-8ecd-ef1e71c23527,a15209cf-a1fb-45ad-a148-37c870d6805d,Document issue,Medium,"Request document review and confirm invoice, packing list, and customs fields.",Resolved
2eb68589-5be9-4fc2-b8d0-bc00194150f6,f33c5f41-8f98-4575-8a9a-9f858da31285,b91f17c9-db11-43df-b3d9-0d58f3cecf4f,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
b8a3aca3-04d1-4d95-ae4c-6f29deea0cf4,1354c00f-3ce9-4e6a-9786-a0908a5518e8,7e0e182d-d1e0-4b63-9a0a-59024619114c,Customs escalation,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
572637d9-5050-459f-9b2b-aea4a57b3ab2,24079a38-2a31-47ac-af9e-23c2befb263b,aa6d3681-00ea-41f6-afe0-35f5685f90d3,Anomaly,Medium,Monitor shipment status and refresh prediction after next tracking update.,Resolved
54de6bf2-67c5-463f-b6db-9cdae2878064,2e3b55a7-715d-4b9d-839c-bb20805da602,921fa75e-b920-48fe-a743-2e354f8cfa9a,Anomaly,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Acknowledged
1932b299-aed7-4351-8789-c6c9009d791f,d029a2f7-3064-453c-aa41-a3d68c56a81c,aac0040d-47b3-48c1-ac00-47352c66feff,Anomaly,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
25e268ae-6c12-4378-b0f7-40229e785312,1465a6d3-4aff-4e83-a157-a6ffd4d69ad2,3c5f575a-34cb-4b35-b445-98153bcda88e,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Resolved
62330b33-3150-4bc9-bd5f-cea93995d45c,97af200d-5ea8-4f58-906c-07f8f70a62de,d979e10c-194c-46e0-814c-3623ced1f766,Anomaly,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
36d0d7c8-4f72-4e08-97e4-c2b27f03c02b,69639177-4224-48b3-a1ec-acb11eb8967d,f5aceb50-df2b-465e-948c-206d67675e09,Document issue,Medium,"Request document review and confirm invoice, packing list, and customs fields.",Acknowledged
4e15dcd9-a7ab-4ee6-b68e-508a4e5e317f,40a51f6f-6f6c-47e4-a5a7-1725c75fece7,18935bca-c8ae-459b-ab21-1b8f08a92f4f,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
10ac245c-9c1e-4ce6-9123-9620ef1228f0,35290652-9444-4e78-8ff2-f82fe2081af8,959e6638-cbf4-457e-8597-121e6081e00f,Anomaly,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
c40245a8-3362-49b7-8b27-2f3bd2441b81,e2c88431-c05d-46ad-864e-53c501f9195e,9ccced68-0e01-4004-992e-2c5cad8a7df8,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
5cc0c0dc-f8d0-4709-bb02-2c7eb1a1a259,f5ddf724-374f-41e6-be39-e0dd8582723b,db1c0107-6c5b-43ab-ac2f-04668dd6757b,Customs escalation,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
bbf449e0-e8a0-4d34-b8e1-2064dcfa62f6,d95f20aa-54c7-4c61-a9a7-e61dea6543ef,e583a612-04a2-45b9-b146-58aa004d2f7c,Customs escalation,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Open
8b7ebb64-d060-4245-9c48-d1a7bb32f6f3,c06b7058-4c95-49a7-89cd-5150428fd8c5,8ca620c3-83db-4627-96ae-90301803241d,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
d4ad764e-43fe-4380-99f3-411477ffc3dd,95af32e4-d600-4d2f-a3c9-58949710eb3e,0579d1c9-dfa7-4c50-896b-2b38e0c8b2ad,Model drift watch,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
babb413d-59a4-4d6e-b90e-ced14371f9e4,bd0e4021-6b37-4dd5-a9e3-1993199958f4,47c3c7b9-53e1-442e-8478-6a1ce91263b8,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Acknowledged
af8e2650-f6d5-4e73-b32d-6c8e95edc0fc,a1f9768c-8414-4b3e-b6a5-3b5f85e70621,5ae613ee-12a6-4629-a4fd-284b7a47e9e3,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
dcfe9b7e-1114-47dd-8f97-5f2c75530f15,2d679668-7cd4-4f0e-a1f0-ace451a7c984,d51c31e5-d5ae-43ec-9ebc-4fcd9ff1ee3c,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Open
18a67791-c478-4e70-acf8-ec244b2994ca,0d3b0265-6b06-4d52-8192-818b218683e5,ed9e6531-44a2-4913-a8c0-bdbcb8ace560,Customs escalation,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Acknowledged
31394797-410e-4503-a0df-07150f47aee3,43450232-a98a-499f-a30d-96628b9272a9,42635043-b98c-419e-84ba-ac6f5df52286,Model drift watch,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
07f47c2c-aaaa-4405-9d4b-f0af21fdff3e,26d03bb0-d2db-446d-a324-7ca997af21c3,afb4c7f5-3e8a-4a5d-bb4a-88af7bd9e4e7,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Resolved
2b715674-a334-4a21-b0c4-fab5d600903f,637b56da-9faa-4348-afed-659d24068aa9,d4adbf3d-763f-480e-abc1-d0cf25e04369,Model drift watch,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
15b27c50-b551-41d8-9f11-f8e451059c2e,c042f6f9-4041-4929-9750-fb92796bd1af,420cae10-ceda-473b-925f-aa28516dd216,Model drift watch,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Resolved
e94b0bf6-9bd9-4332-825e-87dc4e2baf47,4c3a02dd-b131-47a2-912f-ebcaebe5424b,d83d6273-e2f9-4896-8bc4-e5727a3e3b1c,Anomaly,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
69087703-fadc-46da-9ce0-439cbd954ec2,06f05fdd-9e1c-419e-90b4-75f6f5521aaa,ab8085a0-239e-421c-a416-b24a29dd15ef,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
7825a589-e086-480b-a2c3-07812633f843,8d87de62-d0d7-4433-bab0-ec83eaae9747,698980f6-0bb5-4c4d-aa1d-8159fe9b6bfa,Model drift watch,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
ff44429b-802d-44d9-b004-f90d52b1bd68,a5615810-3bc4-4ae8-8d8d-4d570997db52,68883343-181d-49d1-9539-21301ad3c009,Model drift watch,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
4d676a1c-515f-4746-ba2d-e303d6a760fe,f3ffeac5-a74f-45f5-a607-4c75e3cd5916,a0d3300f-8bee-4100-afa1-48694daddec5,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Acknowledged
3c297932-8b65-4d0f-8ed2-49a2a60092d7,c8556c42-d732-4ba9-ad93-3e2e6a978d77,b2d4734c-e1e7-4752-8571-1baa0f479d0e,Delay risk,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Acknowledged
bc9f3507-f9d2-467c-bef7-4adf88c7f3fe,f73e1b29-8859-4204-9eb1-1a1b1555b8e4,490e6300-7f8c-4dd1-aed2-5e829f88fe3e,Anomaly,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
14280615-2f24-421e-a91e-bcff46f362df,45bd9734-372a-49af-a7b5-f03ce948897e,99d2c165-a4bb-4972-bbc9-bdf59069b29e,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
c1991557-bf8e-40e3-afa0-bd7cd841a0aa,5ee0a0f5-6d5a-4416-a3d9-e8bef2de6463,a57eb735-14e9-4af4-9501-a4b027f2b056,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
cc264fde-d3da-44fe-9cb7-c70ae140d30f,0c8e21d6-eee7-4f59-bf26-3b9a1ecf7cbb,f838ceb5-e0f7-4c86-8f9a-8db3deba48db,Anomaly,High,"Create proactive follow-up task and validate customs, weather, and carrier status.",Open
5337248e-b39e-48ef-8d05-d38177c709b0,ec414011-0687-4a3e-9576-4ae02d9064c4,3155c701-5822-4205-b427-7887aa028a56,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Acknowledged
2446c339-c920-43d8-9134-9884de2e9230,ef96a93c-6bb1-4db2-bdff-9dd90d871d3b,768bfc2e-09ad-445b-ad00-982edc8f06b6,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
718e282c-e4f9-41ed-a047-9697e672f0cf,3426a6e3-ba42-4f5a-8e80-a799e1c70eb8,eadf635d-b8a9-4387-ab78-70ebf70b72b6,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
8c8bc27c-9acc-4235-90fc-d7cde791c8ab,553bb824-a882-4958-aff7-b1f7fb005962,5fda24bd-210d-4cae-942d-500303437111,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
5dec0b29-00fc-42a4-a846-bc8c0c067fa0,94d74ff1-75cd-4393-bbd2-49e3c71f3daf,6caa7bf9-8c93-45e3-89d5-658eb4a94c5e,Customs escalation,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
4dc3d664-eb90-4336-a14a-305f10f3dc32,5011c740-2176-4725-8d97-345f800b27eb,3aaa9a6c-5e20-4c4d-b8a4-ede5a6e190ca,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
fc596c10-021c-433b-8e98-223d3f3f3b98,9f1d3857-05fa-4f67-8ab9-ceb23849aab3,44a11af5-b4f2-4751-9383-4d692ae207b9,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Open
883c0cf8-13ac-4506-86e2-44ebae3178af,ba0b8618-4663-4232-af03-1c9e6db5cc56,a87d1281-f826-4ddd-9f57-056a5981accd,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
7008b9d1-8447-498f-b8f1-c15fdbca8b1c,bab55a8a-be4c-406b-a7a7-41970d914031,fae42870-6645-49c0-850d-b296f77c0836,Model drift watch,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
e81d8be5-5f80-4a94-a636-a53bc351f65f,1fd7abe3-f281-4ae6-919b-9c7e7edc03e0,2831c12a-34b8-49b3-aac2-85e4655b1015,Customs escalation,Medium,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
72bb9f1a-ec63-4cb7-95bc-34d76fb7925f,103673b7-d26d-4656-a909-45d311631d5d,ecc1a824-c70b-4460-9686-849d6fbb127a,Anomaly,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
83a53339-7492-4f68-a285-874b4f2d1246,3b9e4682-66fa-4595-88e7-71f77776c970,96ff14e3-85f6-44c4-a4cd-6d2ee9457caa,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Resolved
622871d2-3425-496e-abe0-4a4c47d200e8,f33d1dd2-e062-4a23-81fc-942d52edcfe3,674559c4-8a94-4cc5-9e13-dcd904d3cb9b,Model drift watch,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
cd538679-05d2-413b-b6a6-b5dc8e8a1844,8bf1c835-e81a-4867-ae0f-a5f45179c3c1,55b41277-7e7a-4e4b-a534-7b1256fea76c,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Open
0bb21d00-1edf-4264-b224-d81be03e280f,fc144b19-664c-4a2a-b84d-c0c56232d656,de541b47-ae83-4caf-9995-bc39a896b111,Document issue,Low,"Request document review and confirm invoice, packing list, and customs fields.",Open
ca782379-0459-4178-ae60-77782d3c805d,ede2d241-5b96-4d21-85f6-2e8f10ae287b,8ea3be36-624d-4790-9b9f-85224719935d,Delay risk,Medium,Monitor shipment status and refresh prediction after next tracking update.,Open
ae0748d8-e9ae-460d-9005-8cd48df726c0,3d8e3c20-2896-4f8c-a782-88fd9303a801,91230e13-2c7c-475c-9241-09a76538ac80,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
19f8aecc-2294-4014-9ed3-dc326f4b4c8a,03859d2f-66ff-4feb-b0b7-ba79fb06ed3b,fc7869f5-9e38-45c3-9ae5-fec070627822,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
f75d9772-998b-4f8a-92f9-08df5c72b303,d46fa0c8-ee1c-4307-bc12-65b7d2bf10e6,1bbabb01-dacd-4e6a-a43d-3670b6ca1d08,Model drift watch,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
95941bb5-ccc1-4644-9b99-d1dcf89682ec,becb8da6-4621-438b-8d72-d902a2a20994,d5a918de-f0eb-48a3-a61c-21bb99aa5a3f,Anomaly,Low,Monitor shipment status and refresh prediction after next tracking update.,Resolved
57696880-1182-4593-849d-99da8870b6d2,9d941f55-b588-412b-abb8-e30cc3beb5cd,5ebe9bd6-3cb9-4aae-870a-ed92466a0534,Model drift watch,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
bbad3c0a-b729-481a-a155-8efde6f04737,292659db-eee5-486b-a527-23a2500da166,e983a95a-86b5-418e-8d3f-2ca49471b4a6,Anomaly,Medium,Monitor shipment status and refresh prediction after next tracking update.,Open
02f6b591-0ddd-41e3-9c07-84765284ef99,fe6b0d92-a030-4a05-9e28-ff54f5d38614,ae1df5d7-b6de-44e2-b5ca-5fb1a8f56de0,Delay risk,Low,Monitor shipment status and refresh prediction after next tracking update.,Acknowledged
