carrier_id,carrier_name,carrier_type,average_rating,fleet_size,years_of_service,headquarters
7382b015-c786-427a-aac0-50da95a17513,Hapag-Lloyd 1215,Road,4.36,250,34,China
9ab58456-6ebb-4a2b-bfee-9cf7fb305f12,DP World Logistics 1216,Road,4.1,2971,37,Japan
1753ca13-4b34-4b80-ae39-7ffe494fa322,Allcargo Express 1217,Air,3.81,1399,20,UAE
e2593cf5-84eb-4412-a6b5-77abb7e9d194,MSC 1218,Air,3.91,31,19,United States
bc1ee29d-5313-42c4-82d4-d4ea9e4eccb7,Hapag-Lloyd 1219,Sea,3.96,4019,37,South Korea
de43a21b-9528-45fc-8bdb-12f446fddb9d,Maersk 1220,Sea,4.5,3342,5,United States
214fe649-f299-40df-a082-670f10a134fa,Maersk 1221,Sea,3.5,2493,20,Germany
8c365a86-2ba6-4abc-8a39-5dab7299d0bd,CMA CGM 1222,Sea,4.55,1472,38,Netherlands
06dcacde-50a0-4d99-8651-dd9359698af6,Allcargo Express 1223,Rail,3.28,3533,3,United States
dfba88ac-5c0d-479a-b410-b8116f134fef,Kuehne Nagel 1224,Road,3.12,1993,18,Japan
f80a113b-f0be-4985-a2aa-1a58ee90dfd3,Emirates SkyCargo 1225,Sea,4.5,3258,31,United Kingdom
307e9bed-e3f1-45d0-bf3a-3b78c81f97e1,DB Schenker 1226,Sea,3.76,2597,14,Netherlands
100ba6d9-e94a-4378-92f8-67902d850ed9,FedEx 1227,Air,4.59,1777,3,India
4d4c5812-b19d-4e33-9b68-e3615849e9df,Allcargo Express 1228,Sea,3.75,1810,11,China
aba4a267-248b-4e5b-bf55-461645f06aa8,MSC 1229,Sea,4.09,2881,20,India
f6260e9d-99f4-4d1d-a0f3-8b796b388f4d,DP World Logistics 1230,Sea,3.37,47,17,Japan
3f8bf486-d1df-4756-bfa3-3bacac167b6c,Maersk 1231,Air,4.42,1832,10,United States
befcd7db-590b-4423-9fe8-d8e4c8ee0994,FedEx 1232,Sea,4.73,1618,12,South Korea
9d397eec-46e2-4645-b04c-0da6abe4627d,Allcargo Express 1233,Road,4.44,2312,36,South Korea
3e2db4d6-4665-418b-952f-8f395eb68ac6,Kuehne Nagel 1234,Road,3.25,3264,7,United Kingdom
df1e3bd3-56dc-47a6-a374-72c0ea27b151,Blue Dart 1235,Sea,3.51,2055,33,United States
50f4f8d6-2f0c-4528-a380-7fbda9ffc6dc,CMA CGM 1236,Road,3.59,3561,18,Singapore
b6877da1-5cd4-49b5-84f6-988a94cadc9c,Hapag-Lloyd 1237,Air,4.74,2030,23,South Korea
ed4f5b2a-ce53-4e5f-9f95-01cbcb83930e,DB Schenker 1238,Rail,4.74,3518,7,India
35751f2a-3479-4a2c-a009-c0867564a715,Kuehne Nagel 1239,Sea,4.18,1410,3,Germany
793430d9-3b72-4d50-9a52-989e8b518640,Maersk 1240,Sea,3.59,3016,38,Singapore
e3d3eb51-be7a-4a20-b8ae-d9429a51ac1a,Hapag-Lloyd 1241,Air,4.67,3433,5,United Kingdom
cd1ae363-cc2f-42ef-9a3a-ef0656c3ea01,Hapag-Lloyd 1242,Air,4.1,3656,4,Netherlands
f10a6dfd-f58e-42aa-90f7-dc08206488b3,Emirates SkyCargo 1243,Sea,3.61,1598,33,Singapore
6033e415-79e2-4b5a-93ae-8c8dd45b3015,Maersk 1244,Road,4.84,260,21,United Kingdom
57c5c16d-1136-4577-bf10-e49e076a7b67,Emirates SkyCargo 1245,Air,3.58,2239,14,Germany
3cca501a-3278-4561-a88d-9f554401ab84,Maersk 1246,Road,3.74,2959,37,India
fecdff0e-6c88-4a3b-8dfb-0d411f02be35,Emirates SkyCargo 1247,Air,4.78,569,28,India
3f3ac883-5e24-4c99-9b79-2d427bb60a74,Maersk 1248,Sea,4.55,2128,20,UAE
e8f52c59-5217-41d9-b8ff-22786645ed6d,DB Schenker 1249,Air,4.0,589,36,United States
6aea3854-05c2-4ec2-b141-4f1dd6d8fc9f,DP World Logistics 1250,Sea,4.61,1507,10,South Korea
5eacefc0-5f5e-4f2f-a481-e3e02dde7940,Maersk 1251,Sea,3.97,34,29,India
cb756966-928b-4aa2-a3cd-157d5cc3f500,Hapag-Lloyd 1252,Sea,4.11,3263,33,Netherlands
78695e4a-a33c-49e6-8937-5e036077faec,Hapag-Lloyd 1253,Air,3.3,83,27,United States
76c9c67b-7958-4877-a2d1-5bc741cd9fce,Hapag-Lloyd 1254,Sea,4.03,1546,30,China
006f9f62-4802-42df-ade1-5e413e1920ce,DP World Logistics 1255,Sea,3.15,3928,27,United States
07dd020d-b9ae-4936-8614-e269432275b4,Blue Dart 1256,Rail,3.68,2807,18,Germany
ecfd3d74-a174-49e9-b1c0-9c4e600d3b38,Kuehne Nagel 1257,Road,3.26,4114,31,South Korea
2f4ef03a-c84c-41b7-bcda-3229f2b84b81,FedEx 1258,Road,4.3,2307,14,Singapore
6dd36dd5-b631-482a-be19-b2cc49db640a,Maersk 1259,Sea,4.01,3620,18,UAE
d9168b02-4cf8-48b5-91e8-5f8c3a1ad99a,CMA CGM 1260,Sea,3.87,1882,15,Germany
5570acd1-123d-48ba-962c-91d6d0afbc90,Blue Dart 1261,Sea,3.79,2994,33,Japan
f0a80dbd-b450-48af-abdf-14063a9e6bda,DP World Logistics 1262,Road,4.65,3358,8,Netherlands
2eb6b109-5f4c-4447-ba8f-9460a71c48a9,MSC 1263,Road,4.33,230,32,India
a3212b53-ac26-49c2-a30e-16f8d42f7662,MSC 1264,Road,4.55,3638,35,Singapore
212854a7-10b1-43c7-bd56-b3e4ee6c765d,FedEx 1265,Road,3.95,2102,20,Singapore
aa8e2b58-828c-4c1a-ab88-65cfa31681e9,DHL 1266,Road,3.66,3883,19,Netherlands
b0fa4a81-5c70-44c2-ae48-ea32d345cd61,Allcargo Express 1267,Sea,4.73,3062,26,United States
5be1c2b8-8800-47c9-98ba-061e752a6614,Maersk 1268,Sea,4.76,3512,8,Singapore
323c579f-e8fe-4e44-8e89-74348a971800,Allcargo Express 1269,Sea,3.77,1465,17,Germany
87811bb6-5070-425c-8ca9-e4009d10fafa,DHL 1270,Sea,3.57,3115,3,Singapore
531b56fe-1056-4280-9f93-f3afb107af93,DB Schenker 1271,Sea,3.57,3745,17,UAE
f53229a8-6494-45c3-84f9-bb68a0632707,Maersk 1272,Sea,4.41,1397,20,United Kingdom
6ea76ef8-a939-4d8a-b331-281c91ea4426,DHL 1273,Air,3.15,1281,8,Japan
8450a981-9335-4ee0-ae8a-a00a921d14ea,Hapag-Lloyd 1274,Road,3.27,2919,17,United Kingdom
1e03fe26-2272-4405-a202-eaa666e1f71c,Hapag-Lloyd 1275,Road,3.95,700,26,South Korea
c3e8f2c6-1630-4a25-aa82-e26a8559bd7f,Maersk 1276,Sea,3.64,1878,12,China
6024426e-706b-4551-9064-51ece329b20e,Maersk 1277,Road,4.73,321,4,Netherlands
903f8878-709d-44b5-813f-57487cec7bbc,Hapag-Lloyd 1278,Sea,4.76,1577,28,UAE
f356d296-9aa6-4c49-9d8b-a68150061849,DP World Logistics 1279,Sea,4.05,3802,8,UAE
68e7017e-4cb9-456a-bc59-663803fb63ab,CMA CGM 1280,Sea,4.08,2201,16,Germany
ad2e6b6c-7e98-4da7-a89f-e93a0a2278dc,Hapag-Lloyd 1281,Road,3.96,1943,29,China
a1be0dd3-ef89-43ca-9841-e701bf4139a6,DB Schenker 1282,Sea,4.75,2213,24,South Korea
47f41b57-ff19-424b-8fa1-d9f27f648c66,CMA CGM 1283,Sea,4.06,4014,15,China
81d38fe5-0413-4d2b-bde4-f690db179875,FedEx 1284,Sea,3.31,2225,25,United States
317f9b5f-259d-4424-b747-ec2939dfb096,Maersk 1285,Rail,4.35,1194,17,Germany
fbd5c1d4-8238-4f38-9d1e-9dfecaaf6831,DB Schenker 1286,Rail,4.66,4193,13,Singapore
71cc7344-5ac5-48c2-8448-fc3279b2baf4,Emirates SkyCargo 1287,Road,3.92,2158,23,United Kingdom
601a03c5-2123-478f-adb4-5f951d3b918c,MSC 1288,Sea,4.54,1015,26,United States
ae032c63-cc14-4f79-85f6-1c06ce395c49,Maersk 1289,Rail,3.84,3339,33,India
131b338f-af5a-4417-8e65-77ec49af1920,DB Schenker 1290,Sea,3.59,2858,31,UAE
8cc90dbc-d546-40be-b347-32d3145a11db,Maersk 1291,Air,4.88,2661,10,Singapore
2eb8097b-b51e-45a2-9d4b-514c8091a3f8,Allcargo Express 1292,Sea,3.86,2671,6,India
e853fb73-d868-4e49-846c-38359cb1b343,CMA CGM 1293,Road,3.26,1582,20,Japan
86d0bf67-29e1-49e9-a7ab-da76651a5058,Kuehne Nagel 1294,Sea,4.7,3053,29,Germany
ddd22eb9-c5fd-47f1-9ec2-fd2a5b469c28,Blue Dart 1295,Sea,4.15,3638,31,India
bae58a01-2e31-4597-a833-3144d581a1fd,Maersk 1296,Sea,3.69,1575,9,India
8d7c4f95-63aa-4e29-896b-e36281068cdd,Maersk 1297,Sea,3.14,2182,31,Japan
feae86c2-cba6-4134-88b5-aed86e5e8ee8,DHL 1298,Sea,4.57,2586,10,United Kingdom
48823972-35e8-4059-942c-e5fcdf89282b,MSC 1299,Sea,3.24,2218,12,Singapore
765faa37-5a87-4bd3-91ec-095c1889cd79,Allcargo Express 1300,Road,4.26,4012,10,UAE
b3af43fc-2402-43c4-8b8c-fc22f4a21500,Maersk 1301,Sea,3.26,3221,26,United Kingdom
4c7ffbe9-3f6c-4422-97e4-cb112fceef74,Emirates SkyCargo 1302,Road,4.05,2940,16,South Korea
fdf80cd2-2ffd-4c7a-92f9-fdee63ab91a1,Allcargo Express 1303,Sea,4.2,3646,20,Germany
7ba44350-9287-422c-a621-cc2cd646e9b9,Hapag-Lloyd 1304,Road,4.55,2182,38,South Korea
401d71f0-d6ab-4012-a252-987c89f9c2e4,Allcargo Express 1305,Road,3.75,2573,14,UAE
f7c852ec-e1d0-47f9-be15-2e3a4acd818d,Emirates SkyCargo 1306,Rail,3.96,1245,14,UAE
ed346d3f-8db0-47a6-8288-f69c5d71790e,Blue Dart 1307,Road,4.18,1528,33,Singapore
f5903fe0-cafd-476e-b4cb-4d85302b5f1d,DHL 1308,Road,3.4,1391,5,UAE
c8391729-bce7-4ca9-a3bc-38b9dc7969a8,Hapag-Lloyd 1309,Rail,4.61,3881,4,Germany
c967950f-3643-4634-af33-61f179c8bc2e,Maersk 1310,Air,3.69,2805,29,UAE
d8880d7d-9691-4550-8992-3506de8efd1d,CMA CGM 1311,Road,4.37,630,28,South Korea
a74c7076-b100-45a0-87c2-5208ed299252,DHL 1312,Rail,3.21,634,7,United Kingdom
f7869fe7-c676-4a39-8052-b4eed95259fa,Maersk 1313,Air,4.61,1686,23,India
1b2ca4a6-a1dc-43f2-a349-1c432136abfb,DHL 1314,Air,3.76,43,23,Japan
3941e8b3-00d4-495c-8930-29e0fce6b334,Blue Dart 1315,Sea,4.82,676,6,Germany
f41a45d4-9768-409a-a728-d0bd2aa6b3d4,DHL 1316,Sea,3.17,2398,6,United States
35f28c8b-d797-487d-b689-9d0b311cd884,Hapag-Lloyd 1317,Road,4.22,2476,27,China
bca1d11c-e483-417e-b8ab-287f27860ffd,DHL 1318,Road,4.57,3097,34,Germany
e59625bb-eb7b-4a56-8b6a-eff3473ccf84,CMA CGM 1319,Sea,4.13,857,17,China
87542e09-a6de-4bae-bec0-b98d741a13a9,DP World Logistics 1320,Sea,3.77,2063,25,UAE
f985e8e5-9156-4e89-a63c-18f7c7039897,CMA CGM 1321,Sea,3.21,130,30,India
e89e7e8e-6cf4-4b79-a4ff-67258ace4e23,DB Schenker 1322,Road,4.24,4151,35,UAE
f55c1fe5-0faf-487b-84be-a3d114734d7f,Maersk 1323,Air,4.39,2944,8,Japan
36bda21b-f6b1-4296-b09f-bc33cc0a68df,Kuehne Nagel 1324,Sea,4.87,2410,37,Germany
b07ea8ae-a4dd-4e4f-9277-5b70eef9752b,Blue Dart 1325,Road,3.64,2397,38,Japan
c378d7a2-f427-43f9-ba32-9706f8f0c302,Maersk 1326,Rail,4.17,2574,34,UAE
afef3738-c636-4879-a482-0c3487d1b169,Hapag-Lloyd 1327,Road,4.58,884,15,United Kingdom
210e22f5-f3fc-485c-b565-46458e0ee7ea,Kuehne Nagel 1328,Sea,3.73,3910,11,UAE
6fe63165-0e62-46b4-a291-acd659c7ad0e,Hapag-Lloyd 1329,Sea,4.32,2275,35,Singapore
9055bc1a-ab18-4bf1-afc3-a326665e54aa,DHL 1330,Sea,4.83,902,4,UAE
45232176-0fa9-4fbd-8e8d-4d06deb1cd83,CMA CGM 1331,Sea,3.41,1416,37,South Korea
0d0fc290-681c-4f53-99c3-994d89176a91,Kuehne Nagel 1332,Road,3.72,156,12,UAE
dfae526c-2647-48dd-afb6-35287df125e6,MSC 1333,Sea,4.71,574,34,United States
b474ffb0-937e-49ce-9cfa-ee80476d3485,Emirates SkyCargo 1334,Sea,3.88,684,10,Germany
d7b480f4-6f4d-48bc-b768-da4a955ae8ed,Kuehne Nagel 1335,Air,4.26,1178,17,Japan
f64932eb-80da-4d51-9b10-c0b382c2718b,Emirates SkyCargo 1336,Sea,3.89,3829,25,Singapore
f01b8e87-d406-4ac8-a6d9-e12b2e5e2d1c,Kuehne Nagel 1337,Rail,4.57,1057,24,India
b41f1b19-3b9e-4880-adb4-a0d2811f6c17,Kuehne Nagel 1338,Sea,4.65,28,33,China
6e3d9efd-cb59-480e-9918-8e55c849b348,Hapag-Lloyd 1339,Sea,4.25,1050,6,United States
5669246c-1346-4c81-bd92-3005f7b8b464,CMA CGM 1340,Rail,4.26,3841,31,Netherlands
c5fa1473-67be-4ed1-adbf-37068ae1df75,FedEx 1341,Sea,4.09,2588,28,South Korea
7cf452fb-ceb5-4479-a793-ba4ac1a5da45,Blue Dart 1342,Air,3.16,3221,7,Netherlands
3c507ef2-e47e-460a-ba9d-98e2366ea280,Allcargo Express 1343,Sea,3.68,4123,29,Germany
b5ce0783-8cbe-43e8-98dc-464a834ab9b5,DHL 1344,Road,4.63,3636,31,Japan
34267436-2615-4ebf-a16a-71f3760c34de,Allcargo Express 1345,Air,4.87,199,37,Germany
231557a0-55c6-4544-bf5b-1d0575078bdb,Emirates SkyCargo 1346,Rail,4.04,168,20,India
513136cd-58fc-4ee0-bccb-c918b2ea47e0,Kuehne Nagel 1347,Road,4.35,417,19,India
bff13e2c-061c-4503-9bdc-edc71522d367,Emirates SkyCargo 1348,Sea,3.62,518,31,South Korea
6e29c113-5be1-4190-a237-7890f8e593bb,Hapag-Lloyd 1349,Sea,3.34,3873,3,UAE
df475595-e70b-44fc-bbc2-31495458aedd,DHL 1350,Sea,3.62,428,29,Netherlands
91346091-7a39-4fa1-92cd-6dfcf2a8006e,DP World Logistics 1351,Sea,4.06,794,36,Netherlands
74203264-5705-4a7b-aeab-66715d5839c7,Emirates SkyCargo 1352,Road,3.64,3970,24,Germany
c8cfb7f7-c724-464c-ac48-9000e5e58df1,Blue Dart 1353,Sea,4.29,2896,35,Singapore
e8662bbf-1eea-4080-bc69-e80f04f54b05,Kuehne Nagel 1354,Sea,3.31,2645,8,Japan
b0364779-180e-4515-b921-952f0006db88,Emirates SkyCargo 1355,Rail,3.5,3106,26,Japan
8234f5e9-8ce0-407d-a3db-a6602d43c46a,MSC 1356,Road,3.44,966,16,Netherlands
64c4220a-8d87-4bdb-ba5a-f17829a018b8,Hapag-Lloyd 1357,Sea,3.56,3871,8,China
6460f2e8-a9b3-4626-80a8-fec5386d18f9,Blue Dart 1358,Sea,3.35,4158,10,Japan
ba84e454-dd61-4bc9-952b-adcdd69c4a2e,Maersk 1359,Road,4.35,1362,5,India
77fa572d-4bbf-429b-b6be-5b67172a2c32,Allcargo Express 1360,Air,4.69,3794,23,United States
cf952a62-8df3-47b2-b971-f3da8e2e52cb,Blue Dart 1361,Road,3.2,206,18,Singapore
23843bc6-e0aa-41bc-a816-4ef91df1854d,DP World Logistics 1362,Road,4.3,2185,22,South Korea
045b73a2-f257-4e23-b298-6903141806a8,DB Schenker 1363,Sea,3.69,2628,21,Netherlands
05f88d96-3798-497c-88e5-a5c4daa49ce8,CMA CGM 1364,Sea,4.21,1614,32,South Korea
853fb804-4df7-4dcc-ab30-9bfec753dca9,DP World Logistics 1365,Road,4.63,837,5,Japan
dbbf2368-1571-4b09-a9b6-eb6a5298bd5a,Hapag-Lloyd 1366,Road,3.86,4134,25,Germany
280fac08-9a51-46ea-82fe-750bd94390d4,Emirates SkyCargo 1367,Air,3.11,2744,7,United Kingdom
d2b5c2a8-f38f-4b85-a64a-d9ad2ad63fba,Allcargo Express 1368,Rail,3.89,1904,7,South Korea
94a7f553-9a95-4afb-8d3f-033081bf7273,DHL 1369,Road,3.74,385,18,Germany
be52dc23-91d3-4a2a-833c-b1ad43588673,FedEx 1370,Rail,4.12,3352,6,Japan
ac996784-cc77-4a2a-9fb0-b54a27ab4ad0,DP World Logistics 1371,Road,3.69,3933,20,Singapore
5d6fb6fa-4883-49d2-8772-d1a99afb5a75,DP World Logistics 1372,Sea,4.12,971,19,Singapore
04f93264-57eb-45c8-992b-a8ec347dfd52,MSC 1373,Air,4.1,2282,27,Singapore
a118bd09-5896-4372-9aef-7b93fc586b49,Maersk 1374,Road,3.91,2435,36,South Korea
7972f517-c144-4da6-947c-fa9c3e1459d1,Hapag-Lloyd 1375,Road,3.36,2521,22,China
3178c3af-5bf0-4aac-a327-7e9251339622,DB Schenker 1376,Sea,4.88,2333,38,United States
31e07215-cc6a-46a0-98c7-24cac6c0bc9d,DHL 1377,Sea,4.28,959,17,China
adf1fe7e-3405-4015-b816-c170828087de,DB Schenker 1378,Air,3.9,3390,33,Singapore
36775494-4d52-4e2c-bb8a-975f84cc1c91,MSC 1379,Air,4.8,769,29,Germany
4f9c2977-83bd-4bcc-8d1c-76a5991c36b9,DP World Logistics 1380,Road,4.3,4164,25,Singapore
29aafce9-99b4-4568-a568-cb9aa401a329,Emirates SkyCargo 1381,Sea,4.19,2919,25,Singapore
b19021bb-e1ff-43ce-9d54-885188cf1f29,DP World Logistics 1382,Sea,4.11,1159,9,South Korea
7c12fdc0-331b-4f2e-825e-077be940210d,Kuehne Nagel 1383,Road,3.81,635,18,South Korea
9e737720-4bea-4e63-b840-1d5659a62760,Hapag-Lloyd 1384,Sea,3.35,658,32,UAE
397aad80-3e78-47fc-be9e-334baf265bb4,DB Schenker 1385,Road,3.38,1080,24,UAE
eec69070-eead-4dde-a1b3-198d0d8ed2ea,Hapag-Lloyd 1386,Air,4.81,2155,38,UAE
91dd61b6-6eed-4b4a-8a1b-c9c51936e801,DHL 1387,Air,4.59,1814,17,Germany
3c32741a-a0ec-4985-af16-dd006687f4fe,Emirates SkyCargo 1388,Air,3.66,1255,5,Germany
575e0e4f-2657-4a60-bb48-68895accc05c,DP World Logistics 1389,Road,3.16,1340,11,Netherlands
7722bee2-c4d2-4e18-a6d2-3076c4152fb2,Allcargo Express 1390,Air,4.57,1569,10,Netherlands
c7142ac5-1ec9-4bfb-9e45-a74c91f94998,Blue Dart 1391,Rail,4.75,494,28,United Kingdom
fcf6cb42-1ad5-42e7-8715-8f41e570ad4b,MSC 1392,Sea,3.4,643,10,Germany
9a184d08-e000-474d-8b5c-ec133d9c4f9d,MSC 1393,Rail,3.87,2031,16,China
dd8acf06-cfc2-4bb2-a21e-4b0954149d09,MSC 1394,Road,3.13,3374,22,China
2dae0f5e-6fca-4bf5-a2ae-14fe393e9c05,Emirates SkyCargo 1395,Road,4.13,965,36,Netherlands
2ba553b2-7417-4fba-90f7-768e5c20bbc7,MSC 1396,Sea,4.33,849,32,Japan
7a0ce7be-da50-4a06-a97d-f4ac8392c7cc,MSC 1397,Sea,4.52,967,9,Singapore
5cceb40a-899d-4b6a-9a33-2850e77180f1,FedEx 1398,Air,3.93,732,7,Singapore
86a4a54e-18d6-4176-bc3d-5dcbaf183226,Blue Dart 1399,Sea,4.37,3854,28,South Korea
b4e016e0-4734-4cdf-8d05-07dbe69b9714,Maersk 1400,Sea,4.79,2133,16,United States
5c086f60-6c03-4b8b-a2b0-d83f1c7a2856,DHL 1401,Sea,3.27,2771,25,China
410e315e-b49c-49c4-9fe1-376c4a81caac,Blue Dart 1402,Sea,3.95,2771,6,United States
79c4d8b2-e43b-4ffb-ac74-c12af0faefbe,Blue Dart 1403,Sea,4.06,1387,4,Singapore
93092436-ca69-419e-9a76-71ac38532fca,DP World Logistics 1404,Sea,4.33,980,11,UAE
5accf66b-da19-42af-bbf8-2c48ff493cca,Emirates SkyCargo 1405,Road,4.48,1276,24,UAE
949fab78-8570-445f-8e4b-c62c56657fcc,Emirates SkyCargo 1406,Air,4.1,1594,13,Singapore
36f5f398-742c-459d-b560-dee3ad7ee89e,CMA CGM 1407,Road,4.62,2210,36,Japan
a67127d8-d4ef-4580-ab06-1afa401de6e9,Emirates SkyCargo 1408,Road,4.37,3149,16,UAE
95567e9e-f777-4fcb-a2cf-a87f5aba9de2,Emirates SkyCargo 1409,Road,3.41,2638,26,India
3acdfe00-d7d7-4590-82ac-fba0c838345f,Maersk 1410,Air,3.73,2848,5,UAE
fcd9cf24-9047-470d-beae-b9db894f07e7,CMA CGM 1411,Sea,3.52,4052,31,Japan
933623bc-819c-43f2-8eca-ba8f46b7d23d,Emirates SkyCargo 1412,Sea,3.52,786,15,Germany
9b3e400e-1d1e-43f9-a793-5efb05d1ea11,Allcargo Express 1413,Sea,3.56,3434,17,United Kingdom
c7cb693b-48b7-499d-8db7-5f5143e6e8d2,DHL 1414,Air,4.48,3728,14,India
453cbb16-031e-4cf7-946b-a9e4fc6278a5,Blue Dart 1415,Road,3.77,3448,33,Germany
b3f88060-9ebe-4feb-8977-f04f089e6df3,Maersk 1416,Rail,3.46,1105,6,Singapore
6f2e094e-0cc3-423d-b07e-2b0af639d67b,Blue Dart 1417,Rail,3.4,2470,27,Netherlands
055a8f56-03b9-4580-ba50-2cba89c3246e,Allcargo Express 1418,Sea,4.34,3095,27,South Korea
891d078f-1ca7-4baa-a0ce-5377d2a36e96,MSC 1419,Sea,4.2,185,8,Japan
12eb0275-fb6b-4a83-b45e-4bad67388c6c,FedEx 1420,Sea,3.65,1781,14,Germany
35e51414-8512-46da-85f5-0afd4a1fcc23,DB Schenker 1421,Sea,4.5,1911,12,Singapore
33d72ba6-29f9-4275-8dd4-347facfce6e6,Emirates SkyCargo 1422,Sea,3.82,923,10,Singapore
ec3b7451-41c6-4834-aa01-3cf87d86ec24,Blue Dart 1423,Road,4.49,1241,19,Singapore
43cae666-4f27-45e0-8911-65901beb41bf,Maersk 1424,Air,3.7,2056,3,Netherlands
5637ba03-e9d9-4fa2-ae2a-829ae60d034b,Kuehne Nagel 1425,Road,4.4,3173,6,United States
f479b7ff-e315-4a98-91c7-d0b7592b83a4,Blue Dart 1426,Road,4.69,3931,27,South Korea
973d1dad-e952-4bba-980e-d7d9d7a64439,Hapag-Lloyd 1427,Air,3.25,609,5,China
556226e2-a1de-4bac-9e27-9b90131b6958,Maersk 1428,Sea,4.87,617,5,Singapore
f96bd6cb-3de7-42f0-9912-2f255d72be5f,MSC 1429,Air,4.84,1802,3,China
f4c9f159-5508-4575-b0d5-7bb0a535c7b5,DP World Logistics 1430,Road,3.81,1458,16,United States
b545fad4-f5e0-4804-917e-ff8dc3bedc62,MSC 1431,Air,4.48,3186,7,Singapore
621b6e29-2698-446c-9c65-a3c3f807115f,DP World Logistics 1432,Sea,4.8,283,36,India
95451a80-aaae-48bd-a8a0-07c21a4bdf56,Blue Dart 1433,Sea,3.72,1467,32,Germany
5d1025ee-5dd1-447e-97ce-2f1b94ab1e70,MSC 1434,Air,4.47,3956,6,United States
96f4cf0f-6022-4347-af74-83eda42675e2,Kuehne Nagel 1435,Road,4.25,639,22,UAE
42817356-5ae9-4565-be41-ec95a4b805f3,CMA CGM 1436,Sea,3.23,1357,12,South Korea
c6d66431-e96d-466f-b990-b2ad91170165,Hapag-Lloyd 1437,Road,4.01,1675,4,Japan
a2829a81-69aa-4d0d-bf15-d26d6e2fda7a,DHL 1438,Sea,4.36,538,32,Singapore
4aa5795c-36a1-4b44-ad61-13c107672959,Kuehne Nagel 1439,Sea,3.38,4123,31,South Korea
335b4a9a-9e85-4c19-b027-bb2374549208,Maersk 1440,Air,3.98,515,27,Japan
7e7f905a-024b-44e8-ae2a-1958bb6295f0,DP World Logistics 1441,Sea,3.53,2299,20,Netherlands
56f38465-6b13-4e90-85bb-a53d9f040268,MSC 1442,Sea,4.41,925,23,Germany
d6e17d67-b7e3-4aae-bbf2-d6f84a093289,FedEx 1443,Sea,4.36,2742,12,India
9f94b1e5-41a8-4e75-b9ae-e3b11690e072,MSC 1444,Road,3.87,2514,15,China
dad223dc-aac2-4499-b192-bb2f4a8da74c,FedEx 1445,Air,4.18,3768,20,United Kingdom
1dd47833-80f2-4f4d-ad69-aac4c4db0427,Allcargo Express 1446,Road,4.31,3369,29,Singapore
39011d08-12b0-49dd-bd2d-11a2ac990bc8,CMA CGM 1447,Sea,4.57,3152,20,Germany
67aed985-3ad3-4a1d-82c6-06e8ff18393b,MSC 1448,Road,3.5,1447,31,India
9eb7ae92-4e9c-4e5f-b8cf-54d4cfbae2d5,Kuehne Nagel 1449,Air,3.6,3524,10,South Korea
21c69ab7-ed9d-48b0-9f1a-c539ca655a86,Emirates SkyCargo 1450,Rail,4.73,2692,13,South Korea
5dc1c431-abfd-4d9e-90c5-2e36dabf5b14,Hapag-Lloyd 1451,Road,4.17,4196,27,Germany
4e1f3a8e-6a3b-4e52-9904-19454f495792,Maersk 1452,Rail,4.73,3533,35,Singapore
89e27924-3835-4c95-b829-839741eaf180,CMA CGM 1453,Air,4.49,2982,22,UAE
86d9f865-6cb8-4530-a407-a76da5033abb,Allcargo Express 1454,Air,3.87,2122,7,UAE
c3918f40-c839-4cca-a023-3086cc8ffe30,DB Schenker 1455,Rail,3.18,3768,22,China
29af36b6-0970-44e9-8fac-3b8f831f8af8,Allcargo Express 1456,Sea,3.99,2429,15,United States
77c6d3e9-26ba-4813-91ff-20a8457096e7,Allcargo Express 1457,Sea,4.85,406,33,China
a9f36cae-5b85-4baf-96bd-c2e5b6b04909,CMA CGM 1458,Air,3.14,3917,37,United States
f1b02190-2576-4904-aa1e-7a6ee1d56c43,MSC 1459,Road,4.41,3086,10,South Korea
a963bbdf-c31d-44a9-9b6a-4a9692545de7,Maersk 1460,Sea,3.93,573,19,Netherlands
1de6affb-42ce-49f8-95f0-5de803f2d8be,Blue Dart 1461,Rail,3.74,2290,32,Germany
2ba81e5f-da07-407a-b0d7-8c279a05c8b2,DB Schenker 1462,Road,3.48,33,8,Japan
8f7a9b59-5ac8-44bb-81c2-ab3c7242ba4b,Allcargo Express 1463,Rail,4.86,3551,33,Netherlands
d53974eb-d4de-47e2-add5-9d4790e5f4cb,DB Schenker 1464,Air,4.59,2937,14,Singapore
b438121b-6aa8-48bd-b1a9-36c454cab167,Maersk 1465,Rail,4.63,1503,26,UAE
58974baf-8ea9-4efb-8978-c0e8e2fec339,FedEx 1466,Road,3.31,161,10,Singapore
17d56906-e6f1-4393-90aa-856005cda7a4,Allcargo Express 1467,Road,3.9,694,21,United Kingdom
9b95229f-00ca-4b71-af25-390661c5b692,FedEx 1468,Sea,3.77,1941,24,Singapore
460b3e3b-7bd9-44d3-94e1-bdc507019872,Kuehne Nagel 1469,Sea,4.31,394,25,Singapore
8c83f056-d1fc-425e-be66-a6fa0906d9f8,FedEx 1470,Road,3.89,2791,6,Singapore
3724c812-a84a-4287-8b68-088c3dda1aaf,FedEx 1471,Air,3.78,2263,22,Netherlands
466f3d07-af55-4f3d-a5c6-f86c23b1ee80,Emirates SkyCargo 1472,Sea,3.58,1620,4,United States
