Sheet Name: Weather

weather_id: 6740d2f9-10b2-4458-8e77-f07d72eeb2e2 | city: Guangzhou | forecast_date: 2025-09-04 00:00:00 | weather_condition: High Wind | temperature: 26.03 | rainfall: 10.98 | humidity: 30.19 | wind_speed: 39.45 | visibility: 5.13
weather_id: d4fa6114-e53f-4d2e-bee5-6b0cd27520f2 | city: Los Angeles | forecast_date: 2026-02-28 00:00:00 | weather_condition: Cloudy | temperature: 35.68 | rainfall: 3.97 | humidity: 89.42 | wind_speed: 33.44 | visibility: 5.5
weather_id: 61fdc8e7-5ba9-49bf-959a-873a16155aab | city: Houston | forecast_date: 2025-12-16 00:00:00 | weather_condition: Clear | temperature: 16.43 | rainfall: 0.0 | humidity: 53.89 | wind_speed: 32.93 | visibility: 14.74
weather_id: 1314d1d6-44b9-449f-aaa4-806d5f0bb0b6 | city: Tokyo | forecast_date: 2025-04-14 00:00:00 | weather_condition: Cloudy | temperature: 26.91 | rainfall: 0.65 | humidity: 79.44 | wind_speed: 31.8 | visibility: 6.5
weather_id: 7641a699-b5ee-42a3-ac91-d351163d47a4 | city: Abu Dhabi | forecast_date: 2026-03-29 00:00:00 | weather_condition: Cloudy | temperature: 24.28 | rainfall: 0.85 | humidity: 36.59 | wind_speed: 16.81 | visibility: 11.17
weather_id: 72bcfb9a-598c-4dcf-ae6f-c793483feeef | city: Shanghai | forecast_date: 2026-02-07 00:00:00 | weather_condition: Clear | temperature: 24.4 | rainfall: 0.0 | humidity: 50.34 | wind_speed: 23.04 | visibility: 11.36
weather_id: d02747b4-0984-4837-96c5-e97f5347e164 | city: Yokohama | forecast_date: 2025-08-04 00:00:00 | weather_condition: Clear | temperature: 29.02 | rainfall: 0.0 | humidity: 78.33 | wind_speed: 26.76 | visibility: 10.33
weather_id: 437c78e6-3809-41ea-90c8-3e044ca84ead | city: Hyderabad | forecast_date: 2025-08-31 00:00:00 | weather_condition: Cloudy | temperature: 26.93 | rainfall: 2.6 | humidity: 50.61 | wind_speed: 27.59 | visibility: 11.52
weather_id: 79c124f1-ce2a-4ccd-a307-fee5ae9f8a25 | city: Hyderabad | forecast_date: 2025-03-22 00:00:00 | weather_condition: Clear | temperature: 10.15 | rainfall: 0.0 | humidity: 61.72 | wind_speed: 7.72 | visibility: 12.48
weather_id: 17204387-bf35-440a-a10e-f0821de193e3 | city: New York | forecast_date: 2026-03-06 00:00:00 | weather_condition: Storm | temperature: 19.82 | rainfall: 38.95 | humidity: 52.99 | wind_speed: 89.07 | visibility: 0.54
weather_id: 8b14d09f-595e-4faf-a790-03cd5de5b44b | city: Houston | forecast_date: 2026-05-23 00:00:00 | weather_condition: Clear | temperature: 13.86 | rainfall: 0.0 | humidity: 48.25 | wind_speed: 28.61 | visibility: 6.84
weather_id: b33ef1ca-6600-4a6d-927e-e497ef0d2ae4 | city: Guangzhou | forecast_date: 2025-08-23 00:00:00 | weather_condition: Cloudy | temperature: 18.09 | rainfall: 1.04 | humidity: 59.67 | wind_speed: 9.09 | visibility: 12.98
weather_id: b70a6e5f-bf6b-4630-9333-267ff869547e | city: Bremen | forecast_date: 2025-04-17 00:00:00 | weather_condition: Heavy Rain | temperature: 15.7 | rainfall: 70.39 | humidity: 67.37 | wind_speed: 24.05 | visibility: 4.91
weather_id: e7782a0e-0073-4315-80a7-9b233d17faad | city: New York | forecast_date: 2025-05-28 00:00:00 | weather_condition: Clear | temperature: 33.25 | rainfall: 0.0 | humidity: 89.09 | wind_speed: 8.82 | visibility: 7.18
weather_id: 66584f35-2b8e-4e47-a19a-066f26568ce8 | city: Shenzhen | forecast_date: 2025-12-02 00:00:00 | weather_condition: Clear | temperature: 11.81 | rainfall: 0.0 | humidity: 75.51 | wind_speed: 21.18 | visibility: 12.48
weather_id: 423b2012-9cf3-4f5e-a600-65c10304f3e8 | city: Ahmedabad | forecast_date: 2026-04-14 00:00:00 | weather_condition: Rain | temperature: 25.89 | rainfall: 16.61 | humidity: 90.81 | wind_speed: 20.89 | visibility: 5.67
weather_id: a617fc65-404f-4c7d-803f-cec08c69c9b9 | city: Guangzhou | forecast_date: 2025-06-28 00:00:00 | weather_condition: Clear | temperature: 34.59 | rainfall: 0.0 | humidity: 86.96 | wind_speed: 18.47 | visibility: 5.81
weather_id: 7164958e-878b-4b6f-bfb4-2c8978a3c529 | city: Hamburg | forecast_date: 2026-02-12 00:00:00 | weather_condition: Rain | temperature: 34.73 | rainfall: 9.0 | humidity: 66.79 | wind_speed: 22.41 | visibility: 12.45
weather_id: 36fb775d-cea7-4dc0-bdc1-55bd311f4b3b | city: Felixstowe | forecast_date: 2025-05-08 00:00:00 | weather_condition: Clear | temperature: 30.26 | rainfall: 0.0 | humidity: 77.17 | wind_speed: 32.04 | visibility: 14.43
weather_id: ec21c55f-06fd-437b-a4ef-19cb86ea4aba | city: Houston | forecast_date: 2025-12-30 00:00:00 | weather_condition: Rain | temperature: 29.19 | rainfall: 8.53 | humidity: 56.62 | wind_speed: 12.35 | visibility: 7.17
weather_id: a2d5dbad-378d-4db5-b24a-4679e72db009 | city: Frankfurt | forecast_date: 2025-07-05 00:00:00 | weather_condition: Storm | temperature: 23.25 | rainfall: 121.11 | humidity: 54.55 | wind_speed: 69.52 | visibility: 2.15
weather_id: 5b126ecf-5202-40a1-8b37-f16258811c97 | city: Seoul | forecast_date: 2025-07-03 00:00:00 | weather_condition: Rain | temperature: 31.97 | rainfall: 14.86 | humidity: 33.42 | wind_speed: 25.99 | visibility: 11.72
weather_id: e1a82bec-fee4-4d3a-ac03-2b9977fae676 | city: Busan | forecast_date: 2026-05-10 00:00:00 | weather_condition: Rain | temperature: 32.79 | rainfall: 33.45 | humidity: 64.97 | wind_speed: 27.89 | visibility: 10.2
weather_id: 3f61edfa-be51-4612-9b58-c43c0f4e93a2 | city: Kolkata | forecast_date: 2025-08-06 00:00:00 | weather_condition: Rain | temperature: 25.84 | rainfall: 33.56 | humidity: 60.88 | wind_speed: 4.61 | visibility: 8.52
weather_id: a2d38694-5cc0-427a-9039-2bce8a77c72f | city: Delhi | forecast_date: 2025-06-06 00:00:00 | weather_condition: High Wind | temperature: 17.0 | rainfall: 10.59 | humidity: 75.16 | wind_speed: 41.02 | visibility: 11.19
weather_id: 00d45fa0-cfd1-4e01-9106-647263a660c1 | city: Shenzhen | forecast_date: 2026-06-01 00:00:00 | weather_condition: Cloudy | temperature: 35.77 | rainfall: 2.56 | humidity: 49.77 | wind_speed: 32.05 | visibility: 5.77
weather_id: 1501545b-eb8d-4924-bd3a-c3e8fa663ff1 | city: Abu Dhabi | forecast_date: 2026-03-31 00:00:00 | weather_condition: Heavy Rain | temperature: 14.56 | rainfall: 60.63 | humidity: 54.26 | wind_speed: 10.26 | visibility: 3.0
weather_id: 0d781c02-a6f7-4775-807e-a1d46d2eba6d | city: Bremen | forecast_date: 2025-04-05 00:00:00 | weather_condition: Clear | temperature: 23.5 | rainfall: 0.0 | humidity: 58.34 | wind_speed: 8.89 | visibility: 13.11
weather_id: c2586671-1125-4a05-899d-0c75e6a5fa1d | city: Ningbo | forecast_date: 2025-03-25 00:00:00 | weather_condition: High Wind | temperature: 23.19 | rainfall: 3.82 | humidity: 30.81 | wind_speed: 73.64 | visibility: 7.87
weather_id: 6d854d8e-bf05-4fc8-9a3b-fe300b38a122 | city: Los Angeles | forecast_date: 2025-12-29 00:00:00 | weather_condition: High Wind | temperature: 20.22 | rainfall: 2.56 | humidity: 58.64 | wind_speed: 44.69 | visibility: 10.81
weather_id: 16b9bc07-d30f-45b0-b08b-ed9e5dd5642f | city: Yokohama | forecast_date: 2025-02-16 00:00:00 | weather_condition: Rain | temperature: 11.85 | rainfall: 24.67 | humidity: 72.97 | wind_speed: 5.16 | visibility: 12.08
weather_id: 1a16bbcb-e300-402b-83d3-974e8eec3d7d | city: New York | forecast_date: 2026-05-30 00:00:00 | weather_condition: Clear | temperature: 19.88 | rainfall: 0.0 | humidity: 68.84 | wind_speed: 25.4 | visibility: 14.5
weather_id: b475c35e-dd5f-4201-a064-8cb04bda1a38 | city: Los Angeles | forecast_date: 2025-03-16 00:00:00 | weather_condition: Clear | temperature: 15.85 | rainfall: 0.0 | humidity: 60.61 | wind_speed: 30.07 | visibility: 14.86
weather_id: 53183142-d4d2-494b-bae0-5bca21623c99 | city: Manchester | forecast_date: 2025-12-15 00:00:00 | weather_condition: Cloudy | temperature: 14.0 | rainfall: 0.78 | humidity: 54.0 | wind_speed: 18.03 | visibility: 11.69
weather_id: d4eda273-ab3a-4a41-b661-4e54b385f116 | city: Guangzhou | forecast_date: 2025-05-22 00:00:00 | weather_condition: Clear | temperature: 12.49 | rainfall: 0.0 | humidity: 86.71 | wind_speed: 6.11 | visibility: 10.3
weather_id: 6c0bc75e-884e-4e65-84dd-8d412dd8fdd5 | city: Abu Dhabi | forecast_date: 2025-01-13 00:00:00 | weather_condition: Rain | temperature: 25.43 | rainfall: 18.01 | humidity: 42.71 | wind_speed: 20.71 | visibility: 14.45
weather_id: 0f39e21a-c9f3-435c-8a33-7f377cd71d6c | city: Kolkata | forecast_date: 2025-04-23 00:00:00 | weather_condition: Clear | temperature: 17.97 | rainfall: 0.0 | humidity: 34.19 | wind_speed: 3.7 | visibility: 14.46
weather_id: f9d74d0a-f2a1-4820-8092-3fa8a5fc6c83 | city: Rotterdam | forecast_date: 2026-05-07 00:00:00 | weather_condition: Clear | temperature: 28.52 | rainfall: 0.0 | humidity: 50.61 | wind_speed: 21.33 | visibility: 6.59
weather_id: b9d96871-d410-4a31-9a7b-31e4e03a6ce0 | city: Amsterdam | forecast_date: 2025-12-31 00:00:00 | weather_condition: Rain | temperature: 30.56 | rainfall: 19.97 | humidity: 52.3 | wind_speed: 8.58 | visibility: 12.37
weather_id: 71971195-38c4-4068-9c67-63f5d40af016 | city: Abu Dhabi | forecast_date: 2026-04-16 00:00:00 | weather_condition: Cloudy | temperature: 34.33 | rainfall: 1.44 | humidity: 77.15 | wind_speed: 6.54 | visibility: 8.57
weather_id: 4e286c6d-60d1-46c8-bca8-68477d09d362 | city: Guangzhou | forecast_date: 2025-03-15 00:00:00 | weather_condition: Clear | temperature: 28.68 | rainfall: 0.0 | humidity: 79.39 | wind_speed: 5.36 | visibility: 8.39
weather_id: 56b2b38c-2b91-4ac4-a41f-2c2f404393f9 | city: Seoul | forecast_date: 2025-05-18 00:00:00 | weather_condition: Fog | temperature: 16.11 | rainfall: 8.5 | humidity: 72.59 | wind_speed: 34.6 | visibility: 1.89
weather_id: dda6bb6d-30f6-4d90-8949-353fa9d3b3cb | city: Singapore | forecast_date: 2026-04-21 00:00:00 | weather_condition: Cloudy | temperature: 26.58 | rainfall: 0.64 | humidity: 55.62 | wind_speed: 30.11 | visibility: 11.52
weather_id: a4fc03b2-d2b1-4814-a63f-24aa6581abe9 | city: Chennai | forecast_date: 2025-01-03 00:00:00 | weather_condition: High Wind | temperature: 15.23 | rainfall: 2.24 | humidity: 94.64 | wind_speed: 42.76 | visibility: 9.73
weather_id: 647351ee-84e9-44fc-b9b4-fa9830132434 | city: Rotterdam | forecast_date: 2026-06-13 00:00:00 | weather_condition: Clear | temperature: 23.54 | rainfall: 0.0 | humidity: 94.1 | wind_speed: 8.87 | visibility: 10.08
weather_id: 2a3212eb-6383-4638-835b-eb68271347df | city: Houston | forecast_date: 2026-06-21 00:00:00 | weather_condition: Clear | temperature: 32.79 | rainfall: 0.0 | humidity: 90.06 | wind_speed: 32.84 | visibility: 13.0
weather_id: 9173ddf4-52c1-40c2-af99-85d0599a23e6 | city: New York | forecast_date: 2025-07-09 00:00:00 | weather_condition: Cloudy | temperature: 33.15 | rainfall: 1.97 | humidity: 43.74 | wind_speed: 21.02 | visibility: 14.9
weather_id: 6b94e359-7ccc-4ac5-8df7-a0cfd324294b | city: Chennai | forecast_date: 2026-06-16 00:00:00 | weather_condition: Clear | temperature: 28.36 | rainfall: 0.0 | humidity: 78.31 | wind_speed: 7.99 | visibility: 7.94
weather_id: fcfc06ca-9fdc-4b72-99b4-fa7695b00c29 | city: Ahmedabad | forecast_date: 2026-05-29 00:00:00 | weather_condition: Cloudy | temperature: 26.53 | rainfall: 3.22 | humidity: 91.49 | wind_speed: 25.69 | visibility: 13.21
weather_id: 3876ff66-c6bf-4f46-8da3-532b3180745b | city: Delhi | forecast_date: 2026-02-10 00:00:00 | weather_condition: Clear | temperature: 19.15 | rainfall: 0.0 | humidity: 89.94 | wind_speed: 19.59 | visibility: 7.35
weather_id: c4847ab8-a837-4f4a-9248-68df979c4b3e | city: Incheon | forecast_date: 2025-11-04 00:00:00 | weather_condition: Cloudy | temperature: 18.2 | rainfall: 2.45 | humidity: 38.73 | wind_speed: 22.76 | visibility: 13.86
weather_id: 875b669b-4269-475e-87e1-7b6465732d2e | city: Hyderabad | forecast_date: 2025-12-08 00:00:00 | weather_condition: Clear | temperature: 16.3 | rainfall: 0.0 | humidity: 47.26 | wind_speed: 26.57 | visibility: 14.08
weather_id: 35fb5f71-6380-437c-9dd9-542242a6c222 | city: Abu Dhabi | forecast_date: 2026-04-28 00:00:00 | weather_condition: Clear | temperature: 14.0 | rainfall: 0.0 | humidity: 30.92 | wind_speed: 28.3 | visibility: 8.9
weather_id: a1f39de2-090a-4db2-a583-aef25479716e | city: Osaka | forecast_date: 2026-04-04 00:00:00 | weather_condition: Clear | temperature: 14.78 | rainfall: 0.0 | humidity: 54.49 | wind_speed: 3.16 | visibility: 14.27
weather_id: 2eef12c3-f864-4883-b54b-7a9f03d23159 | city: Rotterdam | forecast_date: 2025-07-03 00:00:00 | weather_condition: Cloudy | temperature: 28.0 | rainfall: 0.04 | humidity: 71.17 | wind_speed: 11.08 | visibility: 7.91
weather_id: a08ad639-d110-4746-a2b9-8b83cb82c83c | city: Chennai | forecast_date: 2025-06-30 00:00:00 | weather_condition: Clear | temperature: 28.61 | rainfall: 0.0 | humidity: 83.92 | wind_speed: 6.66 | visibility: 10.04
weather_id: 4f31796f-7bab-4adc-a8ec-f1c912270dd4 | city: New York | forecast_date: 2026-02-09 00:00:00 | weather_condition: Heavy Rain | temperature: 28.21 | rainfall: 51.24 | humidity: 54.78 | wind_speed: 20.7 | visibility: 1.26
weather_id: 1b73026e-489d-4683-8454-ceee9cec777f | city: Tokyo | forecast_date: 2025-01-03 00:00:00 | weather_condition: Rain | temperature: 31.26 | rainfall: 28.58 | humidity: 39.27 | wind_speed: 25.26 | visibility: 9.87
weather_id: de6cdb01-feee-4481-bec4-558bae1b7a8d | city: Rotterdam | forecast_date: 2025-04-15 00:00:00 | weather_condition: Clear | temperature: 31.97 | rainfall: 0.0 | humidity: 53.63 | wind_speed: 19.16 | visibility: 10.21
weather_id: 1e7c891f-4c65-410b-bc02-dca010aee1c5 | city: Incheon | forecast_date: 2025-11-09 00:00:00 | weather_condition: Cloudy | temperature: 12.29 | rainfall: 3.17 | humidity: 34.06 | wind_speed: 11.33 | visibility: 6.98
weather_id: cd6f83b8-3a6c-41ec-96a4-420d9770f1cd | city: Osaka | forecast_date: 2025-02-16 00:00:00 | weather_condition: Cloudy | temperature: 31.95 | rainfall: 3.03 | humidity: 72.8 | wind_speed: 30.78 | visibility: 13.12
weather_id: 2964aa68-8f1f-4a7f-a846-0a9031efadd9 | city: Dubai | forecast_date: 2025-01-09 00:00:00 | weather_condition: Clear | temperature: 25.19 | rainfall: 0.0 | humidity: 59.61 | wind_speed: 7.96 | visibility: 8.37
weather_id: d6be43ad-ac11-4c69-a0b7-f52bbfd12cc3 | city: Shanghai | forecast_date: 2025-06-20 00:00:00 | weather_condition: Cloudy | temperature: 11.35 | rainfall: 0.55 | humidity: 68.69 | wind_speed: 25.86 | visibility: 12.4
weather_id: 5d3a9372-9933-40d7-9f17-9e088df0eb4e | city: Sharjah | forecast_date: 2026-02-23 00:00:00 | weather_condition: Heavy Rain | temperature: 30.92 | rainfall: 68.94 | humidity: 61.82 | wind_speed: 20.96 | visibility: 3.03
weather_id: ecf9b2be-3dd8-4944-afda-2969dc9ccd38 | city: Sharjah | forecast_date: 2025-06-21 00:00:00 | weather_condition: Clear | temperature: 24.48 | rainfall: 0.0 | humidity: 51.68 | wind_speed: 22.51 | visibility: 12.19
weather_id: 9fcce93e-bb6b-4957-9fe6-c7a32d55f177 | city: Chennai | forecast_date: 2025-10-21 00:00:00 | weather_condition: Rain | temperature: 28.71 | rainfall: 24.31 | humidity: 62.86 | wind_speed: 23.09 | visibility: 8.15
weather_id: b1d2235e-363c-4bfa-8744-c5a79c38612f | city: Dubai | forecast_date: 2026-02-21 00:00:00 | weather_condition: Clear | temperature: 10.01 | rainfall: 0.0 | humidity: 70.99 | wind_speed: 25.95 | visibility: 12.93
weather_id: b995349d-6693-4352-aaf2-8d990c2dda46 | city: Chicago | forecast_date: 2025-12-08 00:00:00 | weather_condition: Heavy Rain | temperature: 20.26 | rainfall: 78.34 | humidity: 71.31 | wind_speed: 18.01 | visibility: 2.74
weather_id: 504dd542-7193-4c93-9d64-26a29ce451a5 | city: Amsterdam | forecast_date: 2026-01-03 00:00:00 | weather_condition: High Wind | temperature: 25.75 | rainfall: 1.79 | humidity: 33.36 | wind_speed: 56.78 | visibility: 14.93
weather_id: d40ce0dd-2d90-4c20-b355-9874c40b1f41 | city: Frankfurt | forecast_date: 2025-08-14 00:00:00 | weather_condition: Cloudy | temperature: 22.41 | rainfall: 2.14 | humidity: 62.38 | wind_speed: 33.92 | visibility: 5.1
weather_id: ec19e60a-8aab-44d4-a8f7-7ace627cf111 | city: Rotterdam | forecast_date: 2026-03-30 00:00:00 | weather_condition: Cloudy | temperature: 30.75 | rainfall: 3.02 | humidity: 67.69 | wind_speed: 29.35 | visibility: 6.83
weather_id: 7b459ae1-d949-4a75-8535-a8f244bf148b | city: Rotterdam | forecast_date: 2025-03-27 00:00:00 | weather_condition: Clear | temperature: 11.1 | rainfall: 0.0 | humidity: 38.95 | wind_speed: 31.48 | visibility: 11.48
weather_id: 54a66521-73de-42e4-8f2d-3cd30560004e | city: Hamburg | forecast_date: 2025-02-15 00:00:00 | weather_condition: Cloudy | temperature: 31.7 | rainfall: 1.31 | humidity: 94.12 | wind_speed: 31.59 | visibility: 11.87
weather_id: 15ec8c3b-9eba-4c9e-93e1-cc3bc18aca5a | city: Dubai | forecast_date: 2025-10-18 00:00:00 | weather_condition: Cloudy | temperature: 19.42 | rainfall: 3.59 | humidity: 43.62 | wind_speed: 7.63 | visibility: 13.39
weather_id: 8111651b-1a05-4682-839b-d850c08d8be4 | city: Amsterdam | forecast_date: 2025-10-31 00:00:00 | weather_condition: Clear | temperature: 13.91 | rainfall: 0.0 | humidity: 33.58 | wind_speed: 13.31 | visibility: 5.41
weather_id: 8df7a0e7-83c7-4665-93fd-35c657f7c468 | city: Los Angeles | forecast_date: 2025-05-27 00:00:00 | weather_condition: Clear | temperature: 25.19 | rainfall: 0.0 | humidity: 55.65 | wind_speed: 7.22 | visibility: 12.72
weather_id: e4e7d519-7764-49b7-8985-709dc095e025 | city: Singapore | forecast_date: 2025-11-16 00:00:00 | weather_condition: Rain | temperature: 31.34 | rainfall: 14.52 | humidity: 41.26 | wind_speed: 4.69 | visibility: 13.03
weather_id: 3e50de92-44cf-4ecc-a003-36e5e6a771b6 | city: Mumbai | forecast_date: 2026-05-19 00:00:00 | weather_condition: Clear | temperature: 29.45 | rainfall: 0.0 | humidity: 66.6 | wind_speed: 26.12 | visibility: 8.27
weather_id: 0deea9c0-da34-4ff0-bed6-3471c8c155bd | city: Yokohama | forecast_date: 2025-04-12 00:00:00 | weather_condition: Heavy Rain | temperature: 32.55 | rainfall: 60.97 | humidity: 58.67 | wind_speed: 34.09 | visibility: 3.55
weather_id: 802423ce-cad1-43fa-9ed5-c6082bd0311a | city: Seoul | forecast_date: 2026-03-20 00:00:00 | weather_condition: Clear | temperature: 17.85 | rainfall: 0.0 | humidity: 56.66 | wind_speed: 21.54 | visibility: 9.85
weather_id: 3a29dad6-918f-4e43-a363-1db5d174a8d7 | city: Houston | forecast_date: 2026-01-01 00:00:00 | weather_condition: Cloudy | temperature: 29.87 | rainfall: 1.72 | humidity: 72.45 | wind_speed: 3.91 | visibility: 5.8
weather_id: 2c1ee74b-8a03-4898-824b-0541a57fd8f2 | city: Busan | forecast_date: 2026-05-18 00:00:00 | weather_condition: Clear | temperature: 12.42 | rainfall: 0.0 | humidity: 34.91 | wind_speed: 14.63 | visibility: 9.76
weather_id: 8a54fdea-8938-4f03-b600-46f2d7426d4e | city: Sharjah | forecast_date: 2025-09-12 00:00:00 | weather_condition: High Wind | temperature: 35.07 | rainfall: 3.03 | humidity: 44.28 | wind_speed: 62.37 | visibility: 7.18
weather_id: 13ef8c17-a192-43ff-9ed0-1c1ca43d671e | city: Kolkata | forecast_date: 2025-06-10 00:00:00 | weather_condition: Clear | temperature: 11.24 | rainfall: 0.0 | humidity: 76.86 | wind_speed: 20.13 | visibility: 11.4
weather_id: e0f8498f-1e4d-4b6b-a5a7-9e9d860ce15c | city: Tokyo | forecast_date: 2025-07-17 00:00:00 | weather_condition: High Wind | temperature: 31.88 | rainfall: 5.0 | humidity: 75.49 | wind_speed: 41.22 | visibility: 8.48
weather_id: 9d3203e0-9cb5-45c9-b7f5-6b1f458bf1c1 | city: Hamburg | forecast_date: 2026-06-16 00:00:00 | weather_condition: Cloudy | temperature: 23.6 | rainfall: 0.61 | humidity: 36.46 | wind_speed: 18.87 | visibility: 10.15
weather_id: 2e0e538d-7ede-4f68-98ed-74574397c755 | city: London | forecast_date: 2025-03-16 00:00:00 | weather_condition: Rain | temperature: 15.11 | rainfall: 31.77 | humidity: 66.17 | wind_speed: 20.58 | visibility: 5.74
weather_id: 36e78f80-044b-4d80-97fe-483cbc5229b2 | city: Ahmedabad | forecast_date: 2025-05-09 00:00:00 | weather_condition: Clear | temperature: 26.76 | rainfall: 0.0 | humidity: 48.75 | wind_speed: 22.89 | visibility: 6.13
weather_id: 4af7db9b-14f1-497d-b3a3-a96abbe725f9 | city: London | forecast_date: 2025-05-20 00:00:00 | weather_condition: Storm | temperature: 21.62 | rainfall: 80.48 | humidity: 81.66 | wind_speed: 51.96 | visibility: 1.55
weather_id: 705a1dd4-4818-4afa-98c8-9b374337d0c3 | city: Abu Dhabi | forecast_date: 2026-01-31 00:00:00 | weather_condition: Clear | temperature: 24.07 | rainfall: 0.0 | humidity: 91.75 | wind_speed: 21.65 | visibility: 14.02
weather_id: b1811513-8d29-4cd6-b9b0-401ab8321f70 | city: Busan | forecast_date: 2026-04-27 00:00:00 | weather_condition: Fog | temperature: 14.96 | rainfall: 10.69 | humidity: 51.22 | wind_speed: 20.45 | visibility: 1.11
weather_id: 9a91fffe-33b0-4137-93a1-97b1ecb29e27 | city: London | forecast_date: 2025-05-21 00:00:00 | weather_condition: Heatwave | temperature: 44.36 | rainfall: 10.14 | humidity: 70.38 | wind_speed: 17.31 | visibility: 11.16
weather_id: 1840e849-5e07-467c-9d6e-29f3b51ecf11 | city: Kolkata | forecast_date: 2026-05-31 00:00:00 | weather_condition: Clear | temperature: 13.58 | rainfall: 0.0 | humidity: 40.63 | wind_speed: 17.62 | visibility: 7.63
weather_id: 6182c214-a8ba-487a-9ac1-1dbdff3ad589 | city: Hyderabad | forecast_date: 2026-01-23 00:00:00 | weather_condition: Rain | temperature: 32.74 | rainfall: 20.84 | humidity: 61.18 | wind_speed: 11.72 | visibility: 10.33
weather_id: 6f6eecc5-2bf7-4bc0-a705-d3325ae8f3fa | city: Singapore | forecast_date: 2025-07-27 00:00:00 | weather_condition: Heavy Rain | temperature: 18.2 | rainfall: 40.56 | humidity: 75.75 | wind_speed: 3.05 | visibility: 2.59
weather_id: cb42c1ed-c149-4492-a3b3-ca5c19e9bda5 | city: Busan | forecast_date: 2025-07-01 00:00:00 | weather_condition: Clear | temperature: 21.23 | rainfall: 0.0 | humidity: 60.84 | wind_speed: 26.33 | visibility: 14.55
weather_id: 12711d72-3a1f-4531-9aba-6bc75f383d07 | city: Ningbo | forecast_date: 2026-01-06 00:00:00 | weather_condition: Cloudy | temperature: 23.59 | rainfall: 2.15 | humidity: 78.06 | wind_speed: 18.63 | visibility: 6.11
weather_id: 4791435c-cda4-479c-bfdc-aa493658d71b | city: Kolkata | forecast_date: 2025-10-07 00:00:00 | weather_condition: Clear | temperature: 32.3 | rainfall: 0.0 | humidity: 83.91 | wind_speed: 14.15 | visibility: 14.56
weather_id: 3055ec13-2c5c-4858-9e76-00858af0714b | city: Abu Dhabi | forecast_date: 2026-05-02 00:00:00 | weather_condition: Heavy Rain | temperature: 10.65 | rainfall: 82.57 | humidity: 85.53 | wind_speed: 16.57 | visibility: 2.24
weather_id: 90ce0b2d-ac2e-4807-a983-b0f10b8fcec8 | city: Ningbo | forecast_date: 2025-04-12 00:00:00 | weather_condition: Clear | temperature: 21.21 | rainfall: 0.0 | humidity: 80.03 | wind_speed: 14.94 | visibility: 14.22
weather_id: 11124917-9f0d-4fce-a698-43dc0684ab31 | city: New York | forecast_date: 2025-11-29 00:00:00 | weather_condition: Clear | temperature: 15.83 | rainfall: 0.0 | humidity: 90.19 | wind_speed: 22.01 | visibility: 12.94
weather_id: bf58f88f-f96a-40a3-8b24-ca55e5004870 | city: Mumbai | forecast_date: 2026-03-16 00:00:00 | weather_condition: Cloudy | temperature: 13.95 | rainfall: 1.61 | humidity: 70.18 | wind_speed: 8.09 | visibility: 11.67
weather_id: c3c1e1cf-b07b-4414-928a-1e9edcc186d2 | city: Houston | forecast_date: 2025-06-18 00:00:00 | weather_condition: Clear | temperature: 20.71 | rainfall: 0.0 | humidity: 70.28 | wind_speed: 31.73 | visibility: 12.84
weather_id: ee7db24b-0370-495b-825d-3d65d6ed4dcb | city: Hamburg | forecast_date: 2025-04-12 00:00:00 | weather_condition: Heavy Rain | temperature: 28.5 | rainfall: 92.31 | humidity: 50.22 | wind_speed: 6.65 | visibility: 4.95
weather_id: 1e692184-3140-4d7a-a6f1-9fd195c44edb | city: New York | forecast_date: 2025-11-30 00:00:00 | weather_condition: Fog | temperature: 14.6 | rainfall: 8.94 | humidity: 91.36 | wind_speed: 12.36 | visibility: 0.61
weather_id: 07022fd7-37bf-4b7b-86d8-49014293f6d1 | city: Ningbo | forecast_date: 2025-07-23 00:00:00 | weather_condition: Clear | temperature: 34.05 | rainfall: 0.0 | humidity: 83.96 | wind_speed: 28.46 | visibility: 6.82
weather_id: 8fb49246-1481-40ce-b0f8-1e3a04083477 | city: Singapore | forecast_date: 2025-10-27 00:00:00 | weather_condition: Clear | temperature: 24.53 | rainfall: 0.0 | humidity: 65.38 | wind_speed: 33.28 | visibility: 11.95
weather_id: 827d051b-6b4f-41d9-a2ec-a86788ea23f5 | city: Sharjah | forecast_date: 2025-12-01 00:00:00 | weather_condition: Clear | temperature: 35.59 | rainfall: 0.0 | humidity: 33.89 | wind_speed: 5.09 | visibility: 14.12
weather_id: 2e850b2c-7527-48b8-a76d-dd9f1161b366 | city: Guangzhou | forecast_date: 2025-07-13 00:00:00 | weather_condition: Clear | temperature: 17.44 | rainfall: 0.0 | humidity: 58.1 | wind_speed: 9.89 | visibility: 5.8
weather_id: cb68cd1c-1f6a-46e2-a3ef-082a2bdede1f | city: New York | forecast_date: 2026-04-02 00:00:00 | weather_condition: Cloudy | temperature: 17.74 | rainfall: 1.58 | humidity: 87.85 | wind_speed: 21.7 | visibility: 9.22
weather_id: e415f93a-b107-4c34-ae83-1565671c5d99 | city: Chennai | forecast_date: 2026-04-23 00:00:00 | weather_condition: Storm | temperature: 28.18 | rainfall: 87.71 | humidity: 37.07 | wind_speed: 68.8 | visibility: 2.41
