Sheet Name: Products

product_id: 0a132cf3-2a67-4087-aff9-d11d19a61cac | product_name: Furniture SKU-10000 | category: Furniture | hs_code: 9403.28 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 623.92 | supplier_name: Nova Suppliers
product_id: 0483d426-24ad-4894-af5f-650515e73ed2 | product_name: Furniture SKU-11553 | category: Furniture | hs_code: 9403.1 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 700.07 | supplier_name: Unity Suppliers
product_id: 4dae3dbf-bd01-4a71-9edd-bde7eadf4ead | product_name: Food SKU-11554 | category: Food | hs_code: 2106.37 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 472.44 | supplier_name: Summit Suppliers
product_id: 922a7f63-fb32-4b40-a529-1ae44a1badaa | product_name: Automotive Parts SKU-11555 | category: Automotive Parts | hs_code: 8708.51 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 396.36 | supplier_name: Eastern Suppliers
product_id: 32cda7da-7547-4c69-b7ad-2578543b2f34 | product_name: Machinery SKU-11556 | category: Machinery | hs_code: 8479.65 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 85.89 | supplier_name: Eastern Suppliers
product_id: 28b5fe82-d56b-444f-acfa-f92e291c5345 | product_name: Chemicals SKU-11557 | category: Chemicals | hs_code: 3824.14 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 475.74 | supplier_name: Unity Suppliers
product_id: 63b1db74-b2ff-4867-bb94-a082e49653a2 | product_name: Consumer Goods SKU-11558 | category: Consumer Goods | hs_code: 3926.65 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 101.73 | supplier_name: Metro Suppliers
product_id: 76875776-165b-4f8e-9b9c-5e4312465659 | product_name: Medical Devices SKU-11559 | category: Medical Devices | hs_code: 9018.71 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 805.95 | supplier_name: Metro Suppliers
product_id: 2866891a-2e73-4988-8e71-f42679700046 | product_name: Food SKU-11560 | category: Food | hs_code: 2106.33 | hazardous: False | perishable: True | temperature_controlled: True | fragile: False | weight_per_unit: 262.49 | supplier_name: Pacific Suppliers
product_id: 7a92dd78-af9a-4761-93b8-2d5dc4723241 | product_name: Medical Devices SKU-11561 | category: Medical Devices | hs_code: 9018.41 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 238.14 | supplier_name: Summit Suppliers
product_id: 9cb633ce-1c73-41c3-b2fb-ec1d9b692daf | product_name: Textiles SKU-11562 | category: Textiles | hs_code: 6204.17 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 317.73 | supplier_name: Summit Suppliers
product_id: 83533dab-30e6-48b3-a7b1-45d479053f0b | product_name: Electronics SKU-11563 | category: Electronics | hs_code: 8517.69 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 773.72 | supplier_name: Summit Suppliers
product_id: aa67609e-0021-4748-a001-8a2d762a0579 | product_name: Medical Devices SKU-11564 | category: Medical Devices | hs_code: 9018.43 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 281.52 | supplier_name: Summit Suppliers
product_id: cffb87c9-48c2-49db-b56f-c03839f9adaf | product_name: Furniture SKU-11565 | category: Furniture | hs_code: 9403.74 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 770.29 | supplier_name: Nova Suppliers
product_id: efa83a10-d356-4391-8ea5-da99bd29c9da | product_name: Furniture SKU-11566 | category: Furniture | hs_code: 9403.13 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 2.41 | supplier_name: Summit Suppliers
product_id: e0ac7d97-3828-4ccb-b422-7307ccbc708b | product_name: Consumer Goods SKU-11567 | category: Consumer Goods | hs_code: 3926.89 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 373.53 | supplier_name: Summit Suppliers
product_id: a8cd4693-4775-403f-8471-551e7e70b671 | product_name: Furniture SKU-11568 | category: Furniture | hs_code: 9403.76 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 620.48 | supplier_name: Metro Suppliers
product_id: e8efc81a-9a21-4c77-b4b0-c7433d06b866 | product_name: Pharma SKU-11569 | category: Pharma | hs_code: 3004.67 | hazardous: False | perishable: True | temperature_controlled: False | fragile: False | weight_per_unit: 288.1 | supplier_name: Summit Suppliers
product_id: bdc90dc2-b371-405e-b18a-f83e60b4d7d2 | product_name: Food SKU-11570 | category: Food | hs_code: 2106.49 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 129.53 | supplier_name: Unity Suppliers
product_id: 68955387-f620-44cb-89f1-ebf56b7c34ec | product_name: Electronics SKU-11571 | category: Electronics | hs_code: 8517.55 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 813.89 | supplier_name: Pacific Suppliers
product_id: d7ea5391-9f3b-4b2c-8c59-8b0930619d0c | product_name: Furniture SKU-11572 | category: Furniture | hs_code: 9403.87 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 428.13 | supplier_name: Metro Suppliers
product_id: cf90abf5-6780-4c06-ba9c-cd914a35e683 | product_name: Medical Devices SKU-11573 | category: Medical Devices | hs_code: 9018.79 | hazardous: False | perishable: False | temperature_controlled: True | fragile: True | weight_per_unit: 420.71 | supplier_name: Nova Suppliers
product_id: a6c6cc42-73b5-48e4-a0ef-3ba5d52d8502 | product_name: Food SKU-11574 | category: Food | hs_code: 2106.15 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 171.95 | supplier_name: Unity Suppliers
product_id: 28a15e23-b72c-40fe-865c-df01187fb710 | product_name: Textiles SKU-11575 | category: Textiles | hs_code: 6204.38 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 561.63 | supplier_name: Eastern Suppliers
product_id: 0137aa70-fac3-4b21-96d9-9d45d2d63a0e | product_name: Chemicals SKU-11576 | category: Chemicals | hs_code: 3824.1 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 462.74 | supplier_name: Unity Suppliers
product_id: a9dedd77-2e9f-4e44-899c-215b0a638560 | product_name: Automotive Parts SKU-11577 | category: Automotive Parts | hs_code: 8708.33 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 69.2 | supplier_name: Metro Suppliers
product_id: a7b38d9f-c817-4801-8e91-3793c28c694c | product_name: Consumer Goods SKU-11578 | category: Consumer Goods | hs_code: 3926.7 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 109.78 | supplier_name: Nova Suppliers
product_id: 0a5402a5-1c7b-47c5-be21-c4d75d8b7fd4 | product_name: Medical Devices SKU-11579 | category: Medical Devices | hs_code: 9018.11 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 398.54 | supplier_name: Pacific Suppliers
product_id: 9a5b5411-4137-45f6-85dd-11de7f6cc5f5 | product_name: Automotive Parts SKU-11580 | category: Automotive Parts | hs_code: 8708.28 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 747.12 | supplier_name: Metro Suppliers
product_id: bce91c20-db31-41b8-9ba9-3f3fc932c116 | product_name: Consumer Goods SKU-11581 | category: Consumer Goods | hs_code: 3926.54 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 70.47 | supplier_name: Pacific Suppliers
product_id: 044cf40a-7dc6-47c8-9a0d-9bda6e5ee1a1 | product_name: Consumer Goods SKU-11582 | category: Consumer Goods | hs_code: 3926.26 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 65.49 | supplier_name: Metro Suppliers
product_id: 2d184bdb-10b8-4ec2-9171-2dda5a4a55db | product_name: Electronics SKU-11583 | category: Electronics | hs_code: 8517.64 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 534.05 | supplier_name: Nova Suppliers
product_id: 45a5eaf2-cbe1-40fb-aa94-fa209f19b75a | product_name: Textiles SKU-11584 | category: Textiles | hs_code: 6204.78 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 817.11 | supplier_name: Pacific Suppliers
product_id: d877f8f4-801d-41eb-9d9a-2f10c6f81518 | product_name: Automotive Parts SKU-11585 | category: Automotive Parts | hs_code: 8708.99 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 555.65 | supplier_name: Metro Suppliers
product_id: caba234f-501e-4072-a724-3b42f5a5603b | product_name: Chemicals SKU-11586 | category: Chemicals | hs_code: 3824.33 | hazardous: True | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 420.29 | supplier_name: Eastern Suppliers
product_id: 6bae6ac4-3572-4440-bbfc-aa60e7fbc4ad | product_name: Consumer Goods SKU-11587 | category: Consumer Goods | hs_code: 3926.17 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 566.03 | supplier_name: Unity Suppliers
product_id: 897a08cb-6ec4-4be8-9807-7244cb266114 | product_name: Machinery SKU-11588 | category: Machinery | hs_code: 8479.61 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 756.81 | supplier_name: Eastern Suppliers
product_id: ebb7fa38-49a8-4ac4-accb-984ef9e299dd | product_name: Textiles SKU-11589 | category: Textiles | hs_code: 6204.73 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 51.97 | supplier_name: Metro Suppliers
product_id: d0bbf9ef-b453-4068-a3b2-4a5b66349d9e | product_name: Textiles SKU-11590 | category: Textiles | hs_code: 6204.28 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 598.8 | supplier_name: Nova Suppliers
product_id: 2f37d5c7-ee55-440c-ac17-c30e8936d846 | product_name: Consumer Goods SKU-11591 | category: Consumer Goods | hs_code: 3926.1 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 604.43 | supplier_name: Nova Suppliers
product_id: 43964caf-9fc4-4d82-b983-1945b085bf8b | product_name: Furniture SKU-11592 | category: Furniture | hs_code: 9403.26 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 832.71 | supplier_name: Nova Suppliers
product_id: 35f3f709-1af6-4d9c-a453-48e45603ac95 | product_name: Textiles SKU-11593 | category: Textiles | hs_code: 6204.59 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 839.68 | supplier_name: Summit Suppliers
product_id: 6ee5e1c1-291d-4cc1-8f7a-a9fdb7b64fcd | product_name: Automotive Parts SKU-11594 | category: Automotive Parts | hs_code: 8708.83 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 98.47 | supplier_name: Pacific Suppliers
product_id: 45eb80fd-0374-4d53-913c-e841554ab45f | product_name: Pharma SKU-11595 | category: Pharma | hs_code: 3004.36 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 282.76 | supplier_name: Eastern Suppliers
product_id: 884e9dbb-ca88-4482-94a2-453ff3779bdf | product_name: Automotive Parts SKU-11596 | category: Automotive Parts | hs_code: 8708.51 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 555.84 | supplier_name: Nova Suppliers
product_id: 7a3219b9-80d7-4738-9590-f4f27b0e85f6 | product_name: Food SKU-11597 | category: Food | hs_code: 2106.32 | hazardous: False | perishable: True | temperature_controlled: True | fragile: False | weight_per_unit: 530.39 | supplier_name: Nova Suppliers
product_id: a1da8d42-1c61-4a20-87f9-cadf95c8f2d9 | product_name: Machinery SKU-11598 | category: Machinery | hs_code: 8479.16 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 57.13 | supplier_name: Pacific Suppliers
product_id: 3157753b-4538-4629-aa7e-0c3dd1880222 | product_name: Textiles SKU-11599 | category: Textiles | hs_code: 6204.82 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 178.28 | supplier_name: Pacific Suppliers
product_id: 23c60f7e-866b-4496-95c2-836d19eee09c | product_name: Food SKU-11600 | category: Food | hs_code: 2106.11 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 600.09 | supplier_name: Unity Suppliers
product_id: dcbdb11a-f385-438d-8065-2a33f65a8ff0 | product_name: Consumer Goods SKU-11601 | category: Consumer Goods | hs_code: 3926.96 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 279.2 | supplier_name: Metro Suppliers
product_id: cd16a6ea-b378-450c-a94c-6664a240e42d | product_name: Automotive Parts SKU-11602 | category: Automotive Parts | hs_code: 8708.21 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 264.83 | supplier_name: Eastern Suppliers
product_id: 45fc1a3f-5b09-4b28-8253-e64199b1e83e | product_name: Food SKU-11603 | category: Food | hs_code: 2106.7 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 186.94 | supplier_name: Metro Suppliers
product_id: 855b8c2f-cd08-4a02-b957-e83d99e269ae | product_name: Pharma SKU-11604 | category: Pharma | hs_code: 3004.1 | hazardous: False | perishable: True | temperature_controlled: True | fragile: False | weight_per_unit: 203.95 | supplier_name: Summit Suppliers
product_id: e1e76833-ae1b-4418-a29c-897ec871d1e3 | product_name: Pharma SKU-11605 | category: Pharma | hs_code: 3004.89 | hazardous: False | perishable: True | temperature_controlled: True | fragile: False | weight_per_unit: 441.37 | supplier_name: Metro Suppliers
product_id: d4f4f843-0365-4aa5-a31d-14603f7e8d32 | product_name: Medical Devices SKU-11606 | category: Medical Devices | hs_code: 9018.55 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 694.11 | supplier_name: Metro Suppliers
product_id: 069f0a8d-9752-4a6e-8044-2fd470625061 | product_name: Machinery SKU-11607 | category: Machinery | hs_code: 8479.4 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 813.19 | supplier_name: Summit Suppliers
product_id: 7bd0f05e-8d64-4537-a4d4-e381ea294b9e | product_name: Automotive Parts SKU-11608 | category: Automotive Parts | hs_code: 8708.3 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 30.61 | supplier_name: Summit Suppliers
product_id: 13baa3fc-e5fd-4550-a94d-ad3e5b14a603 | product_name: Medical Devices SKU-11609 | category: Medical Devices | hs_code: 9018.52 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 534.23 | supplier_name: Metro Suppliers
product_id: 7f755250-cc66-4874-a07b-be8a3a98f6c5 | product_name: Medical Devices SKU-11610 | category: Medical Devices | hs_code: 9018.36 | hazardous: False | perishable: False | temperature_controlled: True | fragile: True | weight_per_unit: 495.38 | supplier_name: Pacific Suppliers
product_id: 238efe6a-e504-4daa-b946-ac2e861f2ccf | product_name: Automotive Parts SKU-11611 | category: Automotive Parts | hs_code: 8708.39 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 248.44 | supplier_name: Metro Suppliers
product_id: 4d62dc2a-0f06-4da2-89df-242402d8d82a | product_name: Furniture SKU-11612 | category: Furniture | hs_code: 9403.44 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 395.77 | supplier_name: Unity Suppliers
product_id: 46135b6c-5e06-4f12-b9cf-f61eabeb2967 | product_name: Consumer Goods SKU-11613 | category: Consumer Goods | hs_code: 3926.89 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 15.66 | supplier_name: Eastern Suppliers
product_id: a4b8ac16-7a5b-41d6-ab09-0df56b00438d | product_name: Furniture SKU-11614 | category: Furniture | hs_code: 9403.85 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 247.79 | supplier_name: Nova Suppliers
product_id: 39a2610f-d289-4c9f-8eb4-f82d3533630a | product_name: Medical Devices SKU-11615 | category: Medical Devices | hs_code: 9018.48 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 208.57 | supplier_name: Nova Suppliers
product_id: e0457782-6f27-48ae-996d-8bf4591f82d0 | product_name: Food SKU-11616 | category: Food | hs_code: 2106.96 | hazardous: False | perishable: True | temperature_controlled: False | fragile: False | weight_per_unit: 645.05 | supplier_name: Metro Suppliers
product_id: 09b3c571-614d-4b12-8341-2f8a71d97f51 | product_name: Machinery SKU-11617 | category: Machinery | hs_code: 8479.81 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 509.72 | supplier_name: Pacific Suppliers
product_id: 1bc62ce3-b35e-4b1d-9863-6726500fe7ef | product_name: Chemicals SKU-11618 | category: Chemicals | hs_code: 3824.9 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 516.55 | supplier_name: Metro Suppliers
product_id: 572e7d71-f247-40ec-b850-ac4aa112a268 | product_name: Chemicals SKU-11619 | category: Chemicals | hs_code: 3824.99 | hazardous: True | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 463.31 | supplier_name: Eastern Suppliers
product_id: 066451cb-61e6-4379-ab3c-2ebf0dc1c956 | product_name: Food SKU-11620 | category: Food | hs_code: 2106.34 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 320.59 | supplier_name: Nova Suppliers
product_id: 62add441-ebc9-4ccb-9ef8-996f7291b8e2 | product_name: Electronics SKU-11621 | category: Electronics | hs_code: 8517.23 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 834.12 | supplier_name: Metro Suppliers
product_id: 1d527895-269c-41d5-af75-204f96e7258d | product_name: Consumer Goods SKU-11622 | category: Consumer Goods | hs_code: 3926.5 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 739.98 | supplier_name: Eastern Suppliers
product_id: 6e427109-d664-4bc5-b0bc-596f4443e4fd | product_name: Medical Devices SKU-11623 | category: Medical Devices | hs_code: 9018.77 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 347.67 | supplier_name: Pacific Suppliers
product_id: fa154622-27ce-45cf-8158-9198ee7d9877 | product_name: Chemicals SKU-11624 | category: Chemicals | hs_code: 3824.43 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 235.84 | supplier_name: Eastern Suppliers
product_id: 0fbc7d4f-1521-487c-b41f-893fcc3a0077 | product_name: Food SKU-11625 | category: Food | hs_code: 2106.2 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 417.74 | supplier_name: Metro Suppliers
product_id: 04e10c92-1b59-45fd-8749-da11a98ddd41 | product_name: Chemicals SKU-11626 | category: Chemicals | hs_code: 3824.26 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 34.26 | supplier_name: Pacific Suppliers
product_id: a6695ac8-c2d2-402b-985d-ac89a9a8d69e | product_name: Food SKU-11627 | category: Food | hs_code: 2106.83 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 221.0 | supplier_name: Metro Suppliers
product_id: 563504e8-636a-4e41-a8a3-f00a73bd2fa2 | product_name: Pharma SKU-11628 | category: Pharma | hs_code: 3004.31 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 221.47 | supplier_name: Metro Suppliers
product_id: 683913d6-b8cb-4d04-a695-7da2e300ef0d | product_name: Consumer Goods SKU-11629 | category: Consumer Goods | hs_code: 3926.32 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 58.94 | supplier_name: Metro Suppliers
product_id: 5d053b1d-d21d-428f-b038-d33688729103 | product_name: Textiles SKU-11630 | category: Textiles | hs_code: 6204.71 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 582.94 | supplier_name: Eastern Suppliers
product_id: 3eed22ea-b3b4-4e2a-959c-155cf29bae41 | product_name: Medical Devices SKU-11631 | category: Medical Devices | hs_code: 9018.51 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 325.29 | supplier_name: Pacific Suppliers
product_id: 1acf8909-b681-4c39-a4ac-6a0324756731 | product_name: Textiles SKU-11632 | category: Textiles | hs_code: 6204.47 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 519.23 | supplier_name: Eastern Suppliers
product_id: 27681f63-09d9-41a2-9de1-a428e831aa6f | product_name: Medical Devices SKU-11633 | category: Medical Devices | hs_code: 9018.29 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 140.09 | supplier_name: Nova Suppliers
product_id: 36d30c23-6595-4e53-91de-265874704078 | product_name: Electronics SKU-11634 | category: Electronics | hs_code: 8517.26 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 723.87 | supplier_name: Nova Suppliers
product_id: e7446dfe-a746-4272-9b66-71f5638e22ab | product_name: Machinery SKU-11635 | category: Machinery | hs_code: 8479.72 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 59.14 | supplier_name: Summit Suppliers
product_id: 3776a7e1-d37c-49c8-9c33-657a06b0273c | product_name: Textiles SKU-11636 | category: Textiles | hs_code: 6204.3 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 345.92 | supplier_name: Unity Suppliers
product_id: 89c207c7-8c8e-4d07-b80e-05506b66fe69 | product_name: Pharma SKU-11637 | category: Pharma | hs_code: 3004.38 | hazardous: False | perishable: True | temperature_controlled: True | fragile: False | weight_per_unit: 500.17 | supplier_name: Metro Suppliers
product_id: f9eacf09-8782-49d8-b973-04005b0576e5 | product_name: Medical Devices SKU-11638 | category: Medical Devices | hs_code: 9018.38 | hazardous: False | perishable: False | temperature_controlled: True | fragile: True | weight_per_unit: 147.97 | supplier_name: Nova Suppliers
product_id: 7c99044b-36ec-4013-b503-3fb0c498cda4 | product_name: Furniture SKU-11639 | category: Furniture | hs_code: 9403.29 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 66.55 | supplier_name: Metro Suppliers
product_id: 835e8acf-4acb-4aa7-9e98-88351420a04f | product_name: Medical Devices SKU-11640 | category: Medical Devices | hs_code: 9018.66 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 668.32 | supplier_name: Metro Suppliers
product_id: 696f5d91-e40f-4a8a-86ec-811a2ea8e6ad | product_name: Textiles SKU-11641 | category: Textiles | hs_code: 6204.65 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 437.49 | supplier_name: Unity Suppliers
product_id: 9ca2f58a-8b60-4bdf-b906-624dd1f3192d | product_name: Machinery SKU-11642 | category: Machinery | hs_code: 8479.33 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 521.72 | supplier_name: Eastern Suppliers
product_id: bc90c672-7bab-4dc7-8d40-8c020adbe0f9 | product_name: Medical Devices SKU-11643 | category: Medical Devices | hs_code: 9018.5 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 229.11 | supplier_name: Summit Suppliers
product_id: 931d54c0-9f7a-40f5-ac17-3d7d524bc720 | product_name: Medical Devices SKU-11644 | category: Medical Devices | hs_code: 9018.3 | hazardous: False | perishable: False | temperature_controlled: True | fragile: True | weight_per_unit: 576.19 | supplier_name: Unity Suppliers
product_id: 9f5b0f15-806c-4b01-b9d9-27991623144d | product_name: Machinery SKU-11645 | category: Machinery | hs_code: 8479.56 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 681.75 | supplier_name: Metro Suppliers
product_id: 9fa0ae48-9fde-41cc-a340-bd0da5d22a4c | product_name: Automotive Parts SKU-11646 | category: Automotive Parts | hs_code: 8708.99 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 30.2 | supplier_name: Pacific Suppliers
product_id: 9957ec2e-1be6-490d-b3f4-b67ad4f36deb | product_name: Consumer Goods SKU-11647 | category: Consumer Goods | hs_code: 3926.62 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 162.22 | supplier_name: Summit Suppliers
product_id: cebe91f0-ecdd-4f8c-beff-c43787e0ab33 | product_name: Medical Devices SKU-11648 | category: Medical Devices | hs_code: 9018.81 | hazardous: False | perishable: False | temperature_controlled: True | fragile: False | weight_per_unit: 448.96 | supplier_name: Eastern Suppliers
product_id: 278dcb13-ab64-40a4-bde6-0529a11c2067 | product_name: Medical Devices SKU-11649 | category: Medical Devices | hs_code: 9018.3 | hazardous: False | perishable: False | temperature_controlled: False | fragile: True | weight_per_unit: 33.95 | supplier_name: Summit Suppliers
product_id: 90925c19-9e53-4fad-a4dc-339e6cd7ee0d | product_name: Food SKU-11650 | category: Food | hs_code: 2106.62 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 162.52 | supplier_name: Pacific Suppliers
product_id: 3387b43d-e9d2-4d62-9f18-f0d780cfd893 | product_name: Electronics SKU-11651 | category: Electronics | hs_code: 8517.46 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 334.07 | supplier_name: Nova Suppliers
product_id: ad2add07-2d43-44b6-8ecb-0bfe120f19ab | product_name: Textiles SKU-11652 | category: Textiles | hs_code: 6204.1 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 326.79 | supplier_name: Pacific Suppliers
product_id: 1eb63486-ad36-4d52-afae-07f1f08f41c1 | product_name: Food SKU-11653 | category: Food | hs_code: 2106.81 | hazardous: False | perishable: True | temperature_controlled: False | fragile: False | weight_per_unit: 357.85 | supplier_name: Pacific Suppliers
product_id: aaf04d5c-4edb-4c36-91c0-1a56abab6714 | product_name: Automotive Parts SKU-11654 | category: Automotive Parts | hs_code: 8708.98 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 635.51 | supplier_name: Nova Suppliers
product_id: 2eb92556-2111-4937-b254-2c3f236400d3 | product_name: Food SKU-11655 | category: Food | hs_code: 2106.96 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 412.95 | supplier_name: Pacific Suppliers
product_id: c4de7704-0a11-405f-972c-4bcc5bf64687 | product_name: Pharma SKU-11656 | category: Pharma | hs_code: 3004.45 | hazardous: False | perishable: True | temperature_controlled: True | fragile: False | weight_per_unit: 200.55 | supplier_name: Metro Suppliers
product_id: d8a43b4a-579f-4f58-aef2-2b8e20cbdc9b | product_name: Machinery SKU-11657 | category: Machinery | hs_code: 8479.38 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 502.75 | supplier_name: Summit Suppliers
product_id: ada25e4b-ce5f-4831-b01a-a55dbc198439 | product_name: Medical Devices SKU-11658 | category: Medical Devices | hs_code: 9018.88 | hazardous: False | perishable: False | temperature_controlled: True | fragile: True | weight_per_unit: 403.8 | supplier_name: Summit Suppliers
product_id: 5e873372-e12a-456e-bcb4-310d4e09a1a5 | product_name: Textiles SKU-11659 | category: Textiles | hs_code: 6204.81 | hazardous: False | perishable: False | temperature_controlled: False | fragile: False | weight_per_unit: 163.99 | supplier_name: Unity Suppliers
product_id: 4595dd1f-5e64-4480-be79-3f029ee1c147 | product_name: Pharma SKU-11660 | category: Pharma | hs_code: 3004.66 | hazardous: False | perishable: True | temperature_controlled: False | fragile: False | weight_per_unit: 58.03 | supplier_name: Eastern Suppliers
