Sheet Name: Warehouses

warehouse_id: 990fca17-5717-4846-9322-f136d8bf02f2 | warehouse_name: Kolkata Distribution Center 1 | city: Kolkata | state: Telangana | warehouse_capacity: 41441 | current_utilization: 85.09 | warehouse_type: Regional
warehouse_id: 672870c7-5416-4bb6-997d-fb1b17bad658 | warehouse_name: Guangzhou Bonded Warehouse 445 | city: Guangzhou | state: Guangzhou | warehouse_capacity: 66362 | current_utilization: 67.0 | warehouse_type: Distribution
warehouse_id: 59e1e02c-2bb7-450b-bae6-a27abb4306c0 | warehouse_name: Yokohama Bonded Warehouse 446 | city: Yokohama | state: Yokohama | warehouse_capacity: 112674 | current_utilization: 63.68 | warehouse_type: Distribution
warehouse_id: 50e52655-e547-4e5f-b79e-d650ec6ca0a2 | warehouse_name: Singapore Distribution Center 447 | city: Singapore | state: Singapore | warehouse_capacity: 115207 | current_utilization: 73.5 | warehouse_type: Regional
warehouse_id: c0de4235-c640-490c-9194-0eaaf6dbb41f | warehouse_name: Bremen Fulfilment Center 448 | city: Bremen | state: Bremen | warehouse_capacity: 27559 | current_utilization: 65.7 | warehouse_type: Bonded
warehouse_id: b09717e1-d618-45b6-b2a9-33ae5910378a | warehouse_name: Chicago Fulfilment Center 449 | city: Chicago | state: Chicago | warehouse_capacity: 24834 | current_utilization: 74.57 | warehouse_type: Distribution
warehouse_id: 3909c4bf-89b2-46db-bb00-dcbcffcab792 | warehouse_name: Bremen Bonded Warehouse 450 | city: Bremen | state: Bremen | warehouse_capacity: 114509 | current_utilization: 92.97 | warehouse_type: Regional
warehouse_id: fab41a50-70c9-455f-898f-89b6010c8d21 | warehouse_name: Singapore Regional Hub 451 | city: Singapore | state: Singapore | warehouse_capacity: 10285 | current_utilization: 76.43 | warehouse_type: Bonded
warehouse_id: 1a1ba1f5-102a-4f35-a6b1-9e358bd71b7f | warehouse_name: Chicago Bonded Warehouse 452 | city: Chicago | state: Chicago | warehouse_capacity: 24714 | current_utilization: 94.73 | warehouse_type: Distribution
warehouse_id: ed73bd84-c073-42bc-805a-be7ea0a992dc | warehouse_name: Singapore Regional Hub 453 | city: Singapore | state: Singapore | warehouse_capacity: 63280 | current_utilization: 64.27 | warehouse_type: Distribution
warehouse_id: 88c530db-3e74-4777-bfd6-a0dfc0d8afe0 | warehouse_name: Shanghai Distribution Center 454 | city: Shanghai | state: Shanghai | warehouse_capacity: 109531 | current_utilization: 72.68 | warehouse_type: Regional
warehouse_id: ddee080c-a4fd-412d-96cf-d8d678438e1d | warehouse_name: Amsterdam Regional Hub 455 | city: Amsterdam | state: Amsterdam | warehouse_capacity: 82500 | current_utilization: 95.52 | warehouse_type: Regional
warehouse_id: 5e6a4060-367c-4d0f-98f8-c03e4926f2ce | warehouse_name: London Regional Hub 456 | city: London | state: London | warehouse_capacity: 32181 | current_utilization: 64.85 | warehouse_type: Distribution
warehouse_id: 320e09a2-1b2b-4a00-a264-e37f88906295 | warehouse_name: Amsterdam Distribution Center 457 | city: Amsterdam | state: Amsterdam | warehouse_capacity: 75982 | current_utilization: 51.59 | warehouse_type: Distribution
warehouse_id: 2f71e82e-861f-4803-adec-7029bde6aa16 | warehouse_name: Bremen Fulfilment Center 458 | city: Bremen | state: Bremen | warehouse_capacity: 74243 | current_utilization: 83.79 | warehouse_type: Distribution
warehouse_id: f153bbf6-5845-42f6-a0e6-13d22f485635 | warehouse_name: Incheon Regional Hub 459 | city: Incheon | state: Incheon | warehouse_capacity: 64590 | current_utilization: 68.25 | warehouse_type: Distribution
warehouse_id: 2b193375-13e6-4254-bc5f-5fdf17d58412 | warehouse_name: Shenzhen Regional Hub 460 | city: Shenzhen | state: Shenzhen | warehouse_capacity: 11429 | current_utilization: 74.41 | warehouse_type: Regional
warehouse_id: 8624c6a3-47a1-4979-9b93-271d83ecd651 | warehouse_name: Sharjah Fulfilment Center 461 | city: Sharjah | state: Sharjah | warehouse_capacity: 84399 | current_utilization: 65.83 | warehouse_type: Bonded
warehouse_id: 8e309f5f-f9e8-4763-9324-0a9a958821ff | warehouse_name: Shanghai Fulfilment Center 462 | city: Shanghai | state: Shanghai | warehouse_capacity: 98184 | current_utilization: 87.27 | warehouse_type: Distribution
warehouse_id: 9c5bb5cc-4fc7-49bf-a5f7-ac2573405f2a | warehouse_name: Incheon Bonded Warehouse 463 | city: Incheon | state: Incheon | warehouse_capacity: 65200 | current_utilization: 67.49 | warehouse_type: Distribution
warehouse_id: 6636023f-a443-4a75-9116-634dc1d42e4e | warehouse_name: Seoul Distribution Center 464 | city: Seoul | state: Seoul | warehouse_capacity: 33626 | current_utilization: 70.89 | warehouse_type: Bonded
warehouse_id: cb2b5a1f-a01f-4a25-af8f-3498f094dcb9 | warehouse_name: Chicago Regional Hub 465 | city: Chicago | state: Chicago | warehouse_capacity: 5700 | current_utilization: 67.28 | warehouse_type: Bonded
warehouse_id: e99b5b7c-4cae-48a5-b9aa-afd864702bbe | warehouse_name: Dubai Fulfilment Center 466 | city: Dubai | state: Dubai | warehouse_capacity: 103482 | current_utilization: 70.28 | warehouse_type: Regional
warehouse_id: 99a2e5c9-8f6f-4c59-beec-d3c62f5fe782 | warehouse_name: Ningbo Bonded Warehouse 467 | city: Ningbo | state: Ningbo | warehouse_capacity: 112677 | current_utilization: 73.33 | warehouse_type: Bonded
warehouse_id: 64d4a942-30a1-4d54-9ebf-007f6f5293ba | warehouse_name: Osaka Fulfilment Center 468 | city: Osaka | state: Osaka | warehouse_capacity: 92275 | current_utilization: 85.24 | warehouse_type: Bonded
warehouse_id: 20157b5b-53ce-4ff5-90e4-a9af0dd5c732 | warehouse_name: Hamburg Fulfilment Center 469 | city: Hamburg | state: Hamburg | warehouse_capacity: 94223 | current_utilization: 73.42 | warehouse_type: Bonded
warehouse_id: 0faa0860-bdd2-49eb-9c6d-b6c198907c17 | warehouse_name: Busan Bonded Warehouse 470 | city: Busan | state: Busan | warehouse_capacity: 43075 | current_utilization: 72.38 | warehouse_type: Regional
warehouse_id: b3cb27f2-dab4-4034-abec-8ce74822c8a8 | warehouse_name: Osaka Regional Hub 471 | city: Osaka | state: Osaka | warehouse_capacity: 70276 | current_utilization: 72.54 | warehouse_type: Bonded
warehouse_id: 29b080b8-f8d1-4c75-b75b-ab347e70fca0 | warehouse_name: Chennai Regional Hub 472 | city: Chennai | state: Gujarat | warehouse_capacity: 90436 | current_utilization: 62.48 | warehouse_type: Regional
warehouse_id: cee0734d-3cee-496a-bc0f-1e0e1f1396cf | warehouse_name: London Distribution Center 473 | city: London | state: London | warehouse_capacity: 43643 | current_utilization: 49.76 | warehouse_type: Distribution
warehouse_id: 2fa1b0f9-c777-488b-b99c-68d107f1139f | warehouse_name: Sharjah Distribution Center 474 | city: Sharjah | state: Sharjah | warehouse_capacity: 54440 | current_utilization: 75.48 | warehouse_type: Distribution
warehouse_id: 567590fd-bd2c-4e1a-b06a-8d4d91fbc941 | warehouse_name: Hamburg Distribution Center 475 | city: Hamburg | state: Hamburg | warehouse_capacity: 117724 | current_utilization: 98.0 | warehouse_type: Distribution
warehouse_id: f9a387ca-6331-4e32-a69d-9cd0780ff701 | warehouse_name: Seoul Bonded Warehouse 476 | city: Seoul | state: Seoul | warehouse_capacity: 12863 | current_utilization: 71.49 | warehouse_type: Distribution
warehouse_id: 85ddf3ea-07c4-4216-89e6-520fc408fa90 | warehouse_name: Incheon Fulfilment Center 477 | city: Incheon | state: Incheon | warehouse_capacity: 38836 | current_utilization: 98.0 | warehouse_type: Regional
warehouse_id: 7d9edb85-3fe2-482e-8975-50efdd47c278 | warehouse_name: Kolkata Regional Hub 478 | city: Kolkata | state: Delhi | warehouse_capacity: 57096 | current_utilization: 73.49 | warehouse_type: Distribution
warehouse_id: 57d3f8cd-7b2a-480e-b469-e9745a0f2808 | warehouse_name: Shenzhen Distribution Center 479 | city: Shenzhen | state: Shenzhen | warehouse_capacity: 70197 | current_utilization: 64.67 | warehouse_type: Bonded
warehouse_id: fd4aa3f5-b3fb-4fe0-9530-53eb9b3c78cb | warehouse_name: Singapore Fulfilment Center 480 | city: Singapore | state: Singapore | warehouse_capacity: 10979 | current_utilization: 90.73 | warehouse_type: Distribution
warehouse_id: 29bfaec7-0ca0-4aeb-8e02-a231da6ecdae | warehouse_name: Felixstowe Fulfilment Center 481 | city: Felixstowe | state: Felixstowe | warehouse_capacity: 118472 | current_utilization: 58.9 | warehouse_type: Bonded
warehouse_id: 2806f015-af36-4d7f-b9f8-e92cee4fe28b | warehouse_name: New York Distribution Center 482 | city: New York | state: New York | warehouse_capacity: 97222 | current_utilization: 82.89 | warehouse_type: Regional
warehouse_id: 6099a31e-5eff-48fc-9263-605fd17b7a70 | warehouse_name: Dubai Distribution Center 483 | city: Dubai | state: Dubai | warehouse_capacity: 116965 | current_utilization: 77.51 | warehouse_type: Distribution
warehouse_id: 6c8a411a-4e73-4865-9646-871b4c15ee8c | warehouse_name: Ningbo Fulfilment Center 484 | city: Ningbo | state: Ningbo | warehouse_capacity: 25428 | current_utilization: 82.32 | warehouse_type: Regional
warehouse_id: 5158cdb3-bbfb-440d-a590-7c5a5267e95d | warehouse_name: Tokyo Distribution Center 485 | city: Tokyo | state: Tokyo | warehouse_capacity: 41724 | current_utilization: 65.46 | warehouse_type: Regional
warehouse_id: 6265dc74-eb9b-43fc-8614-f45346b5ae3a | warehouse_name: Abu Dhabi Fulfilment Center 486 | city: Abu Dhabi | state: Abu Dhabi | warehouse_capacity: 117294 | current_utilization: 72.75 | warehouse_type: Distribution
warehouse_id: 5c9c9b47-cdba-4dc2-8df7-222aba4ed839 | warehouse_name: Frankfurt Distribution Center 487 | city: Frankfurt | state: Frankfurt | warehouse_capacity: 111497 | current_utilization: 82.83 | warehouse_type: Bonded
warehouse_id: 2e840e03-c1b2-4e93-b2cd-9ffb1e8e7e76 | warehouse_name: Manchester Regional Hub 488 | city: Manchester | state: Manchester | warehouse_capacity: 53106 | current_utilization: 59.4 | warehouse_type: Regional
warehouse_id: 3178e8f6-dcee-473b-af38-30c2fd4da578 | warehouse_name: Hamburg Distribution Center 489 | city: Hamburg | state: Hamburg | warehouse_capacity: 86467 | current_utilization: 79.56 | warehouse_type: Distribution
warehouse_id: adf8c1ef-dbed-4880-83d5-3ff1221fbb5d | warehouse_name: Incheon Distribution Center 490 | city: Incheon | state: Incheon | warehouse_capacity: 58871 | current_utilization: 55.95 | warehouse_type: Regional
warehouse_id: af6a51f8-c690-4a68-b541-45105fdb9ead | warehouse_name: Bengaluru Regional Hub 491 | city: Bengaluru | state: Delhi | warehouse_capacity: 53597 | current_utilization: 65.43 | warehouse_type: Bonded
warehouse_id: 03ecf09b-4640-4f76-b64e-6f7c8885c1e0 | warehouse_name: Hamburg Bonded Warehouse 492 | city: Hamburg | state: Hamburg | warehouse_capacity: 71538 | current_utilization: 69.27 | warehouse_type: Regional
warehouse_id: acd05296-ae0e-4544-9fe1-5626c2343119 | warehouse_name: Los Angeles Distribution Center 493 | city: Los Angeles | state: Los Angeles | warehouse_capacity: 44215 | current_utilization: 61.35 | warehouse_type: Distribution
warehouse_id: 82ce7279-5e6f-4229-9386-3ab49dd5bf1d | warehouse_name: Hamburg Fulfilment Center 494 | city: Hamburg | state: Hamburg | warehouse_capacity: 50654 | current_utilization: 74.4 | warehouse_type: Distribution
warehouse_id: ab2022ed-b57c-49f1-923c-5631711a8d0a | warehouse_name: Singapore Fulfilment Center 495 | city: Singapore | state: Singapore | warehouse_capacity: 92218 | current_utilization: 61.98 | warehouse_type: Distribution
warehouse_id: 37a7bc67-76b4-44bf-91fa-6e74fcf768ad | warehouse_name: Osaka Fulfilment Center 496 | city: Osaka | state: Osaka | warehouse_capacity: 83812 | current_utilization: 61.58 | warehouse_type: Distribution
warehouse_id: fb766ede-e195-4ed5-842b-72f72079eb4a | warehouse_name: Singapore Regional Hub 497 | city: Singapore | state: Singapore | warehouse_capacity: 82161 | current_utilization: 78.66 | warehouse_type: Regional
warehouse_id: a6469225-2a94-4271-883c-f971c3aa717f | warehouse_name: Sharjah Bonded Warehouse 498 | city: Sharjah | state: Sharjah | warehouse_capacity: 25656 | current_utilization: 71.17 | warehouse_type: Distribution
warehouse_id: 99873f62-b79b-402e-8817-db81d84b921c | warehouse_name: Tokyo Distribution Center 499 | city: Tokyo | state: Tokyo | warehouse_capacity: 113254 | current_utilization: 72.06 | warehouse_type: Regional
warehouse_id: ceaa3c87-806d-4150-bdb2-9a071be95cf4 | warehouse_name: Ningbo Regional Hub 500 | city: Ningbo | state: Ningbo | warehouse_capacity: 84368 | current_utilization: 77.64 | warehouse_type: Distribution
warehouse_id: b6185153-d0a2-4cb0-a70c-a3f846d5f671 | warehouse_name: Bremen Bonded Warehouse 501 | city: Bremen | state: Bremen | warehouse_capacity: 11572 | current_utilization: 62.46 | warehouse_type: Bonded
warehouse_id: 04d4dff0-60c1-410e-8e66-58027addca6e | warehouse_name: Seoul Distribution Center 502 | city: Seoul | state: Seoul | warehouse_capacity: 86865 | current_utilization: 52.98 | warehouse_type: Distribution
warehouse_id: 78895775-a5a0-4b49-8e91-3809d59576c9 | warehouse_name: Shenzhen Bonded Warehouse 503 | city: Shenzhen | state: Shenzhen | warehouse_capacity: 35264 | current_utilization: 75.58 | warehouse_type: Distribution
warehouse_id: 1df2e7d5-ace1-4ba7-abbc-537686620ad2 | warehouse_name: Dubai Bonded Warehouse 504 | city: Dubai | state: Dubai | warehouse_capacity: 64244 | current_utilization: 98.0 | warehouse_type: Distribution
warehouse_id: 4afdcfad-7dc2-4b12-9f3e-db8bf902ae1d | warehouse_name: Yokohama Distribution Center 505 | city: Yokohama | state: Yokohama | warehouse_capacity: 22585 | current_utilization: 54.17 | warehouse_type: Distribution
warehouse_id: faf0e00f-0731-45c1-bc7b-cfddde33acea | warehouse_name: Guangzhou Bonded Warehouse 506 | city: Guangzhou | state: Guangzhou | warehouse_capacity: 109006 | current_utilization: 89.44 | warehouse_type: Distribution
warehouse_id: eeff019d-b368-4fdf-aa75-68ea64294089 | warehouse_name: London Regional Hub 507 | city: London | state: London | warehouse_capacity: 66455 | current_utilization: 62.15 | warehouse_type: Distribution
warehouse_id: eb977094-0b4e-494f-9010-f72177699a21 | warehouse_name: Singapore Distribution Center 508 | city: Singapore | state: Singapore | warehouse_capacity: 72081 | current_utilization: 78.31 | warehouse_type: Bonded
warehouse_id: ca19ecfa-6934-4983-ae38-78c81731c43b | warehouse_name: Osaka Distribution Center 509 | city: Osaka | state: Osaka | warehouse_capacity: 55454 | current_utilization: 79.67 | warehouse_type: Distribution
warehouse_id: 65123d6f-8f45-4abc-999c-c7329b31aaa8 | warehouse_name: Bengaluru Regional Hub 510 | city: Bengaluru | state: Telangana | warehouse_capacity: 79636 | current_utilization: 76.54 | warehouse_type: Regional
warehouse_id: 230a88f9-8bb3-49f6-a8cc-e86c6ea5e6b6 | warehouse_name: Shenzhen Fulfilment Center 511 | city: Shenzhen | state: Shenzhen | warehouse_capacity: 105080 | current_utilization: 44.96 | warehouse_type: Bonded
warehouse_id: 9601b527-84ad-40ca-acad-3bf8185774e5 | warehouse_name: Bremen Distribution Center 512 | city: Bremen | state: Bremen | warehouse_capacity: 9403 | current_utilization: 81.87 | warehouse_type: Distribution
warehouse_id: 87e29a0a-5148-434d-9006-a40229107fa4 | warehouse_name: Singapore Fulfilment Center 513 | city: Singapore | state: Singapore | warehouse_capacity: 39017 | current_utilization: 82.47 | warehouse_type: Bonded
warehouse_id: 7458a55b-de8a-4e97-94f3-f11b824a2c4a | warehouse_name: Amsterdam Fulfilment Center 514 | city: Amsterdam | state: Amsterdam | warehouse_capacity: 69484 | current_utilization: 76.68 | warehouse_type: Distribution
warehouse_id: 23099d8a-d39c-4e17-99e3-5772eec4313e | warehouse_name: Chicago Bonded Warehouse 515 | city: Chicago | state: Chicago | warehouse_capacity: 22524 | current_utilization: 75.9 | warehouse_type: Distribution
warehouse_id: 25c8952f-3ee7-4252-89f2-0b8cb7d0a87e | warehouse_name: Yokohama Distribution Center 516 | city: Yokohama | state: Yokohama | warehouse_capacity: 85694 | current_utilization: 70.99 | warehouse_type: Bonded
warehouse_id: 943c22a1-c047-45f1-8deb-e7a16de63fae | warehouse_name: Ningbo Distribution Center 517 | city: Ningbo | state: Ningbo | warehouse_capacity: 103492 | current_utilization: 50.16 | warehouse_type: Distribution
warehouse_id: 9d18225c-d073-4896-906d-cd14f6fb8a86 | warehouse_name: Singapore Bonded Warehouse 518 | city: Singapore | state: Singapore | warehouse_capacity: 115491 | current_utilization: 77.44 | warehouse_type: Distribution
warehouse_id: cef69f51-53bf-4d85-b017-ba91c62b260c | warehouse_name: Rotterdam Distribution Center 519 | city: Rotterdam | state: Rotterdam | warehouse_capacity: 85335 | current_utilization: 75.24 | warehouse_type: Distribution
warehouse_id: 59d8b7c8-6338-4a95-bfcd-e26e99dd2ca9 | warehouse_name: Amsterdam Regional Hub 520 | city: Amsterdam | state: Amsterdam | warehouse_capacity: 75431 | current_utilization: 56.58 | warehouse_type: Distribution
warehouse_id: 9a0cd56e-f9b7-4eea-ad0e-fec0cc2733a2 | warehouse_name: Osaka Fulfilment Center 521 | city: Osaka | state: Osaka | warehouse_capacity: 42212 | current_utilization: 85.68 | warehouse_type: Regional
warehouse_id: 4db7ab7f-ba7e-4fb5-8362-325bcc531a1a | warehouse_name: Singapore Fulfilment Center 522 | city: Singapore | state: Singapore | warehouse_capacity: 34676 | current_utilization: 64.56 | warehouse_type: Distribution
warehouse_id: d0bd9579-7ecc-43e9-9a32-c67bb400c891 | warehouse_name: Amsterdam Distribution Center 523 | city: Amsterdam | state: Amsterdam | warehouse_capacity: 108167 | current_utilization: 91.8 | warehouse_type: Distribution
warehouse_id: 834c3870-05fc-475e-bb6c-7e3394e52c0c | warehouse_name: Shenzhen Regional Hub 524 | city: Shenzhen | state: Shenzhen | warehouse_capacity: 115803 | current_utilization: 80.16 | warehouse_type: Distribution
warehouse_id: 65714640-d0e2-4b82-b492-f4663324429a | warehouse_name: Sharjah Bonded Warehouse 525 | city: Sharjah | state: Sharjah | warehouse_capacity: 30724 | current_utilization: 92.29 | warehouse_type: Distribution
warehouse_id: 365d4574-2fc7-4b84-ade4-9be2a0d8037d | warehouse_name: Singapore Bonded Warehouse 526 | city: Singapore | state: Singapore | warehouse_capacity: 79393 | current_utilization: 77.18 | warehouse_type: Distribution
warehouse_id: 7a90e8ff-5d3a-47ac-8802-1a18184d6802 | warehouse_name: London Regional Hub 527 | city: London | state: London | warehouse_capacity: 62472 | current_utilization: 64.34 | warehouse_type: Distribution
warehouse_id: ec8e6ea0-2e4d-418b-9bc0-372f845acb6e | warehouse_name: Amsterdam Regional Hub 528 | city: Amsterdam | state: Amsterdam | warehouse_capacity: 54432 | current_utilization: 81.3 | warehouse_type: Regional
warehouse_id: 89bae8c2-a4ca-4068-a0f0-29d209202635 | warehouse_name: Los Angeles Regional Hub 529 | city: Los Angeles | state: Los Angeles | warehouse_capacity: 36088 | current_utilization: 98.0 | warehouse_type: Distribution
warehouse_id: 5cdb8bc8-6e1f-44d0-9dc3-85dc8bc18871 | warehouse_name: Sharjah Regional Hub 530 | city: Sharjah | state: Sharjah | warehouse_capacity: 37489 | current_utilization: 90.21 | warehouse_type: Bonded
warehouse_id: d88040c4-ec62-4ae8-b0fd-6f066cf45d88 | warehouse_name: Busan Regional Hub 531 | city: Busan | state: Busan | warehouse_capacity: 106645 | current_utilization: 58.68 | warehouse_type: Distribution
warehouse_id: b1f1773e-5fea-42ef-85bf-3fb57585a82d | warehouse_name: Yokohama Distribution Center 532 | city: Yokohama | state: Yokohama | warehouse_capacity: 36348 | current_utilization: 79.39 | warehouse_type: Regional
warehouse_id: 3a07569f-8c19-4dc9-9dbe-5982fc34e7ce | warehouse_name: Bremen Regional Hub 533 | city: Bremen | state: Bremen | warehouse_capacity: 87911 | current_utilization: 62.99 | warehouse_type: Regional
warehouse_id: f639124d-f0e7-466d-8fe6-8f1c7040c9fa | warehouse_name: Amsterdam Regional Hub 534 | city: Amsterdam | state: Amsterdam | warehouse_capacity: 8001 | current_utilization: 46.45 | warehouse_type: Distribution
warehouse_id: a355b87f-a598-4e31-b360-297cf3358292 | warehouse_name: Osaka Distribution Center 535 | city: Osaka | state: Osaka | warehouse_capacity: 55275 | current_utilization: 64.27 | warehouse_type: Regional
warehouse_id: 6ccd8dd5-ff81-48c5-8d47-d5e379b22949 | warehouse_name: Singapore Distribution Center 536 | city: Singapore | state: Singapore | warehouse_capacity: 23993 | current_utilization: 61.7 | warehouse_type: Distribution
warehouse_id: a673f5bd-a8a7-4447-a5bb-ae707284f848 | warehouse_name: Rotterdam Bonded Warehouse 537 | city: Rotterdam | state: Rotterdam | warehouse_capacity: 21375 | current_utilization: 91.66 | warehouse_type: Distribution
warehouse_id: c29b9db5-933f-44d3-b920-6fe4d44b1afe | warehouse_name: Hyderabad Fulfilment Center 538 | city: Hyderabad | state: Tamil Nadu | warehouse_capacity: 79395 | current_utilization: 62.77 | warehouse_type: Bonded
warehouse_id: fff062e7-79a9-4941-80ba-ebffe97436a8 | warehouse_name: Rotterdam Distribution Center 539 | city: Rotterdam | state: Rotterdam | warehouse_capacity: 105977 | current_utilization: 56.47 | warehouse_type: Distribution
warehouse_id: 353d1a44-ed39-4f8e-916a-d61e05677044 | warehouse_name: Hamburg Distribution Center 540 | city: Hamburg | state: Hamburg | warehouse_capacity: 109884 | current_utilization: 98.0 | warehouse_type: Distribution
warehouse_id: 97ff131e-44f7-4a9d-941a-ed70798e29ae | warehouse_name: Amsterdam Regional Hub 541 | city: Amsterdam | state: Amsterdam | warehouse_capacity: 89941 | current_utilization: 76.05 | warehouse_type: Regional
warehouse_id: 2a77c8a2-36b6-4005-b2dd-218ffa97a786 | warehouse_name: Sharjah Fulfilment Center 542 | city: Sharjah | state: Sharjah | warehouse_capacity: 118472 | current_utilization: 45.37 | warehouse_type: Regional
warehouse_id: 545c198e-7eb3-4fec-889f-5c673a80cddc | warehouse_name: Singapore Fulfilment Center 543 | city: Singapore | state: Singapore | warehouse_capacity: 112452 | current_utilization: 60.92 | warehouse_type: Distribution
warehouse_id: 54dde0e0-682f-4389-af16-f98fc77eb50e | warehouse_name: Amsterdam Bonded Warehouse 544 | city: Amsterdam | state: Amsterdam | warehouse_capacity: 8322 | current_utilization: 68.13 | warehouse_type: Bonded
warehouse_id: 08a0ef0a-73af-48f4-b1ea-508a6fcc89bf | warehouse_name: New York Bonded Warehouse 545 | city: New York | state: New York | warehouse_capacity: 43708 | current_utilization: 73.83 | warehouse_type: Distribution
warehouse_id: a8b78bcc-b72f-402c-836b-9ec991850687 | warehouse_name: London Distribution Center 546 | city: London | state: London | warehouse_capacity: 42897 | current_utilization: 77.02 | warehouse_type: Regional
warehouse_id: 572121b1-4c52-49de-9dae-171fc09a62ce | warehouse_name: Busan Bonded Warehouse 547 | city: Busan | state: Busan | warehouse_capacity: 66487 | current_utilization: 79.88 | warehouse_type: Distribution
warehouse_id: 7316fe99-e37c-4374-8b1d-3ba7fed4a883 | warehouse_name: Ahmedabad Bonded Warehouse 548 | city: Ahmedabad | state: West Bengal | warehouse_capacity: 39744 | current_utilization: 72.51 | warehouse_type: Distribution
warehouse_id: a1e65252-6860-4b4b-aa26-fc6d473966e8 | warehouse_name: Manchester Regional Hub 549 | city: Manchester | state: Manchester | warehouse_capacity: 48717 | current_utilization: 73.06 | warehouse_type: Bonded
warehouse_id: 1f733be9-f8ef-4db0-a144-1f88c7168ec3 | warehouse_name: London Regional Hub 550 | city: London | state: London | warehouse_capacity: 110820 | current_utilization: 70.95 | warehouse_type: Distribution
warehouse_id: 12a15b57-8b95-4e2a-b872-b2f518f2057b | warehouse_name: Chicago Distribution Center 551 | city: Chicago | state: Chicago | warehouse_capacity: 40085 | current_utilization: 69.67 | warehouse_type: Regional
warehouse_id: 9594b851-0a05-4a4e-ab3e-d5cbdfd7210c | warehouse_name: Rotterdam Bonded Warehouse 552 | city: Rotterdam | state: Rotterdam | warehouse_capacity: 53577 | current_utilization: 83.61 | warehouse_type: Regional
warehouse_id: 0f93ac21-77c6-4203-89db-96a7cf172d28 | warehouse_name: Singapore Bonded Warehouse 553 | city: Singapore | state: Singapore | warehouse_capacity: 105095 | current_utilization: 98.0 | warehouse_type: Bonded
warehouse_id: dd81ca56-e5be-4ae5-b52b-d50627b9d5f3 | warehouse_name: Delhi Fulfilment Center 554 | city: Delhi | state: Delhi | warehouse_capacity: 7274 | current_utilization: 92.86 | warehouse_type: Distribution
warehouse_id: 1f56908e-e7ab-4bab-975f-3e0c27f09aa7 | warehouse_name: New York Distribution Center 555 | city: New York | state: New York | warehouse_capacity: 108082 | current_utilization: 76.51 | warehouse_type: Regional
warehouse_id: d65e9872-a4e1-4463-aff8-26aafc3e0784 | warehouse_name: Tokyo Fulfilment Center 556 | city: Tokyo | state: Tokyo | warehouse_capacity: 78140 | current_utilization: 76.0 | warehouse_type: Distribution
warehouse_id: b504d214-cc77-431f-9586-752967ac8870 | warehouse_name: Tokyo Regional Hub 557 | city: Tokyo | state: Tokyo | warehouse_capacity: 101804 | current_utilization: 81.72 | warehouse_type: Bonded
warehouse_id: 3ce8d3f9-2347-4c02-a103-dbb54ae10301 | warehouse_name: Seoul Regional Hub 558 | city: Seoul | state: Seoul | warehouse_capacity: 61572 | current_utilization: 98.0 | warehouse_type: Regional
warehouse_id: 17a85832-be51-4225-8a36-1f7beb83ef08 | warehouse_name: Frankfurt Distribution Center 559 | city: Frankfurt | state: Frankfurt | warehouse_capacity: 26924 | current_utilization: 54.49 | warehouse_type: Bonded
warehouse_id: 8b6ccc89-2078-46d0-a384-711e74aca763 | warehouse_name: Shanghai Bonded Warehouse 560 | city: Shanghai | state: Shanghai | warehouse_capacity: 11736 | current_utilization: 55.31 | warehouse_type: Distribution
warehouse_id: d5ba3d4a-1d4a-4998-98f1-b949fc376626 | warehouse_name: Felixstowe Regional Hub 561 | city: Felixstowe | state: Felixstowe | warehouse_capacity: 80920 | current_utilization: 82.56 | warehouse_type: Bonded
warehouse_id: 7d671d23-02df-419e-97c3-4507b20658fb | warehouse_name: Dubai Bonded Warehouse 562 | city: Dubai | state: Dubai | warehouse_capacity: 99365 | current_utilization: 68.54 | warehouse_type: Distribution
warehouse_id: c643abb7-e226-46b0-878a-66868137364b | warehouse_name: Los Angeles Regional Hub 563 | city: Los Angeles | state: Los Angeles | warehouse_capacity: 80542 | current_utilization: 92.79 | warehouse_type: Distribution
warehouse_id: 8efdfcf0-9966-417a-a205-b14113d6ddc1 | warehouse_name: Frankfurt Fulfilment Center 564 | city: Frankfurt | state: Frankfurt | warehouse_capacity: 84704 | current_utilization: 81.47 | warehouse_type: Distribution
warehouse_id: 7542c6c9-7e97-445e-b053-6e168785b7c4 | warehouse_name: Felixstowe Distribution Center 565 | city: Felixstowe | state: Felixstowe | warehouse_capacity: 115813 | current_utilization: 55.52 | warehouse_type: Regional
warehouse_id: 24d1ed5a-5bf0-4bf5-a855-0469a83c7c6a | warehouse_name: Dubai Distribution Center 566 | city: Dubai | state: Dubai | warehouse_capacity: 62084 | current_utilization: 72.84 | warehouse_type: Distribution
warehouse_id: 1df200d2-e4ab-4928-8487-361c8088576d | warehouse_name: Frankfurt Fulfilment Center 567 | city: Frankfurt | state: Frankfurt | warehouse_capacity: 49121 | current_utilization: 56.5 | warehouse_type: Regional
warehouse_id: 112e51d2-90b9-4cc7-8d39-9a8291d5f413 | warehouse_name: Mumbai Distribution Center 568 | city: Mumbai | state: Maharashtra | warehouse_capacity: 44571 | current_utilization: 62.26 | warehouse_type: Regional
